gene_a	gene_b	in_dna_loose	cls	core_recip	aln_frac	fold	residual	exon_ratio	intron_cos	njunc_min	block_ident	concentration	total_frac	ident_disp	expr_ratio	log_expr_diff	npsv_min	nsun_min	l4_present
ZNF540	ZNF665	0	truthbar	0.1801	0.0000	0	0	0.8000	0.8073	1.3863	0.0000	0.0000	0.0000	0.0000	0.1754	1.6625	NA	NA	0
ZNF540	ZNF780A	0	truthbar	0.3098	0.0000	0	0	1.0000	0.8654	1.6094	0.0000	0.0000	0.0000	0.0000	0.1579	1.7579	NA	NA	0
ZNF543	ZNF550	0	truthbar	0.2177	0.0000	3	0	0.8000	0.8800	1.3863	0.0000	0.0000	0.0000	0.0000	0.1508	1.8485	NA	NA	0
ZNF543	ZNF805	0	truthbar	0.4620	0.3297	3	0	1.0000	0.9914	1.3863	0.8731	1.0000	0.2259	0.0695	0.5135	0.6419	NA	NA	0
ZNF546	ZNF565	0	truthbar	0.2688	0.0000	0	0	0.8333	0.9213	1.6094	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	NA	NA	0
ZNF546	ZNF566	0	genuine	0.1953	0.0000	0	0	0.8333	0.9918	1.6094	0.0000	0.0000	0.0000	0.0000	0.6786	0.3716	NA	NA	0
ZNF546	ZNF571	0	truthbar	0.3592	0.0000	0	0	0.6667	0.9795	1.3863	0.0000	0.0000	0.0000	0.0000	0.5278	0.6152	NA	NA	0
ZNF546	ZNF573	0	truthbar	0.2619	0.0000	0	0	1.0000	0.9874	1.7918	0.0000	0.0000	0.0000	0.0000	0.3684	0.9163	NA	NA	0
ZNF546	ZNF582	0	truthbar	0.2769	0.0000	0	0	0.8333	0.9509	1.6094	0.0000	0.0000	0.0000	0.0000	0.0772	2.5137	NA	NA	0
ZNF546	ZNF583	0	truthbar	0.1898	0.0000	0	0	0.8333	0.9793	1.6094	0.0000	0.0000	0.0000	0.0000	0.2111	1.5151	NA	NA	0
ZNF546	ZNF607	0	truthbar	0.2579	0.0000	0	0	0.8333	0.9753	1.6094	0.0000	0.0000	0.0000	0.0000	0.8421	0.1625	NA	NA	0
ZNF546	ZNF665	0	truthbar	0.2170	0.0000	0	0	0.6667	0.8890	1.3863	0.0000	0.0000	0.0000	0.0000	0.5263	0.5978	NA	NA	0
ZNF546	ZNF780A	0	truthbar	0.3714	0.0000	0	0	0.8333	0.9742	1.6094	0.0000	0.0000	0.0000	0.0000	0.4737	0.6931	NA	NA	0
ZNF546	ZNF780B	0	truthbar	0.3706	0.0000	0	0	0.8333	0.9945	1.6094	0.0000	0.0000	0.0000	0.0000	0.1579	1.6094	NA	NA	0
ZNF546	ZNF790	0	truthbar	0.3461	0.0000	0	0	0.8333	0.9457	1.6094	0.0000	0.0000	0.0000	0.0000	0.8636	0.1398	NA	NA	0
ZNF546	ZNF829	0	truthbar	0.2619	0.0000	0	0	1.0000	0.9782	1.7918	0.0000	0.0000	0.0000	0.0000	0.5263	0.5978	NA	NA	0
ZNF547	ZNF548	0	truthbar	0.1412	0.0000	3	0	1.0000	0.9763	1.3863	0.0000	0.0000	0.0000	0.0000	0.4604	0.7673	NA	NA	0
ZNF547	ZNF586	0	truthbar	0.1827	0.0000	3	0	0.5000	0.8226	1.0986	0.0000	0.0000	0.0000	0.0000	0.4062	0.8786	NA	NA	0
ZNF547	ZNF776	0	truthbar	0.1383	0.0000	3	0	0.7500	0.9117	1.0986	0.0000	0.0000	0.0000	0.0000	0.7191	0.3254	NA	NA	0
ZNF548	ZNF551	0	truthbar	0.1749	0.0000	3	0	0.7500	0.9363	1.0986	0.0000	0.0000	0.0000	0.0000	0.1007	2.2336	NA	NA	0
ZNF548	ZNF552	0	truthbar	0.2147	0.0000	3	0	0.7500	0.9227	1.0986	0.0000	0.0000	0.0000	0.0000	0.2014	1.5743	NA	NA	0
ZNF548	ZNF586	0	truthbar	0.1661	0.0000	3	0	0.5000	0.9238	1.0986	0.0000	0.0000	0.0000	0.0000	0.1871	1.6458	NA	NA	0
ZNF548	ZNF671	0	truthbar	0.1845	0.0000	3	0	1.0000	0.9127	1.3863	0.0000	0.0000	0.0000	0.0000	0.5971	0.5108	NA	NA	0
ZNF548	ZNF776	0	truthbar	0.1962	0.0000	3	0	0.7500	0.9617	1.0986	0.0000	0.0000	0.0000	0.0000	0.6403	0.4418	NA	NA	0
ZNF548	ZNF792	0	truthbar	0.1612	0.0000	3	0	1.0000	0.9359	1.3863	0.0000	0.0000	0.0000	0.0000	0.1655	1.7636	NA	NA	0
ZNF551	ZNF586	0	genuine	0.1397	0.0000	3	0	0.6667	0.9989	1.0986	0.0000	0.0000	0.0000	0.0000	0.5385	0.5878	NA	NA	0
ZNF551	ZNF671	0	truthbar	0.2013	0.0000	3	0	0.7500	0.9765	1.0986	0.0000	0.0000	0.0000	0.0000	0.1687	1.7228	NA	NA	0
ZNF551	ZNF792	0	truthbar	0.1967	0.0000	3	0	0.7500	0.9778	1.0986	0.0000	0.0000	0.0000	0.0000	0.6087	0.4700	NA	NA	0
ZNF552	ZNF776	0	truthbar	0.1656	0.0000	3	0	1.0000	0.9064	1.0986	0.0000	0.0000	0.0000	0.0000	0.3146	1.1325	NA	NA	0
ZNF554	ZNF879	0	truthbar	0.1999	0.0000	3	0	1.0000	0.9341	1.6094	0.0000	0.0000	0.0000	0.0000	0.0787	2.4541	NA	NA	0
ZNF557	ZNF558	0	truthbar	0.1486	0.3048	3	0	0.8000	0.9946	2.0794	0.8147	1.0000	0.3048	0.1921	0.5116	0.6487	NA	NA	0
ZNF558	ZNF620	0	truthbar	0.1591	0.0000	3	0	0.3000	0.9227	1.6094	0.0000	0.0000	0.0000	0.0000	0.2093	1.4816	NA	NA	0
ZNF560	ZNF571	0	truthbar	0.2887	0.0000	0	0	0.4000	0.9423	1.3863	0.0000	0.0000	0.0000	0.0000	0.1944	1.5315	NA	NA	0
ZNF560	ZNF573	0	truthbar	0.1747	0.0000	0	0	0.6000	0.8656	1.7918	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	NA	NA	0
ZNF560	ZNF596	0	truthbar	0.1618	0.0000	0	0	0.6000	0.9843	1.7918	0.0000	0.0000	0.0000	0.0000	0.3043	1.0986	NA	NA	0
ZNF560	ZNF790	0	truthbar	0.2001	0.0000	0	0	0.5000	0.9791	1.6094	0.0000	0.0000	0.0000	0.0000	0.3182	1.0561	NA	NA	0
ZNF560	ZNF891	0	truthbar	0.2378	0.0000	0	0	0.2000	0.9936	0.6931	0.0000	0.0000	0.0000	0.0000	0.7000	0.3185	NA	NA	0
ZNF563	ZNF564	0	truthbar	0.2717	0.0000	4	0	1.0000	0.9886	1.3863	0.0000	0.0000	0.0000	0.0000	0.0947	2.3026	NA	NA	0
ZNF563	ZNF57	0	truthbar	0.1703	0.0000	4	0	1.0000	0.9922	1.3863	0.0000	0.0000	0.0000	0.0000	0.2807	1.2272	NA	NA	0
ZNF563	ZNF627	0	truthbar	0.3892	0.0000	4	0	1.0000	0.9947	1.3863	0.0000	0.0000	0.0000	0.0000	0.0590	2.7726	NA	NA	0
ZNF563	ZNF669	0	truthbar	0.2479	0.0000	4	0	1.0000	0.9978	1.3863	0.0000	0.0000	0.0000	0.0000	0.1875	1.4469	NA	NA	0
ZNF563	ZNF77	0	truthbar	0.1885	0.0000	4	0	1.0000	0.9487	1.3863	0.0000	0.0000	0.0000	0.0000	0.6400	0.4249	NA	NA	0
ZNF563	ZNF791	0	truthbar	0.2056	0.0000	4	0	1.0000	0.9956	1.3863	0.0000	0.0000	0.0000	0.0000	0.2162	1.4843	NA	NA	0
ZNF563	ZNF799	0	truthbar	0.4885	0.4743	4	0	1.0000	0.9971	1.3863	0.8691	1.0000	0.4743	0.0716	0.3902	0.9045	NA	NA	0
ZNF563	ZNF823	0	truthbar	0.4348	0.3962	4	0	0.5000	0.9854	0.6931	0.8616	1.0000	0.3962	0.0529	0.5000	0.6360	NA	NA	0
ZNF564	ZNF57	0	truthbar	0.3124	0.0000	4	0	1.0000	0.9996	1.3863	0.0000	0.0000	0.0000	0.0000	0.3373	1.0754	NA	NA	0
ZNF564	ZNF627	0	truthbar	0.1840	0.0000	4	0	1.0000	0.9964	1.3863	0.0000	0.0000	0.0000	0.0000	0.6236	0.4700	NA	NA	0
ZNF564	ZNF669	0	truthbar	0.2462	0.0000	4	0	1.0000	0.9806	1.3863	0.0000	0.0000	0.0000	0.0000	0.0178	3.7495	NA	NA	0
ZNF564	ZNF670	0	truthbar	0.1362	0.0000	4	0	1.0000	1.0000	1.3863	0.0000	0.0000	0.0000	0.0000	0.6450	0.4353	NA	NA	0
ZNF564	ZNF77	0	truthbar	0.3661	0.0000	4	0	1.0000	0.8905	1.3863	0.0000	0.0000	0.0000	0.0000	0.1479	1.8777	NA	NA	0
ZNF564	ZNF791	0	truthbar	0.2203	0.0000	4	0	1.0000	0.9786	1.3863	0.0000	0.0000	0.0000	0.0000	0.4379	0.8183	NA	NA	0
ZNF564	ZNF799	0	truthbar	0.2068	0.0000	4	0	1.0000	0.9971	1.3863	0.0000	0.0000	0.0000	0.0000	0.2426	1.3981	NA	NA	0
ZNF564	ZNF823	0	truthbar	0.1803	0.0000	4	0	0.5000	0.9998	0.6931	0.0000	0.0000	0.0000	0.0000	0.0473	2.9386	NA	NA	0
ZNF565	ZNF568	0	truthbar	0.1997	0.0000	0	0	0.5714	0.9830	1.3863	0.0000	0.0000	0.0000	0.0000	0.2335	1.4447	NA	NA	0
ZNF565	ZNF569	0	truthbar	0.3102	0.0000	0	0	0.6667	0.9816	1.3863	0.0000	0.0000	0.0000	0.0000	0.0749	2.5560	NA	NA	0
ZNF565	ZNF571	0	truthbar	0.3630	0.0000	0	0	0.8000	0.9075	1.3863	0.0000	0.0000	0.0000	0.0000	0.5278	0.6152	NA	NA	0
ZNF565	ZNF573	0	truthbar	0.2368	0.0000	0	0	0.8333	0.9692	1.6094	0.0000	0.0000	0.0000	0.0000	0.3684	0.9163	NA	NA	0
ZNF565	ZNF582	0	truthbar	0.2225	0.0000	0	0	1.0000	0.9188	1.6094	0.0000	0.0000	0.0000	0.0000	0.0772	2.5137	NA	NA	0
ZNF565	ZNF583	0	truthbar	0.3588	0.0000	0	0	1.0000	0.9646	1.6094	0.0000	0.0000	0.0000	0.0000	0.2111	1.5151	NA	NA	0
ZNF565	ZNF605	0	truthbar	0.1545	0.0000	0	0	0.8000	0.9929	1.3863	0.0000	0.0000	0.0000	0.0000	0.0150	4.0224	NA	NA	0
ZNF565	ZNF607	0	truthbar	0.2556	0.0000	0	0	1.0000	0.9311	1.6094	0.0000	0.0000	0.0000	0.0000	0.8421	0.1625	NA	NA	0
ZNF565	ZNF624	0	truthbar	0.2188	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
ZNF565	ZNF780A	0	truthbar	0.2873	0.0000	0	0	1.0000	0.9405	1.6094	0.0000	0.0000	0.0000	0.0000	0.4737	0.6931	NA	NA	0
ZNF565	ZNF780B	0	truthbar	0.2575	0.0000	0	0	1.0000	0.9215	1.6094	0.0000	0.0000	0.0000	0.0000	0.1579	1.6094	NA	NA	0
ZNF565	ZNF790	0	truthbar	0.2884	0.0000	0	0	1.0000	0.8757	1.6094	0.0000	0.0000	0.0000	0.0000	0.8636	0.1398	NA	NA	0
ZNF565	ZNF829	0	truthbar	0.2632	0.0000	0	0	0.8333	0.8758	1.6094	0.0000	0.0000	0.0000	0.0000	0.5263	0.5978	NA	NA	0
ZNF565	ZNF84	0	truthbar	0.3486	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
ZNF565	ZNF883	0	truthbar	0.3046	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
ZNF566	ZNF571	0	truthbar	0.3232	0.0000	0	0	0.8000	0.9935	1.3863	0.0000	0.0000	0.0000	0.0000	0.7778	0.2436	NA	NA	0
ZNF566	ZNF573	0	genuine	0.2850	0.0000	0	0	0.8333	0.9822	1.6094	0.0000	0.0000	0.0000	0.0000	0.2500	1.2879	NA	NA	0
ZNF566	ZNF582	0	truthbar	0.3711	0.0000	0	0	1.0000	0.9644	1.6094	0.0000	0.0000	0.0000	0.0000	0.1138	2.1421	NA	NA	0
ZNF566	ZNF665	0	genuine	0.2543	0.0000	0	0	0.8000	0.8929	1.3863	0.0000	0.0000	0.0000	0.0000	0.3571	0.9694	NA	NA	0
ZNF566	ZNF780A	0	genuine	0.1797	0.0000	0	0	1.0000	0.9594	1.6094	0.0000	0.0000	0.0000	0.0000	0.3214	1.0647	NA	NA	0
ZNF566	ZNF790	0	truthbar	0.3379	0.0000	0	0	1.0000	0.9636	1.6094	0.0000	0.0000	0.0000	0.0000	0.7857	0.2318	NA	NA	0
ZNF567	ZNF569	0	truthbar	0.3508	0.0000	0	0	1.0000	0.9368	1.7918	0.0000	0.0000	0.0000	0.0000	0.2809	1.2417	NA	NA	0
ZNF567	ZNF585A	0	truthbar	0.2275	0.0000	0	0	0.8333	0.9813	1.6094	0.0000	0.0000	0.0000	0.0000	0.4382	0.8109	NA	NA	0
ZNF567	ZNF585B	0	truthbar	0.3970	0.0000	0	0	0.6667	0.9709	1.3863	0.0000	0.0000	0.0000	0.0000	0.3146	1.1325	NA	NA	0
ZNF567	ZNF605	0	truthbar	0.1415	0.0000	0	0	0.8333	0.9258	1.6094	0.0000	0.0000	0.0000	0.0000	0.0562	2.7081	NA	NA	0
ZNF567	ZNF613	0	truthbar	0.1444	0.0000	0	0	1.0000	0.9470	1.7918	0.0000	0.0000	0.0000	0.0000	0.5843	0.5295	NA	NA	0
ZNF567	ZNF614	0	truthbar	0.1441	0.0000	0	0	0.8333	0.9666	1.6094	0.0000	0.0000	0.0000	0.0000	0.8165	0.2007	NA	NA	0
ZNF567	ZNF717	0	truthbar	0.3707	0.0000	0	0	0.8333	0.9279	1.6094	0.0000	0.0000	0.0000	0.0000	0.0674	2.5539	NA	NA	0
ZNF567	ZNF782	0	truthbar	0.3655	0.0000	0	0	0.6667	0.9895	1.3863	0.0000	0.0000	0.0000	0.0000	0.0449	2.8904	NA	NA	0
ZNF567	ZNF81	0	truthbar	0.1489	0.0000	0	0	0.8333	0.9928	1.6094	0.0000	0.0000	0.0000	0.0000	0.1124	2.1019	NA	NA	0
ZNF567	ZNF84	0	truthbar	0.3338	0.0000	0	0	0.8333	0.9482	1.6094	0.0000	0.0000	0.0000	0.0000	0.3904	0.9339	NA	NA	0
ZNF568	ZNF569	0	truthbar	0.2749	0.2259	0	0	0.8571	0.9892	1.7918	0.8417	1.0000	0.2384	0.0462	0.3205	1.1114	NA	NA	0
ZNF568	ZNF585A	0	truthbar	0.2355	0.0000	0	0	0.7143	0.8398	1.6094	0.0000	0.0000	0.0000	0.0000	0.5000	0.6806	NA	NA	0
ZNF568	ZNF585B	0	truthbar	0.2601	0.0000	0	0	0.5714	0.8276	1.3863	0.0000	0.0000	0.0000	0.0000	0.3590	1.0022	NA	NA	0
ZNF568	ZNF605	0	truthbar	0.1461	0.0000	0	0	0.7143	0.9906	1.6094	0.0000	0.0000	0.0000	0.0000	0.0641	2.5777	NA	NA	0
ZNF568	ZNF624	0	truthbar	0.2259	0.0000	0	0	0.8571	0.9934	1.7918	0.0000	0.0000	0.0000	0.0000	0.5954	0.5134	NA	NA	0
ZNF568	ZNF674	0	truthbar	0.2126	0.0000	0	0	1.0000	0.9314	1.9459	0.0000	0.0000	0.0000	0.0000	0.0385	2.9832	NA	NA	0
ZNF568	ZNF717	0	truthbar	0.1603	0.0000	0	0	0.7143	0.7304	1.6094	0.0000	0.0000	0.0000	0.0000	0.0769	2.4235	NA	NA	0
ZNF568	ZNF782	0	truthbar	0.3089	0.0000	0	0	0.5714	0.9449	1.3863	0.0000	0.0000	0.0000	0.0000	0.0513	2.7600	NA	NA	0
ZNF568	ZNF84	0	truthbar	0.2613	0.0000	0	0	0.7143	0.9917	1.6094	0.0000	0.0000	0.0000	0.0000	0.3421	1.0643	NA	NA	0
ZNF568	ZNF883	0	truthbar	0.2596	0.0000	0	0	0.5714	0.8794	1.3863	0.0000	0.0000	0.0000	0.0000	0.9231	0.0790	NA	NA	0
ZNF569	ZNF585A	0	truthbar	0.1369	0.0000	0	0	0.8333	0.8634	1.6094	0.0000	0.0000	0.0000	0.0000	0.6410	0.4308	NA	NA	0
ZNF569	ZNF585B	0	truthbar	0.2737	0.0000	0	0	0.6667	0.8477	1.3863	0.0000	0.0000	0.0000	0.0000	0.8929	0.1092	NA	NA	0
ZNF569	ZNF605	0	truthbar	0.2784	0.0000	0	0	0.8333	0.9963	1.6094	0.0000	0.0000	0.0000	0.0000	0.2000	1.4663	NA	NA	0
ZNF569	ZNF624	0	truthbar	0.2273	0.0000	0	0	1.0000	0.9859	1.7918	0.0000	0.0000	0.0000	0.0000	0.1908	1.6247	NA	NA	0
ZNF569	ZNF674	0	truthbar	0.2178	0.0000	0	0	0.8571	0.9297	1.7918	0.0000	0.0000	0.0000	0.0000	0.1200	1.8718	NA	NA	0
ZNF569	ZNF717	0	truthbar	0.2336	0.0000	0	0	0.8333	0.7531	1.6094	0.0000	0.0000	0.0000	0.0000	0.2400	1.3122	NA	NA	0
ZNF569	ZNF84	0	truthbar	0.1808	0.0000	0	0	0.8333	0.9984	1.6094	0.0000	0.0000	0.0000	0.0000	0.1096	2.1756	NA	NA	0
ZNF569	ZNF883	0	truthbar	0.2632	0.0000	0	0	0.6667	0.8924	1.3863	0.0000	0.0000	0.0000	0.0000	0.3472	1.0324	NA	NA	0
ZNF57	ZNF627	0	truthbar	0.1675	0.0000	4	0	1.0000	0.9979	1.3863	0.0000	0.0000	0.0000	0.0000	0.2103	1.5454	NA	NA	0
ZNF57	ZNF77	0	truthbar	0.2740	0.0000	4	0	1.0000	0.9022	1.3863	0.0000	0.0000	0.0000	0.0000	0.4386	0.8023	NA	NA	0
ZNF57	ZNF791	0	truthbar	0.1834	0.0000	4	0	1.0000	0.9833	1.3863	0.0000	0.0000	0.0000	0.0000	0.7703	0.2570	NA	NA	0
ZNF571	ZNF573	0	truthbar	0.1368	0.0000	0	0	0.6667	0.9715	1.3863	0.0000	0.0000	0.0000	0.0000	0.1944	1.5315	NA	NA	0
ZNF571	ZNF582	0	truthbar	0.3653	0.0000	0	0	0.8000	0.9835	1.3863	0.0000	0.0000	0.0000	0.0000	0.1463	1.8985	NA	NA	0
ZNF571	ZNF583	0	truthbar	0.2236	0.0000	0	0	0.8000	0.9557	1.3863	0.0000	0.0000	0.0000	0.0000	0.4000	0.8999	NA	NA	0
ZNF571	ZNF607	0	truthbar	0.2179	0.0000	0	0	0.8000	0.9253	1.3863	0.0000	0.0000	0.0000	0.0000	0.4444	0.7777	NA	NA	0
ZNF571	ZNF665	0	truthbar	0.2666	0.0000	0	0	1.0000	0.8713	1.3863	0.0000	0.0000	0.0000	0.0000	0.2778	1.2130	NA	NA	0
ZNF571	ZNF684	0	truthbar	0.1656	0.0000	0	0	0.8000	0.9786	1.3863	0.0000	0.0000	0.0000	0.0000	0.9730	0.0267	NA	NA	0
ZNF571	ZNF780B	0	truthbar	0.1538	0.0000	0	0	0.8000	0.9921	1.3863	0.0000	0.0000	0.0000	0.0000	0.0833	2.2246	NA	NA	0
ZNF571	ZNF790	0	truthbar	0.2891	0.0000	0	0	0.8000	0.9874	1.3863	0.0000	0.0000	0.0000	0.0000	0.6111	0.4754	NA	NA	0
ZNF571	ZNF829	0	truthbar	0.3395	0.0000	0	0	0.6667	0.9969	1.3863	0.0000	0.0000	0.0000	0.0000	0.2778	1.2130	NA	NA	0
ZNF572	ZNF774	0	truthbar	0.1587	0.0000	1	0	0.7500	0.9623	1.0986	0.0000	0.0000	0.0000	0.0000	0.0297	3.2387	NA	NA	0
ZNF573	ZNF582	0	truthbar	0.1842	0.0000	0	0	0.8333	0.9635	1.6094	0.0000	0.0000	0.0000	0.0000	0.0285	3.4299	NA	NA	0
ZNF573	ZNF583	0	truthbar	0.3747	0.0000	0	0	0.8333	0.9867	1.6094	0.0000	0.0000	0.0000	0.0000	0.0778	2.4314	NA	NA	0
ZNF573	ZNF607	0	truthbar	0.1396	0.0000	0	0	0.8333	0.9690	1.6094	0.0000	0.0000	0.0000	0.0000	0.4375	0.7538	NA	NA	0
ZNF573	ZNF665	0	truthbar	0.2822	0.0000	0	0	0.6667	0.9462	1.3863	0.0000	0.0000	0.0000	0.0000	0.7000	0.3185	NA	NA	0
ZNF573	ZNF684	0	truthbar	0.1332	0.0000	0	0	0.8333	0.9902	1.6094	0.0000	0.0000	0.0000	0.0000	0.1892	1.5581	NA	NA	0
ZNF573	ZNF780A	0	truthbar	0.1663	0.0000	0	0	0.8333	0.9724	1.6094	0.0000	0.0000	0.0000	0.0000	0.7778	0.2231	NA	NA	0
ZNF573	ZNF790	0	truthbar	0.3359	0.0000	0	0	0.8333	0.9431	1.6094	0.0000	0.0000	0.0000	0.0000	0.3182	1.0561	NA	NA	0
ZNF573	ZNF829	0	truthbar	0.2018	0.0000	0	0	1.0000	0.9579	1.7918	0.0000	0.0000	0.0000	0.0000	0.7000	0.3185	NA	NA	0
ZNF578	ZNF600	0	truthbar	0.2183	0.6005	4	0	0.6667	0.8929	1.3863	0.7185	0.6525	0.9202	0.2953	0.1682	1.7377	NA	NA	0
ZNF578	ZNF611	0	truthbar	0.2175	0.7224	4	0	0.6667	0.9395	1.3863	0.7225	0.7686	0.9399	0.2653	0.7826	0.2336	NA	NA	0
ZNF578	ZNF682	0	truthbar	0.1885	0.0000	4	0	0.6667	0.8779	1.3863	0.0000	0.0000	0.0000	0.0000	0.6923	0.3514	NA	NA	0
ZNF578	ZNF701	0	truthbar	0.2187	0.3859	4	0	0.6667	0.9830	1.3863	0.6917	0.6248	0.6176	0.3212	0.4000	0.8842	NA	NA	0
ZNF578	ZNF761	0	truthbar	0.1632	0.6833	4	0	0.8333	0.9920	1.6094	0.6499	1.0000	0.6833	0.0775	0.1440	1.8918	NA	NA	0
ZNF578	ZNF808	0	truthbar	0.3782	0.7850	4	0	0.8333	0.9243	1.6094	0.6998	1.0000	0.7850	0.0902	0.4500	0.7691	NA	NA	0
ZNF578	ZNF813	0	truthbar	0.3362	0.5741	4	0	0.6667	0.9930	1.3863	0.7030	1.0000	0.5741	0.0833	0.2400	1.3863	NA	NA	0
ZNF578	ZNF83	0	truthbar	0.3601	0.0000	4	0	0.6667	0.9883	1.3863	0.0000	0.0000	0.0000	0.0000	0.1169	2.0990	NA	NA	0
ZNF578	ZNF888	0	truthbar	0.1876	0.5064	4	0	0.6667	0.9912	1.3863	0.7651	1.0000	0.5064	0.0911	0.7826	0.2336	NA	NA	0
ZNF582	ZNF583	0	truthbar	0.2605	0.0000	0	0	1.0000	0.9250	1.6094	0.0000	0.0000	0.0000	0.0000	0.3659	0.9985	NA	NA	0
ZNF582	ZNF780A	0	truthbar	0.2653	0.0000	0	0	1.0000	0.8883	1.6094	0.0000	0.0000	0.0000	0.0000	0.0366	3.2068	NA	NA	0
ZNF582	ZNF780B	0	truthbar	0.1548	0.0000	0	0	1.0000	0.9726	1.6094	0.0000	0.0000	0.0000	0.0000	0.0122	4.1231	NA	NA	0
ZNF582	ZNF790	0	truthbar	0.2543	0.0000	0	0	1.0000	0.9934	1.6094	0.0000	0.0000	0.0000	0.0000	0.0894	2.3739	NA	NA	0
ZNF582	ZNF829	0	truthbar	0.2470	0.0000	0	0	0.8333	0.9724	1.6094	0.0000	0.0000	0.0000	0.0000	0.0407	3.1115	NA	NA	0
ZNF583	ZNF607	0	truthbar	0.2077	0.0000	0	0	1.0000	0.9863	1.6094	0.0000	0.0000	0.0000	0.0000	0.1778	1.6776	NA	NA	0
ZNF583	ZNF665	0	truthbar	0.1731	0.0000	0	0	0.8000	0.9484	1.3863	0.0000	0.0000	0.0000	0.0000	0.1111	2.1130	NA	NA	0
ZNF583	ZNF780B	0	truthbar	0.1791	0.0000	0	0	1.0000	0.9723	1.6094	0.0000	0.0000	0.0000	0.0000	0.0333	3.1246	NA	NA	0
ZNF583	ZNF829	0	truthbar	0.1756	0.0000	0	0	0.8333	0.9423	1.6094	0.0000	0.0000	0.0000	0.0000	0.1111	2.1130	NA	NA	0
ZNF583	ZNF891	0	truthbar	0.1560	0.0000	0	0	0.4000	0.7548	0.6931	0.0000	0.0000	0.0000	0.0000	0.1111	2.1130	NA	NA	0
ZNF585A	ZNF585B	1	TP	0.8219	1.0048	0	0	0.8000	0.9979	1.3863	0.9238	1.0000	1.0048	0.1678	0.7179	0.3216	NA	NA	0
ZNF585A	ZNF605	0	truthbar	0.3490	0.0000	0	0	1.0000	0.8567	1.6094	0.0000	0.0000	0.0000	0.0000	0.1282	1.8971	NA	NA	0
ZNF585A	ZNF606	0	truthbar	0.2105	0.0000	0	0	0.7143	0.9057	1.6094	0.0000	0.0000	0.0000	0.0000	0.1483	1.8871	NA	NA	0
ZNF585A	ZNF613	0	truthbar	0.1695	0.0000	0	0	0.8333	0.8687	1.6094	0.0000	0.0000	0.0000	0.0000	0.7500	0.2814	NA	NA	0
ZNF585A	ZNF614	0	truthbar	0.1408	0.0000	0	0	1.0000	0.9526	1.6094	0.0000	0.0000	0.0000	0.0000	0.3578	1.0116	NA	NA	0
ZNF585A	ZNF615	0	truthbar	0.2458	0.0000	0	0	0.8333	0.9641	1.6094	0.0000	0.0000	0.0000	0.0000	0.2821	1.2040	NA	NA	0
ZNF585A	ZNF624	0	truthbar	0.3400	0.0000	0	0	0.8333	0.8940	1.6094	0.0000	0.0000	0.0000	0.0000	0.2977	1.1939	NA	NA	0
ZNF585A	ZNF649	0	truthbar	0.1823	0.0000	0	0	1.0000	0.8099	1.6094	0.0000	0.0000	0.0000	0.0000	0.3861	0.9361	NA	NA	0
ZNF585A	ZNF674	0	truthbar	0.1512	0.0000	0	0	0.7143	0.9619	1.6094	0.0000	0.0000	0.0000	0.0000	0.0769	2.3026	NA	NA	0
ZNF585A	ZNF717	0	truthbar	0.2085	0.0000	0	0	1.0000	0.9814	1.6094	0.0000	0.0000	0.0000	0.0000	0.1538	1.7430	NA	NA	0
ZNF585A	ZNF81	0	truthbar	0.2537	0.0000	0	0	1.0000	0.9830	1.6094	0.0000	0.0000	0.0000	0.0000	0.2564	1.2910	NA	NA	0
ZNF585A	ZNF84	0	truthbar	0.1460	0.0000	0	0	1.0000	0.8813	1.6094	0.0000	0.0000	0.0000	0.0000	0.1711	1.7448	NA	NA	0
ZNF585A	ZNF883	0	genuine	0.2038	0.0000	0	0	0.8000	0.9908	1.3863	0.0000	0.0000	0.0000	0.0000	0.5417	0.6016	NA	NA	0
ZNF585B	ZNF605	0	truthbar	0.4396	0.0000	0	0	0.8000	0.8459	1.3863	0.0000	0.0000	0.0000	0.0000	0.1786	1.5755	NA	NA	0
ZNF585B	ZNF606	0	truthbar	0.4484	0.0000	0	0	0.5714	0.9084	1.3863	0.0000	0.0000	0.0000	0.0000	0.1065	2.2087	NA	NA	0
ZNF585B	ZNF613	0	truthbar	0.2016	0.0000	0	0	0.6667	0.8459	1.3863	0.0000	0.0000	0.0000	0.0000	0.5385	0.6030	NA	NA	0
ZNF585B	ZNF615	0	truthbar	0.1798	0.0000	0	0	0.6667	0.9602	1.3863	0.0000	0.0000	0.0000	0.0000	0.3929	0.8824	NA	NA	0
ZNF585B	ZNF624	0	truthbar	0.3606	0.0000	0	0	0.6667	0.8841	1.3863	0.0000	0.0000	0.0000	0.0000	0.2137	1.5155	NA	NA	0
ZNF585B	ZNF649	0	genuine	0.1359	0.0000	0	0	0.8000	0.7896	1.3863	0.0000	0.0000	0.0000	0.0000	0.2772	1.2577	NA	NA	0
