gene_a	gene_b	in_rna	in_dna_loose	in_dna_whole	n_tied	expr_a	expr_b	cross_map	chrom_a	chrom_b	same_chrom	dist_bp	id	cov_a	cov_b
LOC129532418	LOC134758003	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	36388	1.0000	0.692	1.000
LOC129532418	LOC134758004	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	33080	1.0000	0.733	1.000
LOC129532418	LOC134758005	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	29772	1.0000	0.733	1.000
LOC129532418	LOC134758006	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	26464	1.0000	0.733	1.000
LOC129532418	LOC134758007	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	23156	1.0000	0.733	1.000
LOC129532418	LOC134758008	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	19848	1.0000	0.733	1.000
LOC129532418	LOC134758245	0	1	0	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9433	0.000	0.987
LOC129532418	LOC134758385	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9744	0.726	0.979
LOC129532419	LOC129532420	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	3308	1.0000	1.000	0.944
LOC129532419	LOC129532421	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	19848	1.0000	1.000	1.000
LOC129532419	LOC129532423	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	16540	1.0000	1.000	1.000
LOC129532419	LOC129532425	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	9924	1.0000	1.000	1.000
LOC129532419	LOC129532809	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532419	LOC129532810	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532419	LOC129532811	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532419	LOC129532813	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532419	LOC129532815	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532419	LOC129532817	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532419	LOC129532818	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532419	LOC129532820	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9748	1.000	0.978
LOC129532419	LOC129532826	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.836
LOC129532419	LOC129532828	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532419	LOC129532829	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9732	1.000	0.978
LOC129532419	LOC129532831	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9724	1.000	0.934
LOC129532419	LOC134757997	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	13232	1.0000	1.000	1.000
LOC129532419	LOC134757998	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	26464	1.0000	1.000	1.000
LOC129532419	LOC134757999	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	29772	1.0000	1.000	1.000
LOC129532419	LOC134758000	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	36388	1.0000	1.000	1.000
LOC129532419	LOC134758001	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	39696	1.0000	1.000	1.000
LOC129532419	LOC134758002	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	43004	1.0000	1.000	1.000
LOC129532419	LOC134758003	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	46312	1.0000	1.000	1.000
LOC129532419	LOC134758004	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	49620	1.0000	1.000	0.944
LOC129532419	LOC134758005	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	52928	1.0000	1.000	0.944
LOC129532419	LOC134758006	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	56236	1.0000	1.000	0.944
LOC129532419	LOC134758007	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	59544	1.0000	1.000	0.944
LOC129532419	LOC134758008	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	62852	1.0000	1.000	0.944
LOC129532419	LOC134758245	0	1	0	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9433	0.000	0.987
LOC129532419	LOC134758385	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532420	LOC129532421	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	16540	1.0000	0.944	1.000
LOC129532420	LOC129532423	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	13232	1.0000	0.944	1.000
LOC129532420	LOC129532425	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	6616	1.0000	0.944	1.000
LOC129532420	LOC129532809	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9744	0.990	0.979
LOC129532420	LOC129532810	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9744	0.990	0.979
LOC129532420	LOC129532811	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9744	0.990	0.979
LOC129532420	LOC129532813	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9744	0.990	0.979
LOC129532420	LOC129532815	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9744	0.990	0.979
LOC129532420	LOC129532817	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9744	0.990	0.979
LOC129532420	LOC129532818	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9744	0.990	0.979
LOC129532420	LOC129532820	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9748	0.944	0.978
LOC129532420	LOC129532826	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9744	0.990	0.876
LOC129532420	LOC129532828	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9744	0.990	0.979
LOC129532420	LOC129532829	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9732	0.944	0.978
LOC129532420	LOC129532831	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9714	0.990	0.979
LOC129532420	LOC134757997	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	9924	1.0000	0.944	1.000
LOC129532420	LOC134757998	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	23156	1.0000	0.944	1.000
LOC129532420	LOC134757999	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	26464	1.0000	0.944	1.000
LOC129532420	LOC134758000	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	33080	1.0000	0.944	1.000
LOC129532420	LOC134758001	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	36388	1.0000	0.944	1.000
LOC129532420	LOC134758002	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	39696	1.0000	0.944	1.000
LOC129532420	LOC134758003	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	43004	1.0000	0.944	1.000
LOC129532420	LOC134758004	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	46312	1.0000	1.000	1.000
LOC129532420	LOC134758005	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	49620	1.0000	1.000	1.000
LOC129532420	LOC134758006	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	52928	1.0000	1.000	1.000
LOC129532420	LOC134758007	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	56236	1.0000	1.000	1.000
LOC129532420	LOC134758008	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	59544	1.0000	1.000	1.000
LOC129532420	LOC134758245	0	1	0	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9433	0.000	0.987
LOC129532420	LOC134758385	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9744	0.990	0.979
LOC129532421	LOC129532423	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	3308	1.0000	1.000	1.000
LOC129532421	LOC129532425	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	9924	1.0000	1.000	1.000
LOC129532421	LOC129532809	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532421	LOC129532810	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532421	LOC129532811	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532421	LOC129532813	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532421	LOC129532815	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532421	LOC129532817	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532421	LOC129532818	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532421	LOC129532820	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9748	1.000	0.978
LOC129532421	LOC129532826	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.836
LOC129532421	LOC129532828	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532421	LOC129532829	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9732	1.000	0.978
LOC129532421	LOC129532831	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9724	1.000	0.934
LOC129532421	LOC134757997	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	6616	1.0000	1.000	1.000
LOC129532421	LOC134757998	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	6616	1.0000	1.000	1.000
LOC129532421	LOC134757999	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	9924	1.0000	1.000	1.000
LOC129532421	LOC134758000	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	16540	1.0000	1.000	1.000
LOC129532421	LOC134758001	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	19848	1.0000	1.000	1.000
LOC129532421	LOC134758002	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	23156	1.0000	1.000	1.000
LOC129532421	LOC134758003	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	26464	1.0000	1.000	1.000
LOC129532421	LOC134758004	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	29772	1.0000	1.000	0.944
LOC129532421	LOC134758005	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	33080	1.0000	1.000	0.944
LOC129532421	LOC134758006	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	36388	1.0000	1.000	0.944
LOC129532421	LOC134758007	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	39696	1.0000	1.000	0.944
LOC129532421	LOC134758008	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	43004	1.0000	1.000	0.944
LOC129532421	LOC134758245	0	1	0	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9433	0.000	0.987
LOC129532421	LOC134758385	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532423	LOC129532425	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	6616	1.0000	1.000	1.000
LOC129532423	LOC129532809	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532423	LOC129532810	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532423	LOC129532811	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532423	LOC129532813	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532423	LOC129532815	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532423	LOC129532817	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532423	LOC129532818	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532423	LOC129532820	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9748	1.000	0.978
LOC129532423	LOC129532826	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.836
LOC129532423	LOC129532828	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532423	LOC129532829	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9732	1.000	0.978
LOC129532423	LOC129532831	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9724	1.000	0.934
LOC129532423	LOC134757997	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	3308	1.0000	1.000	1.000
LOC129532423	LOC134757998	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	9924	1.0000	1.000	1.000
LOC129532423	LOC134757999	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	13232	1.0000	1.000	1.000
LOC129532423	LOC134758000	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	19848	1.0000	1.000	1.000
LOC129532423	LOC134758001	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	23156	1.0000	1.000	1.000
LOC129532423	LOC134758002	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	26464	1.0000	1.000	1.000
LOC129532423	LOC134758003	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	29772	1.0000	1.000	1.000
LOC129532423	LOC134758004	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	33080	1.0000	1.000	0.944
LOC129532423	LOC134758005	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	36388	1.0000	1.000	0.944
LOC129532423	LOC134758006	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	39696	1.0000	1.000	0.944
LOC129532423	LOC134758007	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	43004	1.0000	1.000	0.944
LOC129532423	LOC134758008	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	46312	1.0000	1.000	0.944
LOC129532423	LOC134758245	0	1	0	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9433	0.000	0.987
LOC129532423	LOC134758385	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532425	LOC129532809	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532425	LOC129532810	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532425	LOC129532811	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532425	LOC129532813	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532425	LOC129532815	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532425	LOC129532817	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532425	LOC129532818	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532425	LOC129532820	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9748	1.000	0.978
LOC129532425	LOC129532826	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.836
LOC129532425	LOC129532828	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532425	LOC129532829	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9732	1.000	0.978
LOC129532425	LOC129532831	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9724	1.000	0.934
LOC129532425	LOC134757997	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	3308	1.0000	1.000	1.000
LOC129532425	LOC134757998	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	16540	1.0000	1.000	1.000
LOC129532425	LOC134757999	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	19848	1.0000	1.000	1.000
LOC129532425	LOC134758000	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	26464	1.0000	1.000	1.000
LOC129532425	LOC134758001	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	29772	1.0000	1.000	1.000
LOC129532425	LOC134758002	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	33080	1.0000	1.000	1.000
LOC129532425	LOC134758003	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	36388	1.0000	1.000	1.000
LOC129532425	LOC134758004	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	39696	1.0000	1.000	0.944
LOC129532425	LOC134758005	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	43004	1.0000	1.000	0.944
LOC129532425	LOC134758006	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	46312	1.0000	1.000	0.944
LOC129532425	LOC134758007	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	49620	1.0000	1.000	0.944
LOC129532425	LOC134758008	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	52928	1.0000	1.000	0.944
LOC129532425	LOC134758245	0	1	0	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9433	0.000	0.987
LOC129532425	LOC134758385	0	1	1	0	0	0	0	NC_086017.1	NC_073227.2	0	-1	0.9756	1.000	0.934
LOC129532449	RPS18	0	1	1	0	0	1	1	NC_086017.1	NC_073229.2	0	-1	0.9738	0.993	0.841
LOC129532506	LOC134759083	0	1	0	0	0	0	0	NC_086017.1	NC_073224.2	0	-1	0.9300	0.339	0.000
LOC129532578	RAD54L2	0	1	0	0	1	1	0	NC_086017.1	NC_086017.1	1	128969	1.0000	0.744	0.376
LOC129532613	PSMA5	0	1	0	0	0	1	1	NC_073224.2	NC_073224.2	1	1379340	0.9874	0.685	0.000
LOC129532618	LOC129532624	0	1	1	0	0	0	0	NC_086017.1	NC_073230.2	0	-1	0.9087	0.996	0.615
LOC129532618	LOC129532902	0	1	0	0	0	1	0	NC_086017.1	NC_073227.2	0	-1	0.9690	0.000	0.632
LOC129532618	LOC129534177	0	1	0	0	0	0	0	NC_086017.1	NC_073229.2	0	-1	0.9871	0.000	1.000
LOC129532618	LOC134756491	0	1	0	0	0	0	0	NC_086017.1	NC_073233.2	0	-1	0.9851	0.000	0.987
LOC129532618	LOC134756492	0	1	0	0	0	0	0	NC_086017.1	NC_073233.2	0	-1	0.9860	0.000	1.000
LOC129532618	LOC134756493	0	1	0	0	0	0	0	NC_086017.1	NC_073233.2	0	-1	0.9860	0.000	1.000
LOC129532618	LOC134756494	0	1	0	0	0	1	0	NC_086017.1	NC_073233.2	0	-1	0.9860	0.000	1.000
LOC129532618	LOC134756495	0	1	0	0	0	0	0	NC_086017.1	NC_073233.2	0	-1	0.9840	0.000	1.000
LOC129532618	LOC134756496	0	1	0	0	0	0	0	NC_086017.1	NC_073233.2	0	-1	0.9851	0.000	0.987
LOC129532618	LOC134756818	0	1	0	0	0	0	0	NC_086017.1	NC_073236.2	0	-1	0.9838	0.000	0.953
LOC129532618	LOC134756820	0	1	0	0	0	0	0	NC_086017.1	NC_073236.2	0	-1	0.9846	0.000	0.953
LOC129532618	LOC134756823	0	1	0	0	0	0	0	NC_086017.1	NC_073236.2	0	-1	0.9838	0.000	0.953
LOC129532618	LOC134756824	0	1	0	0	0	0	0	NC_086017.1	NC_073236.2	0	-1	0.9831	0.000	0.953
LOC129532618	LOC134757165	0	1	0	0	0	1	0	NC_086017.1	NC_073239.2	0	-1	0.9904	0.000	0.537
LOC129532618	LOC134757166	0	1	0	0	0	1	0	NC_086017.1	NC_073239.2	0	-1	0.9904	0.000	0.918
LOC129532618	LOC134757241	0	1	1	0	0	1	0	NC_086017.1	NC_073240.2	0	-1	0.9012	0.996	0.804
LOC129532618	LOC134757292	0	1	0	0	0	0	0	NC_086017.1	NC_073240.2	0	-1	0.9688	0.000	0.637
LOC129532618	LOC134757297	0	1	0	0	0	0	0	NC_086017.1	NC_073240.2	0	-1	0.9927	0.000	0.518
LOC129532618	LOC134757298	0	1	0	0	0	0	0	NC_086017.1	NC_073240.2	0	-1	0.9687	0.000	0.746
LOC129532618	LOC134757481	0	1	1	0	0	1	0	NC_086017.1	NC_073242.2	0	-1	0.9344	0.996	0.637
LOC129532618	LOC134757482	0	1	1	0	0	1	0	NC_086017.1	NC_073242.2	0	-1	0.9459	1.000	1.000
LOC129532618	LOC134757483	0	1	1	0	0	1	0	NC_086017.1	NC_073242.2	0	-1	0.9342	1.000	0.583
LOC129532618	LOC134757484	0	1	1	0	0	1	0	NC_086017.1	NC_073242.2	0	-1	0.9351	0.997	0.702
LOC129532618	LOC134757485	0	1	1	0	0	1	0	NC_086017.1	NC_073242.2	0	-1	0.9481	0.996	0.558
LOC129532618	LOC134757645	0	1	1	0	0	1	0	NC_086017.1	NC_073243.2	0	-1	0.9155	0.893	0.649
LOC129532618	LOC134758127	0	1	0	0	0	1	0	NC_086017.1	NC_086017.1	1	3168181	0.9926	0.000	0.762
LOC129532618	LOC134758128	0	1	0	0	0	0	0	NC_086017.1	NC_086017.1	1	3198917	0.9929	0.000	0.739
LOC129532618	LOC134758129	0	1	0	0	0	0	0	NC_086017.1	NC_086017.1	1	3238126	0.9875	0.000	0.354
LOC129532618	LOC134758131	0	1	0	0	0	0	0	NC_086017.1	NC_086017.1	1	3241541	0.9875	0.000	0.994
LOC129532618	LOC134758136	0	1	0	0	0	0	0	NC_086017.1	NC_086017.1	1	968933	0.9973	0.000	0.523
LOC129532618	LOC134758140	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	283831	0.9786	1.000	1.000
LOC129532618	LOC134758145	0	1	0	0	0	0	0	NC_086017.1	NC_086017.1	1	1316148	0.9846	0.000	0.415
LOC129532618	LOC134758286	0	1	0	0	0	1	0	NC_086017.1	NC_073227.2	0	-1	0.9867	0.000	0.334
LOC129532618	LOC134759261	0	1	0	0	0	0	0	NC_086017.1	NC_073232.2	0	-1	0.9688	0.459	0.650
LOC129532618	LOC134759263	0	1	0	0	0	0	0	NC_086017.1	NC_073232.2	0	-1	0.9693	0.459	0.568
LOC129532618	LOC134759265	0	1	0	0	0	0	0	NC_086017.1	NC_073232.2	0	-1	0.9688	0.459	0.623
LOC129532618	LOC134759267	0	1	0	0	0	0	0	NC_086017.1	NC_073232.2	0	-1	0.9658	0.483	0.683
LOC129532618	LOC134759268	0	1	0	0	0	1	0	NC_086017.1	NC_073232.2	0	-1	0.9722	0.447	0.544
LOC129532621	LOC129534176	0	1	1	0	0	0	0	NC_086017.1	NC_073229.2	0	-1	0.9901	0.538	0.693
LOC129532621	LOC129534177	0	1	0	0	0	0	0	NC_086017.1	NC_073229.2	0	-1	0.9895	0.000	0.388
LOC129532621	LOC129534279	0	1	1	0	0	0	0	NC_086017.1	NC_073229.2	0	-1	0.9901	0.538	0.693
LOC129532621	LOC129534554	0	1	0	0	0	0	0	NC_086017.1	NC_073229.2	0	-1	0.9962	0.000	0.393
LOC129532621	LOC134756731	0	1	0	0	0	0	0	NC_086017.1	NC_073236.2	0	-1	0.9880	0.441	0.977
LOC129532621	LOC134756818	0	1	0	0	0	0	0	NC_086017.1	NC_073236.2	0	-1	0.9833	0.000	0.418
LOC129532621	LOC134756820	0	1	0	0	0	0	0	NC_086017.1	NC_073236.2	0	-1	0.9833	0.000	0.419
LOC129532621	LOC134756821	0	1	1	0	0	1	0	NC_086017.1	NC_073236.2	0	-1	0.9864	0.682	0.668
LOC129532621	LOC134756822	0	1	1	0	0	0	0	NC_086017.1	NC_073236.2	0	-1	0.9884	0.572	0.902
LOC129532621	LOC134756823	0	1	0	0	0	0	0	NC_086017.1	NC_073236.2	0	-1	0.9833	0.000	0.418
LOC129532621	LOC134756824	0	1	0	0	0	0	0	NC_086017.1	NC_073236.2	0	-1	0.9833	0.000	0.416
LOC129532621	LOC134757240	0	1	0	0	0	1	0	NC_086017.1	NC_073240.2	0	-1	0.9821	0.443	0.000
LOC129532621	LOC134757241	0	1	0	0	0	1	0	NC_086017.1	NC_073240.2	0	-1	0.9811	0.443	0.000
LOC129532621	LOC134757292	0	1	0	0	0	0	0	NC_086017.1	NC_073240.2	0	-1	0.9866	0.462	0.385
LOC129532621	LOC134757360	0	1	0	0	0	0	0	NC_086017.1	NC_073240.2	0	-1	0.9859	0.438	0.000
LOC129532621	LOC134757481	0	1	0	0	0	1	0	NC_086017.1	NC_073242.2	0	-1	0.9677	0.315	0.000
LOC129532621	LOC134757485	0	1	0	0	0	1	0	NC_086017.1	NC_073242.2	0	-1	0.9781	0.443	0.000
LOC129532621	LOC134757745	0	1	0	0	0	0	0	NC_086017.1	NC_073244.2	0	-1	0.9910	0.444	0.836
LOC129532621	LOC134757746	0	1	0	0	0	0	0	NC_086017.1	NC_073244.2	0	-1	0.9922	0.340	0.721
LOC129532621	LOC134758029	0	1	0	0	0	0	0	NC_086017.1	NC_073224.2	0	-1	0.9846	0.315	0.000
LOC129532621	LOC134758129	0	1	0	0	0	0	0	NC_086017.1	NC_086017.1	1	2821047	0.9914	0.314	0.649
LOC129532621	LOC134758130	0	1	0	0	0	0	0	NC_086017.1	NC_086017.1	1	2909700	0.9886	0.000	0.577
LOC129532621	LOC134758131	0	1	0	0	0	0	0	NC_086017.1	NC_086017.1	1	2824462	0.9958	0.211	0.994
LOC129532621	LOC134758137	0	1	0	0	0	0	0	NC_086017.1	NC_086017.1	1	540591	0.9903	0.317	0.393
LOC129532621	LOC134758139	0	1	1	0	0	0	0	NC_086017.1	NC_086017.1	1	441724	0.9992	0.572	0.670
LOC129532621	LOC134758142	0	1	0	0	0	0	0	NC_086017.1	NC_086017.1	1	724665	1.0000	0.444	0.808
LOC129532621	LOC134758143	0	1	0	0	0	1	0	NC_086017.1	NC_086017.1	1	952680	0.9885	0.308	0.544
LOC129532621	LOC134758553	0	1	0	0	0	0	0	NC_086017.1	NC_073224.2	0	-1	0.9846	0.315	0.000
LOC129532621	LOC134759134	0	1	0	0	0	0	0	NC_086017.1	NC_073231.2	0	-1	0.9846	0.315	0.000
LOC129532621	LOC134759135	0	1	0	0	0	0	0	NC_086017.1	NC_073231.2	0	-1	0.9846	0.315	0.000
LOC129532621	LOC134759136	0	1	0	0	0	0	0	NC_086017.1	NC_073231.2	0	-1	0.9846	0.315	0.000
LOC129532624	LOC129532901	0	1	0	0	0	0	0	NC_073230.2	NC_073227.2	0	-1	0.9649	0.000	0.831
LOC129532624	LOC129532902	0	1	0	0	0	1	0	NC_073230.2	NC_073227.2	0	-1	0.9236	0.000	0.649
LOC129532624	LOC129534177	0	1	0	0	0	0	0	NC_073230.2	NC_073229.2	0	-1	0.9651	0.000	1.000
