gene_a	gene_b	dn_a	dn_b	cls	core	aln_frac	aln_len	matches_best	blocklen_best	matches_sum	len_a	len_b	recip_id_best	recip_id_sum
MTREX	PLPP1	DN_NC_073243.2_54697918_6	DN_NC_073243.2_54805899_27	genuine	0.2921	0.2921	486	486	486	486	1664	5784	0.0840	0.0840
MYH1	MYH8	DN_NC_073243.2_25668904_14	DN_NC_073243.2_25770609_26	truthbar	0.9443	0.9447	2407	2108	2407	2108	2548	4681	0.4503	0.4503
MYH11	MYH9	DN_NC_073242.2_30207983_41	DN_NC_086018.1_34278584_41	truthbar	0.4867	0.3346	2403	1948	2403	1948	7181	7548	0.2581	0.2581
NCALD	PDCD5	DN_NC_073231.2_107519754_4	DN_NC_073244.2_43610901_6	genuine	0.3723	0.3858	485	461	485	461	5059	1257	0.0911	0.0911
NCALD	SPC25	DN_NC_073231.2_107519754_4	DN_NC_073235.2_71373985_7	genuine	0.2412	0.3441	468	438	468	438	5059	1360	0.0866	0.0866
NCR3LG1	PDCD5	DN_NC_073233.2_23732821_4	DN_NC_073244.2_43610901_6	genuine	0.3755	0.3747	471	455	471	455	3570	1257	0.1275	0.1275
NCR3LG1	SPC25	DN_NC_073233.2_23732821_4	DN_NC_073235.2_71373985_7	genuine	0.2426	0.3463	471	448	471	448	3570	1360	0.1255	0.1255
NDUFA2	TMCO6	DN_NC_073228.2_144488767_12	DN_NC_073228.2_144494736_3	genuine	0.4304	0.4304	309	309	309	309	3093	718	0.0999	0.0999
NDUFB6	SMIM27	DN_NC_073237.2_30511420_2	DN_NC_073237.2_30512124_4	genuine	0.6866	0.6866	839	839	839	839	1222	1485	0.5650	0.5650
NFS1	ROMO1	DN_NC_073245.2_47878766_13	DN_NC_073245.2_47908723_3	genuine	0.2617	0.2597	260	260	260	260	3692	1001	0.0704	0.0704
NFXL1	PDCD5	DN_NC_073227.2_55859426_23	DN_NC_073244.2_43610901_6	genuine	0.2204	0.3723	468	435	468	435	4455	1257	0.0976	0.0976
NHP2	RMND5B	DN_NC_073228.2_181756447_11	DN_NC_073228.2_181772207_4	genuine	0.4336	0.4887	2112	2027	2112	2027	4363	4322	0.4646	0.4646
NKIRAS1	UBE2E1	DN_NC_086017.1_33635296_6	DN_NC_086017.1_33716761_5	TP	0.6902	0.6885	1689	1689	1689	1689	2453	5802	0.2911	0.2911
NLRP2	NLRP7	DN_NC_073244.2_66923641_8	DN_NC_073244.2_66965840_13	TP	0.3935	0.3857	1141	1046	1141	1046	2958	3728	0.2806	0.2806
NR2F1	NR2F2	DN_NC_073228.2_97705476_2	DN_NC_073240.2_97547891_3	truthbar	0.4729	0.4292	728	628	728	628	1696	2756	0.2279	0.2279
NT5C1B	RDH14	DN_NC_073236.2_121320001_9	DN_NC_073236.2_121349000_3	genuine	0.724	0.722	1075	1075	1075	1075	2505	1489	0.4291	0.4291
OSBPL10	ZNF808	DN_NC_073244.2_64500861_5	DN_NC_086017.1_41849524_2	genuine	0.2029	0.3369	1483	1020	1483	1390	4884	4402	0.2088	0.2846
OXCT1	PDCD5	DN_NC_073243.2_70014918_17	DN_NC_073244.2_43610901_6	genuine	0.2761	0.3683	463	409	463	409	4386	1257	0.0933	0.0933
OXCT1	SPC25	DN_NC_073235.2_71373985_7	DN_NC_073243.2_70014918_17	genuine	0.2301	0.3412	464	420	464	420	1360	4386	0.0958	0.0958
PCDHB15	PCDHB16	DN_NC_073228.2_145022553_2	DN_NC_073228.2_145079904_2	truthbar	0.457	0.4338	1049	991	1049	991	2418	6798	0.1458	0.1458
PCDHB15	PCDHB2	DN_NC_073228.2_144930638_2	DN_NC_073228.2_145079893_2	truthbar	0.6808	0.3906	1023	979	1023	979	3925	2619	0.2494	0.2494
PCDHB16	PCDHB2	DN_NC_073228.2_144930567_2	DN_NC_073228.2_145022553_2	truthbar	0.481	0.4239	1025	981	1025	981	3590	2418	0.2733	0.2733
PCDHB16	PCDHB5	DN_NC_073228.2_144970572_2	DN_NC_073228.2_145022553_2	truthbar	0.483	0.4504	1089	1027	1089	1027	4562	2418	0.2251	0.2251
PCDHB2	PCDHB5	DN_NC_073228.2_144930567_2	DN_NC_073228.2_144970572_2	truthbar	0.3103	0.2964	1064	1016	1064	1016	3590	4562	0.2227	0.2227
PDCD5	SELENOP	DN_NC_073243.2_69046517_5	DN_NC_073244.2_43610901_6	genuine	0.2546	0.3731	469	445	469	445	6999	1257	0.0636	0.0636
PDCD5	SEM1	DN_NC_073230.2_92132360_3	DN_NC_073244.2_43610901_6	genuine	0.2609	0.3731	469	449	469	449	1950	1257	0.2303	0.2303
PDCD5	SPATA33	DN_NC_073242.2_120248671_3	DN_NC_073244.2_43610901_6	genuine	0.3675	0.3628	456	422	456	422	4140	1257	0.1019	0.1019
PDCD5	SPC25	DN_NC_073235.2_71373985_7	DN_NC_073244.2_43610901_6	genuine	0.2625	0.3747	471	448	471	448	1360	1257	0.3294	0.3294
PDCD5	THNSL1	DN_NC_073232.2_34013134_3	DN_NC_073244.2_43610901_6	genuine	0.2872	0.362	455	437	455	437	5858	1257	0.0746	0.0746
PDCD5	TMEM38B	DN_NC_073237.2_101948554_6	DN_NC_073244.2_43610901_6	genuine	0.3787	0.3747	471	448	471	448	4500	1257	0.0996	0.0996
PDCD5	TSPAN8	DN_NC_073234.2_86426177_10	DN_NC_073244.2_43610901_6	genuine	0.2514	0.3699	465	444	465	444	3218	1257	0.1380	0.1380
PDCD5	UCHL1	DN_NC_073227.2_49278079_9	DN_NC_073244.2_43610901_6	genuine	0.3683	0.3683	463	439	463	439	3774	1257	0.1163	0.1163
PDIA3	PRKAB2	DN_NC_073224.2_114825986_4	DN_NC_073240.2_44556092_13	genuine	0.424	0.5733	1919	1867	1919	1867	3347	4775	0.3910	0.3910
PNMA6E	PNMA6F	DN_NC_073247.2_165002679_2	DN_NC_073247.2_165081266_2	truthbar	0.2383	0.9679	3380	2684	3380	2684	3751	3492	0.7155	0.7155
POM121	POM121C	DN_NC_073230.2_82390460_3	DN_NC_073230.2_84208466_3	TP	0.3818	0.6479	1590	1516	1590	1516	2454	3725	0.4070	0.4070
PP2D1	RAB5A	DN_NC_086017.1_29787177_6	DN_NC_086017.1_29831691_3	genuine	0.4931	0.4931	1246	1246	1246	1246	6471	2527	0.1926	0.1926
PTPRF	PTPRS	DN_NC_073224.2_196323176_17	DN_NC_073244.2_10996541_7	truthbar	0.4497	0.4155	959	807	959	807	4251	2308	0.1898	0.1898
PYROXD1	RECQL	DN_NC_073234.2_79789135_15	DN_NC_073234.2_79820285_12	TP	0.4514	0.4487	1847	1847	1847	1847	5077	4116	0.3638	0.3638
RABL2A	RABL2B	DN_NC_073235.2_15131698_9	DN_NC_086018.1_48818439_9	TP	0.4684	0.8962	1079	988	1079	988	2472	1204	0.3997	0.3997
RBBP4	SYNC	DN_NC_073224.2_207257149_3	DN_NC_073224.2_207270226_12	genuine	0.6067	0.6047	1788	1788	1788	1788	2957	5116	0.3495	0.3495
RFX6	RPL7A	DN_NC_073229.2_141117205_4	DN_NC_073237.2_129726988_8	genuine	0.742	0.7377	855	843	855	843	4845	1159	0.1740	0.1740
RHD	SDHD	DN_NC_073224.2_214517378_2	DN_NC_073233.2_119992784_4	genuine	0.4522	0.9108	1297	1252	1297	1252	1595	1424	0.7850	0.7850
RPGRIP1	SUPT16H	DN_NC_073239.2_35280580_26	DN_NC_073239.2_35311777_12	genuine	0.4093	0.4091	1712	1712	1712	1712	5951	4185	0.2877	0.2877
RPL10	RPL10L	DN_NC_073239.2_63601483_4	DN_NC_073247.2_166018918_6	truthbar	0.7732	0.7744	659	591	659	591	2418	851	0.2444	0.2444
RPL31	TBC1D8	DN_NC_073236.2_38854516_5	DN_NC_073236.2_38858247_18	genuine	0.7206	0.7069	1956	1956	1956	1956	2767	5222	0.3746	0.3746
RPL9	TIPIN	DN_NC_073227.2_47476685_7	DN_NC_073240.2_67167028_2	genuine	0.6059	0.6059	681	648	681	648	1124	1614	0.4015	0.4015
RPLP1	TXNL4B	DN_NC_073240.2_70293854_4	DN_NC_073242.2_101553722_4	genuine	0.1967	0.4274	515	427	515	427	1205	5000	0.0854	0.0854
SARM1	SLC46A1	DN_NC_073228.2_64684384_5	DN_NC_073228.2_64691860_6	TP	0.7251	0.7245	2588	2588	2588	2588	5443	3572	0.4755	0.4755
SELENOP	SPC25	DN_NC_073235.2_71373985_7	DN_NC_073243.2_69046517_5	genuine	0.2412	0.3471	472	448	472	448	1360	6999	0.0640	0.0640
SERF2	SERINC4	DN_NC_073240.2_44603034_3	DN_NC_073240.2_44604956_12	genuine	0.4008	0.4012	1052	1052	1052	1052	2622	2957	0.3558	0.3558
SLC22A4	SLC22A5	DN_NC_073228.2_136205303_10	DN_NC_073228.2_136280772_10	truthbar	0.3151	0.2794	853	756	853	756	3053	3546	0.2132	0.2132
SLC7A6	SLC7A6OS	DN_NC_073242.2_97493790_12	DN_NC_073242.2_97528976_5	TP	0.7972	0.7977	3375	3375	3375	3375	6301	4231	0.5356	0.5356
SP100	SP140L	DN_NC_073235.2_133031264_19	DN_NC_073235.2_133124679_15	truthbar	0.2915	0.2659	581	531	581	531	7324	2185	0.0725	0.0725
SPATA33	SPC25	DN_NC_073235.2_71373985_7	DN_NC_073242.2_120248671_3	genuine	0.2316	0.3485	474	447	474	447	1360	4140	0.1080	0.1080
SPC25	TMEM38B	DN_NC_073235.2_71373985_7	DN_NC_073237.2_101948554_6	genuine	0.2449	0.3485	474	442	474	442	1360	4500	0.0982	0.0982
SPC25	TSPAN8	DN_NC_073234.2_86426177_10	DN_NC_073235.2_71373985_7	genuine	0.2338	0.3419	465	434	465	434	3218	1360	0.1349	0.1349
SPC25	UCHL1	DN_NC_073227.2_49278079_9	DN_NC_073235.2_71373985_7	genuine	0.2426	0.3404	463	443	463	443	3774	1360	0.1174	0.1174
SPSB2	TPI1	DN_NC_073234.2_22528772_7	DN_NC_073234.2_22529951_2	genuine	0.4667	0.6151	895	767	895	767	1455	4512	0.1700	0.1700
SQLE	WASHC5	DN_NC_073231.2_130827518_11	DN_NC_073231.2_130851528_29	genuine	0.365	0.365	2180	2180	2180	2180	8555	5973	0.2548	0.2548
SRR	TSR1	DN_NC_073243.2_17433799_8	DN_NC_073243.2_17450998_15	genuine	0.2879	0.2871	716	716	716	716	2494	5140	0.1393	0.1393
STEAP1	STEAP1B	DN_NC_073230.2_29909396_5	DN_NC_073230.2_98628332_5	TP	0.3345	0.3345	929	916	929	916	4300	2777	0.2130	0.2130
SURF2	SURF4	DN_NC_073237.2_129735503_6	DN_NC_073237.2_129740502_6	TP	0.7381	0.7381	2322	2322	2322	2322	3541	3146	0.6557	0.6557
TCEAL2	TCEAL4	DN_NC_073247.2_113908222_3	DN_NC_073247.2_115371773_3	truthbar	0.381	0.7157	851	752	851	752	1189	3763	0.1998	0.1998
TCEAL5	TCEAL6	DN_NC_073247.2_113922705_3	DN_NC_073247.2_115050911_3	TP	0.4498	0.499	751	690	751	690	1505	3262	0.2115	0.2115
TESK2	TOE1	DN_NC_073224.2_194445089_11	DN_NC_073224.2_194593658_8	genuine	0.6233	0.6233	2369	2369	2369	2369	3801	4004	0.5917	0.5917
TRAPPC2	ZNF547	DN_NC_073244.2_69466469_2	DN_NC_073247.2_24180353_4	genuine	0.2258	0.9262	2675	2342	2675	2342	2888	3150	0.7435	0.7435
TRIM50	TRIM73	DN_NC_073230.2_82405962_7	DN_NC_073230.2_84189831_5	TP	0.4795	0.5848	772	743	772	743	2073	1320	0.3584	0.3584
TUBA3E	TUBA8	DN_NC_073235.2_32697745_5	DN_NC_086018.1_16134008_5	truthbar	0.7538	0.5492	870	744	870	744	1584	2033	0.3660	0.3660
TUBB	TUBB2A	DN_NC_073229.2_20766733_4	DN_NC_073229.2_48413863_4	truthbar	0.7841	0.7512	1277	1090	1277	1090	1700	2656	0.4104	0.4104
TUBB	TUBB4B	DN_NC_073229.2_48413863_4	DN_NC_073237.2_133664160_4	truthbar	0.5607	0.5421	1287	1089	1287	1089	2656	2374	0.4100	0.4100
TUBB2A	TUBB4A	DN_NC_073229.2_20766733_4	DN_NC_073244.2_12296250_4	TP	0.7624	0.7612	1294	1173	1294	1173	1700	2302	0.5096	0.5096
TUBB2A	TUBB4B	DN_NC_073229.2_20766733_4	DN_NC_073237.2_133664160_4	truthbar	0.7994	0.7547	1283	1125	1283	1125	1700	2374	0.4739	0.4739
TUBB4A	TUBB4B	DN_NC_073237.2_133664160_4	DN_NC_073244.2_12296250_4	truthbar	0.5608	0.5773	1329	1156	1329	1156	2374	2302	0.4869	0.4869
TUBB4B	TUBB8	DN_NC_073232.2_8975313_3	DN_NC_073237.2_133664160_4	truthbar	0.6525	0.6614	1045	918	1045	918	1580	2374	0.3867	0.3867
UBB	UBC	DN_NC_073228.2_83796015_2	DN_NC_073234.2_140369418_3	genuine	0.6709	0.668	680	605	680	3950	1018	2356	0.2568	1.0000
USP9X	USP9Y	DN_NC_073247.2_51578190_11	DN_NC_073248.2_31260866_11	truthbar	0.3511	0.7296	2558	2106	2558	2106	3803	3506	0.5538	0.5538
ZBTB26	ZBTB6	DN_NC_073237.2_119275968_2	DN_NC_073237.2_119275970_2	truthbar	0.9856	0.9841	4022	4022	4022	4022	4087	4444	0.9050	0.9050
ZCCHC12	ZCCHC18	DN_NC_073247.2_115884983_3	DN_NC_073247.2_130545427_4	truthbar	0.3238	0.5354	1407	1226	1407	1226	2822	2628	0.4344	0.4344
ZFX	ZFY	DN_NC_073247.2_34649963_8	DN_NC_073248.2_9517725_8	TP	0.342	0.445	2580	2374	2580	2374	5798	6156	0.3856	0.3856
ZKSCAN3	ZKSCAN4	DN_NC_073229.2_45875453_5	DN_NC_073229.2_45985816_6	TP	0.2992	0.3684	1532	1401	1532	1401	4158	4707	0.2976	0.2976
ZNF155	ZNF221	DN_NC_073244.2_55464824_5	DN_NC_073244.2_55497464_5	truthbar	0.5165	0.4671	1513	1333	1513	1333	3239	4218	0.3160	0.3160
ZNF155	ZNF222	DN_NC_073244.2_55497464_5	DN_NC_073244.2_55538420_4	truthbar	0.5347	0.9575	1599	1251	1599	1251	4218	1670	0.2966	0.2966
ZNF155	ZNF224	DN_NC_073244.2_55497464_5	DN_NC_073244.2_55607411_6	truthbar	0.4062	0.3635	1484	1294	1484	1294	4218	4082	0.3068	0.3068
ZNF155	ZNF225	DN_NC_073244.2_55497464_5	DN_NC_073244.2_55626504_5	truthbar	0.3945	0.3426	1445	1243	1445	1243	4218	4728	0.2629	0.2629
ZNF155	ZNF284	DN_NC_073244.2_55497464_5	DN_NC_073244.2_55585242_5	truthbar	0.256	0.3466	1462	1238	1462	1238	4218	4351	0.2845	0.2845
ZNF221	ZNF222	DN_NC_073244.2_55464824_5	DN_NC_073244.2_55538420_4	truthbar	0.3479	0.5443	909	804	909	804	3239	1670	0.2482	0.2482
ZNF221	ZNF224	DN_NC_073244.2_55464824_5	DN_NC_073244.2_55607411_6	truthbar	0.5431	0.5421	1756	1558	1756	1558	3239	4082	0.3817	0.3817
ZNF221	ZNF225	DN_NC_073244.2_55464824_5	DN_NC_073244.2_55626504_5	truthbar	0.489	0.4733	1533	1335	1533	1335	3239	4728	0.2824	0.2824
ZNF221	ZNF230	DN_NC_073244.2_55464824_5	DN_NC_073244.2_55516115_5	truthbar	0.2235	0.2921	946	796	946	796	3239	4169	0.1909	0.1909
ZNF221	ZNF234	DN_NC_073244.2_55464824_5	DN_NC_073244.2_55654796_6	truthbar	0.3517	0.3032	982	835	982	835	3239	5083	0.1643	0.1643
ZNF221	ZNF284	DN_NC_073244.2_55464824_5	DN_NC_073244.2_55585242_5	truthbar	0.4171	0.4721	1529	1281	1529	1281	3239	4351	0.2944	0.2944
ZNF222	ZNF224	DN_NC_073244.2_55538420_4	DN_NC_073244.2_55607411_6	truthbar	0.5425	0.5569	930	808	930	808	1670	4082	0.1979	0.1979
ZNF222	ZNF225	DN_NC_073244.2_55538420_4	DN_NC_073244.2_55626504_5	truthbar	0.5425	0.5257	878	755	878	755	1670	4728	0.1597	0.1597
ZNF222	ZNF230	DN_NC_073244.2_55516115_5	DN_NC_073244.2_55538420_4	truthbar	0.7228	0.8557	1429	1248	1429	1248	4169	1670	0.2994	0.2994
ZNF224	ZNF225	DN_NC_073244.2_55607411_6	DN_NC_073244.2_55626504_5	truthbar	0.366	0.478	1951	1640	1951	1640	4082	4728	0.3469	0.3469
ZNF224	ZNF234	DN_NC_073244.2_55607411_6	DN_NC_073244.2_55654796_6	truthbar	0.2768	0.2663	1087	857	1087	857	4082	5083	0.1686	0.1686
ZNF224	ZNF284	DN_NC_073244.2_55585242_5	DN_NC_073244.2_55607411_6	truthbar	0.3126	0.3831	1564	1314	1564	1314	4351	4082	0.3020	0.3020
ZNF225	ZNF284	DN_NC_073244.2_55585242_5	DN_NC_073244.2_55626504_5	truthbar	0.2199	0.3464	1507	1295	1507	1295	4351	4728	0.2739	0.2739
ZNF254	ZNF273	DN_NC_073230.2_74299233_4	DN_NC_073244.2_30438340_4	truthbar	0.4696	0.3326	1251	909	1251	909	3761	4060	0.2239	0.2239
ZNF254	ZNF43	DN_NC_073244.2_28333451_4	DN_NC_073244.2_30438386_2	truthbar	0.453	0.5024	1882	1309	1882	2125	4132	3746	0.3168	0.5143
ZNF254	ZNF430	DN_NC_073244.2_27504818_5	DN_NC_073244.2_30438340_4	truthbar	0.3937	0.4878	1798	1398	1798	1398	3686	4060	0.3443	0.3443
ZNF254	ZNF681	DN_NC_073244.2_30067652_4	DN_NC_073244.2_30438340_4	truthbar	0.3734	0.5081	2063	1642	2063	1642	5815	4060	0.2824	0.2824
ZNF254	ZNF723	DN_NC_073244.2_29232445_4	DN_NC_073244.2_30438340_4	truthbar	0.3718	0.6723	1557	1302	1557	1302	2316	4060	0.3207	0.3207
ZNF254	ZNF91	DN_NC_073244.2_29680825_4	DN_NC_073244.2_30438340_4	truthbar	0.4771	0.8313	3375	1565	3375	2204	5437	4060	0.2878	0.4054
ZNF254	ZNF92	DN_NC_073230.2_74637722_4	DN_NC_073244.2_30438386_2	truthbar	0.3409	0.6068	1997	1455	1997	1455	3291	3746	0.3884	0.3884
ZNF264	ZNF805	DN_NC_073244.2_69294668_4	DN_NC_073244.2_69343714_4	truthbar	0.3556	0.478	2058	1836	2058	1836	4305	5916	0.3103	0.3103
ZNF273	ZNF429	DN_NC_073230.2_74299233_4	DN_NC_073244.2_27956158_2	truthbar	0.6848	0.6397	1390	1094	1390	1094	3761	2173	0.2909	0.2909
ZNF273	ZNF43	DN_NC_073230.2_74299233_4	DN_NC_073244.2_28333451_4	truthbar	0.4055	0.431	1621	1308	1621	2542	3761	4132	0.3166	0.6152
ZNF273	ZNF430	DN_NC_073230.2_74299233_4	DN_NC_073244.2_27504818_5	truthbar	0.3934	0.7157	2638	1745	2638	1745	3761	3686	0.4640	0.4640
ZNF273	ZNF486	DN_NC_073230.2_74299233_4	DN_NC_073244.2_26666712_5	truthbar	0.2671	0.5036	1542	1228	1542	1228	3761	3062	0.3265	0.3265
ZNF273	ZNF506	DN_NC_073230.2_74299233_4	DN_NC_073244.2_26240035_4	truthbar	0.4147	0.4856	1597	1205	1597	1205	3761	3289	0.3204	0.3204
ZNF273	ZNF626	DN_NC_073230.2_74299233_4	DN_NC_073244.2_27131194_2	truthbar	0.3994	0.4137	1299	899	1299	899	3761	3140	0.2390	0.2390
ZNF273	ZNF675	DN_NC_073230.2_74299233_4	DN_NC_073244.2_29970261_4	truthbar	0.5386	0.9587	2111	1647	2111	1647	3761	2202	0.4379	0.4379
ZNF273	ZNF680	DN_NC_073230.2_73977205_4	DN_NC_073230.2_74299233_4	truthbar	0.5742	0.5742	1869	1613	1869	1613	3255	3761	0.4289	0.4289
ZNF273	ZNF723	DN_NC_073230.2_74299233_4	DN_NC_073244.2_29232445_4	truthbar	0.6887	0.6576	1523	1262	1523	1262	3761	2316	0.3355	0.3355
ZNF273	ZNF92	DN_NC_073230.2_74299233_4	DN_NC_073230.2_74637814_2	truthbar	0.3654	0.6091	1812	1354	1812	1354	3761	2975	0.3600	0.3600
ZNF28	ZNF468	DN_NC_073244.2_64759228_5	DN_NC_073244.2_64797239_5	truthbar	0.2527	1.0819	4572	3659	4572	3659	4546	4226	0.8049	0.8049
ZNF28	ZNF761	DN_NC_073244.2_64759228_5	DN_NC_073244.2_65362909_5	truthbar	0.2955	0.794	3585	2689	3585	2689	4546	4515	0.5915	0.5915
ZNF28	ZNF808	DN_NC_073244.2_64500861_5	DN_NC_073244.2_64759228_5	truthbar	0.2673	0.2998	1363	1026	1363	1611	4884	4546	0.2101	0.3299
ZNF28	ZNF888	DN_NC_073244.2_64759228_5	DN_NC_073244.2_64860608_4	truthbar	0.3359	0.7983	3629	2454	3629	2454	4546	5389	0.4554	0.4554
ZNF324	ZNF324B	DN_NC_073244.2_70544393_4	DN_NC_073244.2_70556426_4	truthbar	0.2185	0.7839	2928	2449	2928	2449	3735	5122	0.4781	0.4781
ZNF354A	ZNF354B	DN_NC_073228.2_182334642_5	DN_NC_073228.2_182827930_5	truthbar	0.5012	0.7632	1963	1761	1963	1761	2572	7447	0.2365	0.2365
ZNF429	ZNF43	DN_NC_073244.2_27956158_2	DN_NC_073244.2_28333451_4	truthbar	0.3267	0.8017	1742	1383	1742	2410	2173	4132	0.3347	0.5833
ZNF429	ZNF430	DN_NC_073244.2_27504818_5	DN_NC_073244.2_27956158_2	truthbar	0.6199	0.4376	951	680	951	680	3686	2173	0.1845	0.1845
ZNF429	ZNF626	DN_NC_073244.2_27131194_2	DN_NC_073244.2_27956158_2	truthbar	0.5808	0.3953	859	729	859	729	3140	2173	0.2322	0.2322
ZNF429	ZNF675	DN_NC_073244.2_27956158_2	DN_NC_073244.2_29970261_4	truthbar	0.6203	0.3958	860	746	860	746	2173	2202	0.3388	0.3388
ZNF429	ZNF681	DN_NC_073244.2_27956158_2	DN_NC_073244.2_30067652_4	truthbar	0.694	0.7446	1618	1331	1618	1331	2173	5815	0.2289	0.2289
ZNF429	ZNF723	DN_NC_073244.2_27956158_2	DN_NC_073244.2_29232445_4	truthbar	0.5992	0.4376	951	739	951	739	2173	2316	0.3191	0.3191
ZNF429	ZNF91	DN_NC_073244.2_27956158_4	DN_NC_073244.2_29680825_4	truthbar	0.2196	0.8672	2350	1685	2350	3033	2710	5437	0.3099	0.5578
ZNF429	ZNF92	DN_NC_073230.2_74637722_4	DN_NC_073244.2_27956158_2	truthbar	0.6038	0.7285	1583	1190	1583	1190	3291	2173	0.3616	0.3616
ZNF43	ZNF430	DN_NC_073244.2_27504818_5	DN_NC_073244.2_28333451_4	truthbar	0.3768	0.4653	1715	1447	1715	1447	3686	4132	0.3502	0.3502
ZNF43	ZNF486	DN_NC_073244.2_26666712_5	DN_NC_073244.2_28333451_4	truthbar	0.258	0.5271	1614	1080	1614	1080	3062	4132	0.2614	0.2614
ZNF43	ZNF626	DN_NC_073244.2_27131194_2	DN_NC_073244.2_28333451_4	truthbar	0.2971	0.3529	1108	898	1108	1679	3140	4132	0.2173	0.4063
ZNF43	ZNF675	DN_NC_073244.2_28333451_4	DN_NC_073244.2_29970261_4	truthbar	0.2171	0.8079	1779	1445	1779	2383	4132	2202	0.3497	0.5767
ZNF43	ZNF681	DN_NC_073244.2_28333451_4	DN_NC_073244.2_30067652_4	truthbar	0.3526	0.5346	2209	1609	2209	1609	4132	5815	0.2767	0.2767
ZNF43	ZNF723	DN_NC_073244.2_28333451_4	DN_NC_073244.2_29232445_4	truthbar	0.2703	0.4862	1126	771	1126	771	4132	2316	0.1866	0.1866
ZNF43	ZNF91	DN_NC_073244.2_28333451_4	DN_NC_073244.2_29680825_2	truthbar	0.4695	0.5895	2436	1367	2436	3984	4132	5154	0.2652	0.7730
ZNF43	ZNF92	DN_NC_073230.2_74637814_2	DN_NC_073244.2_28333451_4	truthbar	0.2444	0.4608	1371	1082	1371	2666	2975	4132	0.2619	0.6452
ZNF430	ZNF626	DN_NC_073244.2_27131194_2	DN_NC_073244.2_27504818_5	truthbar	0.3987	0.301	945	734	945	734	3140	3686	0.1991	0.1991
ZNF430	ZNF675	DN_NC_073244.2_27504818_5	DN_NC_073244.2_29970261_4	truthbar	0.4886	0.7289	1605	1296	1605	1296	3686	2202	0.3516	0.3516
ZNF430	ZNF680	DN_NC_073230.2_73977205_4	DN_NC_073244.2_27504818_5	truthbar	0.3871	0.3982	1296	1115	1296	1115	3255	3686	0.3025	0.3025
ZNF430	ZNF681	DN_NC_073244.2_27504818_5	DN_NC_073244.2_30067652_4	truthbar	0.334	0.4921	1814	1339	1814	1339	3686	5815	0.2303	0.2303
ZNF430	ZNF723	DN_NC_073244.2_27504818_5	DN_NC_073244.2_29232445_4	truthbar	0.6019	0.8687	2012	1543	2012	1543	3686	2316	0.4186	0.4186
ZNF430	ZNF91	DN_NC_073244.2_27504818_5	DN_NC_073244.2_29680825_4	genuine	0.2249	0.5117	1886	1183	1886	2626	3686	5437	0.2176	0.4830
ZNF430	ZNF92	DN_NC_073230.2_74637814_2	DN_NC_073244.2_27504818_5	truthbar	0.402	0.4726	1406	1203	1406	1810	2975	3686	0.3264	0.4910
ZNF443	ZNF563	DN_NC_073244.2_18356684_4	DN_NC_073244.2_18470484_4	truthbar	0.2929	0.5141	1383	1136	1383	1136	2690	3115	0.3647	0.3647
ZNF443	ZNF799	DN_NC_073244.2_18426035_4	DN_NC_073244.2_18470484_4	TP	0.3291	0.9997	3114	2836	3114	2836	5769	3115	0.4916	0.4916
ZNF443	ZNF823	DN_NC_073244.2_17751584_2	DN_NC_073244.2_18470484_4	truthbar	0.4506	0.5226	1191	1055	1191	1055	2279	3115	0.3387	0.3387
ZNF486	ZNF506	DN_NC_073244.2_26240035_4	DN_NC_073244.2_26666712_5	truthbar	0.3165	0.4706	1441	1214	1441	1214	3289	3062	0.3691	0.3691
ZNF486	ZNF626	DN_NC_073244.2_26666712_5	DN_NC_073244.2_27131194_2	truthbar	0.369	0.3514	1076	848	1076	848	3062	3140	0.2701	0.2701
ZNF486	ZNF675	DN_NC_073244.2_26666712_5	DN_NC_073244.2_29970261_4	truthbar	0.4605	0.7361	1621	1225	1621	1225	3062	2202	0.4001	0.4001
ZNF506	ZNF723	DN_NC_073244.2_26240035_4	DN_NC_073244.2_29232445_4	truthbar	0.5842	0.6874	1592	1253	1592	1253	3289	2316	0.3810	0.3810
ZNF543	ZNF805	DN_NC_073244.2_69343714_4	DN_NC_073244.2_69422908_4	truthbar	0.462	0.3297	1127	984	1127	984	5916	3418	0.1663	0.1663
ZNF563	ZNF799	DN_NC_073244.2_18356684_4	DN_NC_073244.2_18426035_4	truthbar	0.4885	0.4743	1276	1109	1276	1109	2690	5769	0.1922	0.1922
ZNF563	ZNF823	DN_NC_073244.2_17751584_2	DN_NC_073244.2_18356684_4	truthbar	0.4348	0.3962	903	778	903	778	2279	2690	0.2892	0.2892
ZNF578	ZNF600	DN_NC_073244.2_64426370_6	DN_NC_073244.2_64724127_4	truthbar	0.2183	0.6005	2597	1866	2597	3040	6763	4325	0.2759	0.4495
ZNF578	ZNF611	DN_NC_073244.2_64426370_6	DN_NC_073244.2_64672255_4	truthbar	0.2175	0.7224	3135	2265	3135	3124	6763	4340	0.3349	0.4619
ZNF578	ZNF701	DN_NC_073244.2_64426370_6	DN_NC_073244.2_64543447_4	truthbar	0.2187	0.3859	1424	985	1424	1720	6763	3690	0.1456	0.2543
ZNF578	ZNF808	DN_NC_073244.2_64426370_6	DN_NC_073244.2_64500861_5	truthbar	0.3782	0.785	3834	2683	3834	2683	6763	4884	0.3967	0.3967
