dn_a	dn_b	contain_ab	contain_ba	n_exon_a	n_exon_b	n_cov_a	n_cov_b
DN_NC_073244.2_47997304_5	DN_NC_073244.2_51749194_6	0.000000	0.000000	5	6	0	0
DN_NC_073244.2_47997304_5	DN_NC_073244.2_51825388_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_47997304_5	DN_NC_073244.2_55341363_7	0.000000	0.000000	5	7	0	0
DN_NC_073244.2_47997304_5	DN_NC_073244.2_65102393_4	0.000000	0.000000	5	4	0	0
DN_NC_073244.2_47997304_5	DN_NC_073244.2_65470296_6	0.000000	0.000000	5	6	0	0
DN_NC_073244.2_47997304_5	DN_NC_073244.2_68491976_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_47997304_5	DN_NC_073244.2_68643423_8	0.000000	0.000000	5	8	0	0
DN_NC_073244.2_48030384_3	DN_NC_073244.2_48242798_5	0.000000	0.000000	3	5	0	0
DN_NC_073244.2_48030384_3	DN_NC_073244.2_48384768_7	0.000000	0.000000	3	7	0	0
DN_NC_073244.2_48030384_3	DN_NC_073244.2_49176797_4	0.000000	0.000000	3	4	0	0
DN_NC_073244.2_48030384_3	DN_NC_073244.2_49205215_5	0.000000	0.000000	3	5	0	0
DN_NC_073244.2_48030384_3	DN_NC_073244.2_51749194_6	0.000000	0.000000	3	6	0	0
DN_NC_073244.2_48030384_3	DN_NC_073244.2_55341363_7	0.000000	0.000000	3	7	0	0
DN_NC_073244.2_48030384_3	DN_NC_073244.2_65102393_4	0.000000	0.000000	3	4	0	0
DN_NC_073244.2_48030384_3	DN_NC_073244.2_70224599_4	0.000000	0.000000	3	4	0	0
DN_NC_073244.2_48030811_4	DN_NC_073244.2_48066692_6	0.000000	0.000000	4	6	0	0
DN_NC_073244.2_48030811_4	DN_NC_073244.2_48980018_5	0.000000	0.000000	4	5	0	0
DN_NC_073244.2_48030811_4	DN_NC_073244.2_49072464_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_48030811_4	DN_NC_073244.2_49101177_5	0.000000	0.000000	4	5	0	0
DN_NC_073244.2_48030811_4	DN_NC_073244.2_49246931_6	0.000000	0.000000	4	6	0	0
DN_NC_073244.2_48030811_4	DN_NC_073244.2_51783968_5	0.000000	0.000000	4	5	0	0
DN_NC_073244.2_48030811_4	DN_NC_073244.2_51825388_5	0.000000	0.000000	4	5	0	0
DN_NC_073244.2_48030811_4	DN_NC_073244.2_65470296_6	0.000000	0.000000	4	6	0	0
DN_NC_073244.2_48030811_4	DN_NC_073244.2_68477557_5	0.000000	0.000000	4	5	0	0
DN_NC_073244.2_48030811_4	DN_NC_073244.2_68491976_5	0.000000	0.000000	4	5	0	0
DN_NC_073244.2_48030811_4	DN_NC_073244.2_68513423_5	0.000000	0.000000	4	5	0	0
DN_NC_073244.2_48030811_4	DN_NC_073244.2_68611978_5	0.000000	0.000000	4	5	0	0
DN_NC_073244.2_48066692_6	DN_NC_073244.2_48242798_5	0.000000	0.000000	6	5	0	0
DN_NC_073244.2_48066692_6	DN_NC_073244.2_49072464_4	0.000000	0.000000	6	4	0	0
DN_NC_073244.2_48066692_6	DN_NC_073244.2_49176797_4	0.000000	0.000000	6	4	0	0
DN_NC_073244.2_48066692_6	DN_NC_073244.2_49246931_6	0.000000	0.000000	6	6	0	0
DN_NC_073244.2_48066692_6	DN_NC_073244.2_51749194_6	0.000000	0.000000	6	6	0	0
DN_NC_073244.2_48066692_6	DN_NC_073244.2_51783968_5	0.000000	0.000000	6	5	0	0
DN_NC_073244.2_48066692_6	DN_NC_073244.2_55341363_7	0.000000	0.000000	6	7	0	0
DN_NC_073244.2_48066692_6	DN_NC_073244.2_65470296_6	0.000000	0.000000	6	6	0	0
DN_NC_073244.2_48066692_6	DN_NC_073244.2_68491976_5	0.000000	0.000000	6	5	0	0
DN_NC_073244.2_48066692_6	DN_NC_073244.2_68513423_5	0.000000	0.000000	6	5	0	0
DN_NC_073244.2_48093173_7	DN_NC_073244.2_48319142_5	0.000000	0.000000	7	5	0	0
DN_NC_073244.2_48093173_7	DN_NC_073244.2_48352926_4	0.000000	0.000000	7	4	0	0
DN_NC_073244.2_48093173_7	DN_NC_073244.2_48620420_5	0.000000	0.000000	7	5	0	0
DN_NC_073244.2_48093173_7	DN_NC_073244.2_48660338_4	0.000000	0.000000	7	4	0	0
DN_NC_073244.2_48093173_7	DN_NC_073244.2_48919547_6	0.000000	0.000000	7	6	0	0
DN_NC_073244.2_48093173_7	DN_NC_073244.2_55989141_5	0.000000	0.000000	7	5	0	0
DN_NC_073244.2_48093173_7	DN_NC_073244.2_63542066_5	0.000000	0.000000	7	5	0	0
DN_NC_073244.2_48093173_7	DN_NC_073245.2_58728682_5	0.000000	0.000000	7	5	0	0
DN_NC_073244.2_48093173_7	DN_NC_073247.2_56899135_7	0.000000	0.000000	7	7	0	0
DN_NC_073244.2_48093173_7	DN_NC_073247.2_57761829_5	0.000000	0.000000	7	5	0	0
DN_NC_073244.2_48093173_7	DN_NC_073247.2_57840463_5	0.000000	0.000000	7	5	0	0
DN_NC_073244.2_48093173_7	DN_NC_073247.2_58372296_6	0.000000	0.000000	7	5	0	0
DN_NC_073244.2_48093173_7	DN_NC_086017.1_85766278_5	0.000000	0.000000	7	5	0	0
DN_NC_073244.2_48242798_5	DN_NC_073244.2_48384768_7	0.000000	0.000000	5	7	0	0
DN_NC_073244.2_48242798_5	DN_NC_073244.2_48980018_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_48242798_5	DN_NC_073244.2_49072464_4	0.000000	0.000000	5	4	0	0
DN_NC_073244.2_48242798_5	DN_NC_073244.2_49101177_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_48242798_5	DN_NC_073244.2_49176797_4	0.000000	0.000000	5	4	0	0
DN_NC_073244.2_48242798_5	DN_NC_073244.2_49205215_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_48242798_5	DN_NC_073244.2_49246931_6	0.000000	0.000000	5	6	0	0
DN_NC_073244.2_48242798_5	DN_NC_073244.2_51749194_6	0.000000	0.000000	5	6	0	0
DN_NC_073244.2_48242798_5	DN_NC_073244.2_51783968_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_48242798_5	DN_NC_073244.2_51825388_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_48242798_5	DN_NC_073244.2_55341363_7	0.000000	0.000000	5	7	0	0
DN_NC_073244.2_48242798_5	DN_NC_073244.2_65102393_4	0.000000	0.000000	5	4	0	0
DN_NC_073244.2_48242798_5	DN_NC_073244.2_65470296_6	0.000000	0.000000	5	6	0	0
DN_NC_073244.2_48242798_5	DN_NC_073244.2_68491976_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_48242798_5	DN_NC_073244.2_68513423_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_48242798_5	DN_NC_073244.2_68611978_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_48242798_5	DN_NC_073244.2_68643423_8	0.000000	0.000000	5	8	0	0
DN_NC_073244.2_48242798_5	DN_NC_073244.2_70224599_4	0.000000	0.000000	5	4	0	0
DN_NC_073244.2_48319142_5	DN_NC_073244.2_48352926_4	1.000000	1.000000	5	4	5	4
DN_NC_073244.2_48319142_5	DN_NC_073244.2_48660338_4	0.000000	0.000000	5	4	0	0
DN_NC_073244.2_48319142_5	DN_NC_073244.2_48919547_6	0.000000	0.000000	5	6	0	0
DN_NC_073244.2_48319142_5	DN_NC_073244.2_55989141_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_48319142_5	DN_NC_073244.2_63855100_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_48319142_5	DN_NC_073244.2_63882905_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_48319142_5	DN_NC_073244.2_63895938_6	0.000000	0.000000	5	6	0	0
DN_NC_073244.2_48319142_5	DN_NC_073244.2_63934684_6	0.000000	0.000000	5	6	0	0
DN_NC_073244.2_48319142_5	DN_NC_073244.2_63961971_6	0.000000	0.000000	5	6	0	0
DN_NC_073244.2_48319142_5	DN_NC_073244.2_63983979_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_48319142_5	DN_NC_073244.2_70077616_7	0.000000	0.000000	5	7	0	0
DN_NC_073244.2_48319142_5	DN_NC_073245.2_58728682_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_48319142_5	DN_NC_073247.2_56899135_7	0.000000	0.000000	5	7	0	0
DN_NC_073244.2_48319142_5	DN_NC_073247.2_57761829_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_48319142_5	DN_NC_073247.2_57840463_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_48319142_5	DN_NC_073247.2_58228088_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_48319142_5	DN_NC_073247.2_58372296_6	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_48319142_5	DN_NC_086017.1_54629198_3	0.000000	0.000000	5	3	0	0
DN_NC_073244.2_48319142_5	DN_NC_086017.1_85766278_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_48352926_4	DN_NC_073244.2_48620420_5	0.000000	0.000000	4	5	0	0
DN_NC_073244.2_48352926_4	DN_NC_073244.2_48660338_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_48352926_4	DN_NC_073244.2_48919547_6	0.000000	0.000000	4	6	0	0
DN_NC_073244.2_48352926_4	DN_NC_073244.2_55989141_5	0.000000	0.000000	4	5	0	0
DN_NC_073244.2_48352926_4	DN_NC_073244.2_63542066_5	0.000000	0.000000	4	5	0	0
DN_NC_073244.2_48352926_4	DN_NC_073244.2_63855100_5	0.000000	0.000000	4	5	0	0
DN_NC_073244.2_48352926_4	DN_NC_073244.2_63882905_5	0.000000	0.000000	4	5	0	0
DN_NC_073244.2_48352926_4	DN_NC_073244.2_63895938_6	0.000000	0.000000	4	6	0	0
DN_NC_073244.2_48352926_4	DN_NC_073244.2_63934684_6	0.000000	0.000000	4	6	0	0
DN_NC_073244.2_48352926_4	DN_NC_073244.2_63961971_6	0.000000	0.000000	4	6	0	0
DN_NC_073244.2_48352926_4	DN_NC_073244.2_64004232_5	0.000000	0.000000	4	5	0	0
DN_NC_073244.2_48352926_4	DN_NC_073244.2_70077616_7	0.000000	0.000000	4	7	0	0
DN_NC_073244.2_48352926_4	DN_NC_073245.2_58728682_5	0.000000	0.000000	4	5	0	0
DN_NC_073244.2_48352926_4	DN_NC_073247.2_56899135_7	0.000000	0.000000	4	7	0	0
DN_NC_073244.2_48352926_4	DN_NC_073247.2_57761829_5	0.000000	0.000000	4	5	0	0
DN_NC_073244.2_48352926_4	DN_NC_073247.2_57840463_5	0.000000	0.000000	4	5	0	0
DN_NC_073244.2_48352926_4	DN_NC_073247.2_58228088_5	0.000000	0.000000	4	5	0	0
DN_NC_073244.2_48352926_4	DN_NC_073247.2_58372296_6	0.000000	0.000000	4	5	0	0
DN_NC_073244.2_48352926_4	DN_NC_086017.1_54629198_3	0.000000	0.000000	4	3	0	0
DN_NC_073244.2_48352926_4	DN_NC_086017.1_85766278_5	0.000000	0.000000	4	5	0	0
DN_NC_073244.2_48384768_7	DN_NC_073244.2_49072464_4	0.000000	0.000000	7	4	0	0
DN_NC_073244.2_48384768_7	DN_NC_073244.2_49176797_4	0.000000	0.000000	7	4	0	0
DN_NC_073244.2_48384768_7	DN_NC_073244.2_49205215_5	0.000000	0.000000	7	5	0	0
DN_NC_073244.2_48384768_7	DN_NC_073244.2_49246931_6	0.000000	0.000000	7	6	0	0
DN_NC_073244.2_48384768_7	DN_NC_073244.2_51749194_6	0.000000	0.000000	7	6	0	0
DN_NC_073244.2_48384768_7	DN_NC_073244.2_51825388_5	0.000000	0.000000	7	5	0	0
DN_NC_073244.2_48384768_7	DN_NC_073244.2_55341363_7	0.000000	0.000000	7	7	0	0
DN_NC_073244.2_48384768_7	DN_NC_073244.2_65102393_4	0.000000	0.000000	7	4	0	0
DN_NC_073244.2_48384768_7	DN_NC_073244.2_65470296_6	0.000000	0.000000	7	6	0	0
DN_NC_073244.2_48384768_7	DN_NC_073244.2_68491976_5	0.000000	0.000000	7	5	0	0
DN_NC_073244.2_48384768_7	DN_NC_073244.2_68513423_5	0.000000	0.000000	7	5	0	0
DN_NC_073244.2_48384768_7	DN_NC_073244.2_68643423_8	0.000000	0.000000	7	8	0	0
DN_NC_073244.2_48583045_5	DN_NC_073245.2_12403861_6	0.000000	0.000000	6	6	0	0
DN_NC_073244.2_48583045_5	DN_NC_073245.2_28291357_5	0.000000	0.000000	6	5	0	0
DN_NC_073244.2_48583045_5	DN_NC_073245.2_35678363_2	0.000000	0.000000	6	2	0	0
DN_NC_073244.2_48583045_5	DN_NC_086017.1_58115065_4	0.000000	0.000000	6	4	0	0
DN_NC_073244.2_48620420_5	DN_NC_073244.2_48919547_6	0.000000	0.000000	5	6	0	0
DN_NC_073244.2_48620420_5	DN_NC_073244.2_55989141_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_48620420_5	DN_NC_073245.2_58728682_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_48620420_5	DN_NC_073247.2_56899135_7	0.000000	0.000000	5	7	0	0
DN_NC_073244.2_48620420_5	DN_NC_073247.2_57761829_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_48620420_5	DN_NC_086017.1_85766278_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_48660338_4	DN_NC_073244.2_48919547_6	0.250000	0.166667	4	6	1	1
DN_NC_073244.2_48660338_4	DN_NC_073244.2_63542066_5	0.000000	0.000000	4	5	0	0
DN_NC_073244.2_48660338_4	DN_NC_073245.2_58728682_5	0.000000	0.000000	4	5	0	0
DN_NC_073244.2_48660338_4	DN_NC_073247.2_57840463_5	0.000000	0.000000	4	5	0	0
DN_NC_073244.2_48660338_4	DN_NC_086017.1_54629198_3	0.000000	0.000000	4	3	0	0
DN_NC_073244.2_48919547_6	DN_NC_073245.2_58728682_5	0.000000	0.000000	6	5	0	0
DN_NC_073244.2_48919547_6	DN_NC_073247.2_56899135_7	0.000000	0.000000	6	7	0	0
DN_NC_073244.2_48919547_6	DN_NC_073247.2_57840463_5	0.000000	0.000000	6	5	0	0
DN_NC_073244.2_48919547_6	DN_NC_086017.1_85766278_5	0.000000	0.000000	6	5	0	0
DN_NC_073244.2_48980018_5	DN_NC_073244.2_49072464_4	0.000000	0.000000	5	4	0	0
DN_NC_073244.2_48980018_5	DN_NC_073244.2_49101177_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_48980018_5	DN_NC_073244.2_49176797_4	0.000000	0.000000	5	4	0	0
DN_NC_073244.2_48980018_5	DN_NC_073244.2_49205215_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_48980018_5	DN_NC_073244.2_51749194_6	0.000000	0.000000	5	6	0	0
DN_NC_073244.2_48980018_5	DN_NC_073244.2_65102393_4	0.000000	0.000000	5	4	0	0
DN_NC_073244.2_48980018_5	DN_NC_073244.2_68491976_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_48980018_5	DN_NC_073244.2_68513423_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_48980018_5	DN_NC_073244.2_68611978_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_48980018_5	DN_NC_073244.2_68643423_8	0.000000	0.000000	5	8	0	0
DN_NC_073244.2_49072464_4	DN_NC_073244.2_49101177_5	0.250000	0.000000	4	5	1	0
DN_NC_073244.2_49072464_4	DN_NC_073244.2_49176797_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_49072464_4	DN_NC_073244.2_49205215_5	0.000000	0.000000	4	5	0	0
DN_NC_073244.2_49072464_4	DN_NC_073244.2_49246931_6	0.000000	0.000000	4	6	0	0
DN_NC_073244.2_49072464_4	DN_NC_073244.2_51749194_6	0.000000	0.000000	4	6	0	0
DN_NC_073244.2_49072464_4	DN_NC_073244.2_51783968_5	0.000000	0.000000	4	5	0	0
DN_NC_073244.2_49072464_4	DN_NC_073244.2_65102393_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_49072464_4	DN_NC_073244.2_65470296_6	0.000000	0.000000	4	6	0	0
DN_NC_073244.2_49072464_4	DN_NC_073244.2_68491976_5	0.000000	0.000000	4	5	0	0
DN_NC_073244.2_49072464_4	DN_NC_073244.2_68513423_5	0.000000	0.000000	4	5	0	0
DN_NC_073244.2_49072464_4	DN_NC_073244.2_68611978_5	0.000000	0.000000	4	5	0	0
DN_NC_073244.2_49101177_5	DN_NC_073244.2_49246931_6	0.000000	0.000000	5	6	0	0
DN_NC_073244.2_49101177_5	DN_NC_073244.2_51749194_6	0.000000	0.000000	5	6	0	0
DN_NC_073244.2_49101177_5	DN_NC_073244.2_51825388_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_49101177_5	DN_NC_073244.2_55341363_7	0.000000	0.000000	5	7	0	0
DN_NC_073244.2_49101177_5	DN_NC_073244.2_65102393_4	0.000000	0.000000	5	4	0	0
DN_NC_073244.2_49101177_5	DN_NC_073244.2_68491976_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_49176797_4	DN_NC_073244.2_49205215_5	0.000000	0.000000	4	5	0	0
DN_NC_073244.2_49176797_4	DN_NC_073244.2_49246931_6	0.000000	0.000000	4	6	0	0
DN_NC_073244.2_49176797_4	DN_NC_073244.2_51749194_6	0.000000	0.000000	4	6	0	0
DN_NC_073244.2_49176797_4	DN_NC_073244.2_65102393_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_49176797_4	DN_NC_073244.2_68491976_5	0.000000	0.000000	4	5	0	0
DN_NC_073244.2_49176797_4	DN_NC_073244.2_68611978_5	0.000000	0.000000	4	5	0	0
DN_NC_073244.2_49205215_5	DN_NC_073244.2_49246931_6	0.000000	0.000000	5	6	0	0
DN_NC_073244.2_49205215_5	DN_NC_073244.2_51749194_6	0.000000	0.000000	5	6	0	0
DN_NC_073244.2_49205215_5	DN_NC_073244.2_51783968_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_49205215_5	DN_NC_073244.2_51825388_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_49205215_5	DN_NC_073244.2_65102393_4	0.000000	0.000000	5	4	0	0
DN_NC_073244.2_49205215_5	DN_NC_073244.2_68513423_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_49246931_6	DN_NC_073244.2_51749194_6	0.000000	0.000000	6	6	0	0
DN_NC_073244.2_49246931_6	DN_NC_073244.2_51825388_5	0.000000	0.000000	6	5	0	0
DN_NC_073244.2_49246931_6	DN_NC_073244.2_55341363_7	0.000000	0.000000	6	7	0	0
DN_NC_073244.2_49246931_6	DN_NC_073244.2_65102393_4	0.000000	0.000000	6	4	0	0
DN_NC_073244.2_49246931_6	DN_NC_073244.2_65470296_6	0.000000	0.000000	6	6	0	0
DN_NC_073244.2_49246931_6	DN_NC_073244.2_68477557_5	0.000000	0.000000	6	5	0	0
DN_NC_073244.2_49246931_6	DN_NC_073244.2_68491976_5	0.000000	0.000000	6	5	0	0
DN_NC_073244.2_49246931_6	DN_NC_073244.2_68513423_5	0.000000	0.000000	6	5	0	0
DN_NC_073244.2_49246931_6	DN_NC_073244.2_68611978_5	0.000000	0.000000	6	5	0	0
DN_NC_073244.2_51749194_6	DN_NC_073244.2_51783968_5	0.000000	0.000000	6	5	0	0
DN_NC_073244.2_51749194_6	DN_NC_073244.2_51825388_5	0.000000	0.000000	6	5	0	0
DN_NC_073244.2_51749194_6	DN_NC_073244.2_55341363_7	0.000000	0.000000	6	7	0	0
DN_NC_073244.2_51749194_6	DN_NC_073244.2_65102393_4	0.000000	0.000000	6	4	0	0
DN_NC_073244.2_51749194_6	DN_NC_073244.2_68477557_5	0.000000	0.000000	6	5	0	0
DN_NC_073244.2_51749194_6	DN_NC_073244.2_68491976_5	0.000000	0.000000	6	5	0	0
DN_NC_073244.2_51749194_6	DN_NC_073244.2_68513423_5	0.000000	0.000000	6	5	0	0
DN_NC_073244.2_51749194_6	DN_NC_073244.2_68611978_5	0.000000	0.000000	6	5	0	0
DN_NC_073244.2_51749194_6	DN_NC_073244.2_68643423_8	0.000000	0.000000	6	8	0	0
DN_NC_073244.2_51783968_5	DN_NC_073244.2_51825388_5	0.600000	0.800000	5	5	3	4
DN_NC_073244.2_51783968_5	DN_NC_073244.2_55341363_7	0.000000	0.000000	5	7	0	0
DN_NC_073244.2_51783968_5	DN_NC_073244.2_68477557_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_51783968_5	DN_NC_073244.2_68491976_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_51783968_5	DN_NC_073244.2_68513423_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_51825388_5	DN_NC_073244.2_55341363_7	0.000000	0.000000	5	7	0	0
DN_NC_073244.2_51825388_5	DN_NC_073244.2_65102393_4	0.000000	0.000000	5	4	0	0
DN_NC_073244.2_51825388_5	DN_NC_073244.2_68491976_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_55341363_7	DN_NC_073244.2_65102393_4	0.000000	0.000000	7	4	0	0
DN_NC_073244.2_55341363_7	DN_NC_073244.2_65470296_6	0.000000	0.000000	7	6	0	0
DN_NC_073244.2_55341363_7	DN_NC_073244.2_68491976_5	0.000000	0.000000	7	5	0	0
DN_NC_073244.2_55426973_9	DN_NC_073244.2_55464824_5	0.000000	0.000000	9	5	0	0
DN_NC_073244.2_55426973_9	DN_NC_073244.2_55497464_5	0.000000	0.000000	9	5	0	0
DN_NC_073244.2_55426973_9	DN_NC_073244.2_55516115_5	0.000000	0.000000	9	5	0	0
DN_NC_073244.2_55426973_9	DN_NC_073244.2_55607411_6	0.000000	0.000000	9	6	0	0
DN_NC_073244.2_55426973_9	DN_NC_073244.2_55618657_2	0.000000	0.000000	9	2	0	0
DN_NC_073244.2_55426973_9	DN_NC_073244.2_55626504_5	0.000000	0.000000	9	5	0	0
DN_NC_073244.2_55426973_9	DN_NC_073244.2_55654796_6	0.000000	0.000000	9	6	0	0
DN_NC_073244.2_55426973_9	DN_NC_073244.2_55678004_6	0.000000	0.000000	9	6	0	0
DN_NC_073244.2_55426973_9	DN_NC_073244.2_55771764_5	0.000000	0.000000	9	5	0	0
DN_NC_073244.2_55426973_9	DN_NC_073244.2_55797441_5	0.000000	0.000000	9	5	0	0
DN_NC_073244.2_55426973_9	DN_NC_073244.2_55835875_4	0.000000	0.000000	9	4	0	0
DN_NC_073244.2_55426973_9	DN_NC_073244.2_55899006_4	0.000000	0.000000	9	4	0	0
DN_NC_073244.2_55464824_5	DN_NC_073244.2_55497464_5	0.600000	0.600000	5	5	3	3
DN_NC_073244.2_55464824_5	DN_NC_073244.2_55516115_5	0.400000	0.400000	5	5	2	2
DN_NC_073244.2_55464824_5	DN_NC_073244.2_55538420_4	0.400000	0.750000	5	4	2	3
DN_NC_073244.2_55464824_5	DN_NC_073244.2_55565140_5	0.600000	0.600000	5	5	3	3
DN_NC_073244.2_55464824_5	DN_NC_073244.2_55585242_5	0.600000	0.600000	5	5	3	3
DN_NC_073244.2_55464824_5	DN_NC_073244.2_55607411_6	0.600000	0.333333	5	6	3	2
DN_NC_073244.2_55464824_5	DN_NC_073244.2_55618657_2	0.200000	0.500000	5	2	1	1
DN_NC_073244.2_55464824_5	DN_NC_073244.2_55626504_5	0.600000	0.600000	5	5	3	3
DN_NC_073244.2_55464824_5	DN_NC_073244.2_55654796_6	0.600000	0.500000	5	6	3	3
DN_NC_073244.2_55464824_5	DN_NC_073244.2_55678004_6	0.000000	0.000000	5	6	0	0
DN_NC_073244.2_55464824_5	DN_NC_073244.2_55771764_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_55464824_5	DN_NC_073244.2_55797441_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_55464824_5	DN_NC_073244.2_55835875_4	0.000000	0.000000	5	4	0	0
DN_NC_073244.2_55464824_5	DN_NC_073244.2_55940471_6	0.000000	0.000000	5	6	0	0
DN_NC_073244.2_55497464_5	DN_NC_073244.2_55516115_5	0.400000	0.400000	5	5	2	2
DN_NC_073244.2_55497464_5	DN_NC_073244.2_55538420_4	0.400000	0.750000	5	4	2	3
DN_NC_073244.2_55497464_5	DN_NC_073244.2_55565140_5	0.600000	0.800000	5	5	3	4
DN_NC_073244.2_55497464_5	DN_NC_073244.2_55585242_5	0.400000	0.600000	5	5	2	3
DN_NC_073244.2_55497464_5	DN_NC_073244.2_55607411_6	0.600000	0.500000	5	6	3	3
DN_NC_073244.2_55497464_5	DN_NC_073244.2_55618657_2	0.000000	0.000000	5	2	0	0
DN_NC_073244.2_55497464_5	DN_NC_073244.2_55626504_5	0.400000	0.400000	5	5	2	2
DN_NC_073244.2_55497464_5	DN_NC_073244.2_55654796_6	0.600000	0.500000	5	6	3	3
DN_NC_073244.2_55497464_5	DN_NC_073244.2_55797441_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_55497464_5	DN_NC_073244.2_55835875_4	0.000000	0.000000	5	4	0	0
DN_NC_073244.2_55516115_5	DN_NC_073244.2_55538420_4	0.400000	0.750000	5	4	2	3
DN_NC_073244.2_55516115_5	DN_NC_073244.2_55565140_5	0.800000	1.000000	5	5	4	5
DN_NC_073244.2_55516115_5	DN_NC_073244.2_55585242_5	0.400000	0.400000	5	5	2	2
DN_NC_073244.2_55516115_5	DN_NC_073244.2_55618657_2	0.000000	0.000000	5	2	0	0
DN_NC_073244.2_55516115_5	DN_NC_073244.2_55626504_5	0.400000	0.400000	5	5	2	2
DN_NC_073244.2_55516115_5	DN_NC_073244.2_55654796_6	0.000000	0.000000	5	6	0	0
DN_NC_073244.2_55516115_5	DN_NC_073244.2_55797441_5	0.000000	0.000000	5	5	0	0
DN_NC_073244.2_55516115_5	DN_NC_073244.2_55835875_4	0.000000	0.000000	5	4	0	0
DN_NC_073244.2_55538420_4	DN_NC_073244.2_55565140_5	0.750000	0.600000	4	5	3	3
DN_NC_073244.2_55538420_4	DN_NC_073244.2_55585242_5	0.000000	0.000000	4	5	0	0
DN_NC_073244.2_55538420_4	DN_NC_073244.2_55607411_6	0.750000	0.333333	4	6	3	2
DN_NC_073244.2_55538420_4	DN_NC_073244.2_55618657_2	0.250000	0.000000	4	2	1	0
DN_NC_073244.2_55538420_4	DN_NC_073244.2_55626504_5	0.750000	0.400000	4	5	3	2
DN_NC_073244.2_55538420_4	DN_NC_073244.2_55654796_6	0.000000	0.000000	4	6	0	0
DN_NC_073244.2_55538420_4	DN_NC_073244.2_55678004_6	0.000000	0.000000	4	6	0	0
DN_NC_073244.2_55538420_4	DN_NC_073244.2_55771764_5	0.000000	0.000000	4	5	0	0
DN_NC_073244.2_55538420_4	DN_NC_073244.2_55797441_5	0.000000	0.000000	4	5	0	0
DN_NC_073244.2_55538420_4	DN_NC_073244.2_55835875_4	0.000000	0.000000	4	4	0	0
DN_NC_073244.2_55538420_4	DN_NC_073244.2_55940471_6	0.000000	0.000000	4	6	0	0
DN_NC_073244.2_55565140_5	DN_NC_073244.2_55585242_5	0.600000	0.600000	5	5	3	3
DN_NC_073244.2_55565140_5	DN_NC_073244.2_55607411_6	0.600000	0.500000	5	6	3	3
DN_NC_073244.2_55565140_5	DN_NC_073244.2_55618657_2	0.000000	0.000000	5	2	0	0
DN_NC_073244.2_55565140_5	DN_NC_073244.2_55626504_5	0.600000	0.600000	5	5	3	3
DN_NC_073244.2_55565140_5	DN_NC_073244.2_55654796_6	0.000000	0.000000	5	6	0	0
DN_NC_073244.2_55565140_5	DN_NC_073244.2_55678004_6	0.000000	0.000000	5	6	0	0
DN_NC_073244.2_55565140_5	DN_NC_073244.2_55771764_5	0.000000	0.000000	5	5	0	0
