gene_a	gene_b	dn_a	dn_b	cls	in_ep	core	aln_len	aln_frac
LOC134758618	TRHDE	DN_NC_073228.2_179980536_5	DN_NC_073234.2_87500533_19	genuine	0	0.1990	0	0.0
LOC134758618	ZNF80	DN_NC_073228.2_179980536_5	DN_NC_086017.1_125108432_2	genuine	0	0.1823	395	0.3289
LOC134758719	SSBP1	DN_NC_073229.2_43677378_4	DN_NC_073230.2_150857421_7	genuine	0	0.1343	778	0.3349
LOC134759133	NDUFA8	DN_NC_073231.2_150902261_3	DN_NC_073237.2_118498911_4	genuine	0	0.1311	483	0.2118
LOC134759232	RAPH1	DN_NC_073232.2_108139494_4	DN_NC_073235.2_106111443_2	genuine	0	0.1719	1200	0.6427
LRFN5	PDCD5	DN_NC_073239.2_14838701_6	DN_NC_073244.2_43610901_6	genuine	0	0.2625	469	0.3731
LRFN5	SEM1	DN_NC_073230.2_92132360_3	DN_NC_073239.2_14838701_6	genuine	0	0.1687	487	0.2497
LRFN5	SPC25	DN_NC_073235.2_71373985_7	DN_NC_073239.2_14838701_6	genuine	0	0.1346	472	0.3471
LTB4R2	NOP9	DN_NC_073239.2_32339840_6	DN_NC_073239.2_32342111_10	genuine	0	0.2625	1334	0.6047
LYSMD1	SCNM1	DN_NC_073224.2_105669663_7	DN_NC_073224.2_105672200_3	genuine	0	0.5832	959	0.5802
MCTP2	WDR64	DN_NC_073224.2_13812644_2	DN_NC_073240.2_95564610_15	genuine	0	0.1736	0	0.0
MED22	RPL21	DN_NC_073237.2_129717495_4	DN_NC_073238.2_41579503_4	genuine	0	0.3318	381	0.8779
MED31	TXNDC17	DN_NC_073243.2_21779153_4	DN_NC_073243.2_21780781_4	genuine	0	0.7865	1658	0.7865
MIF4GD	MRPS7	DN_NC_073228.2_16703728_6	DN_NC_073228.2_16706128_5	genuine	0	0.5530	738	0.5545
MINPP1	SPC25	DN_NC_073232.2_99830035_5	DN_NC_073235.2_71373985_7	genuine	0	0.2368	419	0.3081
MKRN2	RAF1	DN_NC_086017.1_22368298_8	DN_NC_086017.1_22395793_17	genuine	0	0.4747	2526	0.4749
MMP24OS	PDCD5	DN_NC_073244.2_43610901_6	DN_NC_073245.2_47429376_4	genuine	0	0.2092	465	0.3699
MMP24OS	SPC25	DN_NC_073235.2_71373985_7	DN_NC_073245.2_47429376_4	TP	0	0.1956	470	0.3456
MMP24OS	THNSL1	DN_NC_073232.2_34013134_3	DN_NC_073245.2_47429376_4	genuine	0	0.1587	802	0.2918
MOV10	RHOC	DN_NC_073224.2_126184593_6	DN_NC_073224.2_126189262_21	genuine	0	0.5360	590	0.506
MPDU1	MPDU1-AS1	DN_NC_073243.2_22727924_2	DN_NC_073243.2_22729136_7	TP	0	0.6061	837	0.6061
MPHOSPH8	SVBP	DN_NC_073224.2_197128142_3	DN_NC_073238.2_33904146_3	genuine	0	0.3398	423	0.4095
MRNIP	SQSTM1	DN_NC_073228.2_183798210_8	DN_NC_073228.2_183812935_7	genuine	0	0.4846	621	0.4792
MTERF4	SNED1	DN_NC_073235.2_143720615_16	DN_NC_073235.2_143747819_4	genuine	0	0.4225	1444	0.4225
MTHFD2	PRKAR2A	DN_NC_073236.2_65566893_8	DN_NC_086017.1_58705155_2	genuine	0	0.1367	0	0.0
MTHFS	SLAIN2	DN_NC_073227.2_56356744_8	DN_NC_073240.2_81300329_3	genuine	0	0.1382	0	0.0
MTREX	PLPP1	DN_NC_073243.2_54697918_6	DN_NC_073243.2_54805899_27	genuine	0	0.2921	486	0.2921
MZF1	ZNF771	DN_NC_073242.2_36121013_3	DN_NC_073244.2_70659480_6	genuine	0	0.1973	0	0.0
NAP1L3	NDUFAF2	DN_NC_073243.2_49045190_4	DN_NC_073247.2_105439613_2	genuine	0	0.2146	462	0.211
NAP1L3	SOX30	DN_NC_073228.2_161454333_5	DN_NC_073247.2_105439613_2	genuine	0	0.1704	456	0.164
NCALD	PDCD5	DN_NC_073231.2_107519754_4	DN_NC_073244.2_43610901_6	genuine	0	0.3723	485	0.3858
NCALD	SEM1	DN_NC_073230.2_92132360_3	DN_NC_073231.2_107519754_4	genuine	0	0.1759	480	0.2462
NCALD	SPC25	DN_NC_073231.2_107519754_4	DN_NC_073235.2_71373985_7	genuine	0	0.2412	468	0.3441
NCR3LG1	PDCD5	DN_NC_073233.2_23732821_4	DN_NC_073244.2_43610901_6	genuine	0	0.3755	471	0.3747
NCR3LG1	SEM1	DN_NC_073230.2_92132360_3	DN_NC_073233.2_23732821_4	genuine	0	0.1749	466	0.239
NCR3LG1	SPC25	DN_NC_073233.2_23732821_4	DN_NC_073235.2_71373985_7	genuine	0	0.2426	471	0.3463
NDUFA2	TMCO6	DN_NC_073228.2_144488767_12	DN_NC_073228.2_144494736_3	genuine	0	0.4304	309	0.4304
NDUFAF2	RANBP6	DN_NC_073237.2_58341083_8	DN_NC_073243.2_49045190_4	genuine	0	0.1516	0	0.0
NDUFAF2	SLC11A2	DN_NC_073234.2_50306180_17	DN_NC_073243.2_49045190_4	genuine	0	0.2155	472	0.2155
NDUFB6	SMIM27	DN_NC_073237.2_30511420_2	DN_NC_073237.2_30512124_4	genuine	0	0.6866	839	0.6866
NFS1	ROMO1	DN_NC_073245.2_47878766_13	DN_NC_073245.2_47908723_3	genuine	0	0.2617	260	0.2597
NFXL1	PDCD5	DN_NC_073227.2_55859426_23	DN_NC_073244.2_43610901_6	genuine	0	0.2204	468	0.3723
NFXL1	SEM1	DN_NC_073227.2_55859426_23	DN_NC_073230.2_92132360_3	genuine	0	0.1528	472	0.2421
NFXL1	SPC25	DN_NC_073227.2_55859426_23	DN_NC_073235.2_71373985_7	genuine	0	0.1324	470	0.3456
NHP2	RMND5B	DN_NC_073228.2_181756447_11	DN_NC_073228.2_181772207_4	genuine	0	0.4336	2112	0.4887
NKIRAS1	UBE2E1	DN_NC_086017.1_33635296_6	DN_NC_086017.1_33716761_5	TP	0	0.6902	1689	0.6885
NT5C1B	RDH14	DN_NC_073236.2_121320001_9	DN_NC_073236.2_121349000_3	genuine	0	0.7240	1075	0.722
OPA3	USP54	DN_NC_073232.2_42152672_3	DN_NC_073244.2_57062895_2	genuine	0	0.1432	0	0.0
OSBPL10	ZNF195	DN_NC_073233.2_9788172_5	DN_NC_086017.1_41849524_2	genuine	0	0.1616	0	0.0
OSBPL10	ZNF267	DN_NC_073242.2_37386128_4	DN_NC_086017.1_41849524_2	genuine	0	0.2137	0	0.0
OSBPL10	ZNF415	DN_NC_073244.2_65046428_2	DN_NC_086017.1_41849470_3	genuine	0	0.4218	0	0.0
OSBPL10	ZNF429	DN_NC_073244.2_27956158_4	DN_NC_086017.1_41849524_2	genuine	0	0.2284	0	0.0
OSBPL10	ZNF519	DN_NC_073241.2_36126183_3	DN_NC_086017.1_41849524_2	genuine	0	0.1496	0	0.0
OSBPL10	ZNF528	DN_NC_073244.2_64368633_7	DN_NC_086017.1_41849524_2	genuine	0	0.2325	0	0.0
OSBPL10	ZNF578	DN_NC_073244.2_64426370_6	DN_NC_086017.1_41849524_2	genuine	0	0.1490	2155	0.4896
OSBPL10	ZNF595	DN_NC_073227.2_8633416_4	DN_NC_086017.1_41849470_3	genuine	0	0.2011	0	0.0
OSBPL10	ZNF600	DN_NC_073244.2_64724127_4	DN_NC_086017.1_41849524_2	genuine	0	0.1623	1314	0.3038
OSBPL10	ZNF682	DN_NC_073244.2_26470366_4	DN_NC_086017.1_41849524_2	genuine	0	0.1763	0	0.0
OSBPL10	ZNF766	DN_NC_073244.2_64231369_4	DN_NC_086017.1_41849470_3	genuine	0	0.1617	0	0.0
OSBPL10	ZNF808	DN_NC_073244.2_64500861_5	DN_NC_086017.1_41849524_2	genuine	0	0.2029	1483	0.3369
OSBPL10	ZNF83	DN_NC_073244.2_64585864_4	DN_NC_086017.1_41849524_2	genuine	0	0.3938	0	0.0
OSBPL10	ZNF836	DN_NC_073244.2_64125568_5	DN_NC_086017.1_41849470_3	genuine	0	0.2562	0	0.0
OSBPL10	ZNF841	DN_NC_073244.2_64034715_7	DN_NC_086017.1_41849524_2	genuine	0	0.2787	0	0.0
OSBPL10	ZNF888	DN_NC_073244.2_64860608_4	DN_NC_086017.1_41849524_2	genuine	0	0.1731	2823	0.6413
OSBPL10	ZNF91	DN_NC_073244.2_29680825_4	DN_NC_086017.1_41849524_2	genuine	0	0.2787	0	0.0
OXCT1	PDCD5	DN_NC_073243.2_70014918_17	DN_NC_073244.2_43610901_6	genuine	0	0.2761	463	0.3683
OXCT1	SPC25	DN_NC_073235.2_71373985_7	DN_NC_073243.2_70014918_17	genuine	0	0.2301	464	0.3412
P4HA1	RPL17	DN_NC_073232.2_42645510_15	DN_NC_073241.2_78772517_7	genuine	0	0.1526	345	0.2193
PDCD5	SELENOP	DN_NC_073243.2_69046517_5	DN_NC_073244.2_43610901_6	genuine	0	0.2546	469	0.3731
PDCD5	SEM1	DN_NC_073230.2_92132360_3	DN_NC_073244.2_43610901_6	genuine	0	0.2609	469	0.3731
PDCD5	SPATA33	DN_NC_073242.2_120248671_3	DN_NC_073244.2_43610901_6	genuine	0	0.3675	456	0.3628
PDCD5	SPC25	DN_NC_073235.2_71373985_7	DN_NC_073244.2_43610901_6	genuine	0	0.2625	471	0.3747
PDCD5	THNSL1	DN_NC_073232.2_34013134_3	DN_NC_073244.2_43610901_6	genuine	0	0.2872	455	0.362
PDCD5	TMEM38B	DN_NC_073237.2_101948554_6	DN_NC_073244.2_43610901_6	genuine	0	0.3787	471	0.3747
PDCD5	TSPAN8	DN_NC_073234.2_86426177_10	DN_NC_073244.2_43610901_6	genuine	0	0.2514	465	0.3699
PDCD5	UCHL1	DN_NC_073227.2_49278079_9	DN_NC_073244.2_43610901_6	genuine	0	0.3683	463	0.3683
PDIA3	PRKAB2	DN_NC_073224.2_114825986_4	DN_NC_073240.2_44556092_13	genuine	0	0.4240	1919	0.5733
POLR2D	RPS26	DN_NC_073234.2_45319542_4	DN_NC_073235.2_29394327_4	genuine	0	0.1330	0	0.0
PP2D1	RAB5A	DN_NC_086017.1_29787177_6	DN_NC_086017.1_29831691_3	genuine	0	0.4931	1246	0.4931
PYCR1	PYCR2	DN_NC_073224.2_38985857_7	DN_NC_073228.2_10057969_7	genuine	0	0.4983	0	0.0
PYROXD1	RECQL	DN_NC_073234.2_79789135_15	DN_NC_073234.2_79820285_12	TP	0	0.4514	1847	0.4487
RBBP4	SYNC	DN_NC_073224.2_207257149_3	DN_NC_073224.2_207270226_12	genuine	0	0.6067	1788	0.6047
RFX6	RPL7A	DN_NC_073229.2_141117205_4	DN_NC_073237.2_129726988_8	genuine	0	0.7420	855	0.7377
RHD	SDHD	DN_NC_073224.2_214517378_2	DN_NC_073233.2_119992784_4	genuine	0	0.4522	1297	0.9108
RPGRIP1	SUPT16H	DN_NC_073239.2_35280580_26	DN_NC_073239.2_35311777_12	genuine	0	0.4093	1712	0.4091
RPL14	ZNF490	DN_NC_073244.2_18614963_5	DN_NC_086017.1_50362387_6	genuine	0	0.1344	0	0.0
RPL31	TBC1D8	DN_NC_073236.2_38854516_5	DN_NC_073236.2_38858247_18	genuine	0	0.7206	1956	0.7069
RPL9	TIPIN	DN_NC_073227.2_47476685_7	DN_NC_073240.2_67167028_2	genuine	0	0.6059	681	0.6059
RPLP1	TXNL4B	DN_NC_073240.2_70293854_4	DN_NC_073242.2_101553722_4	genuine	0	0.1967	515	0.4274
RPS15A	WWOX	DN_NC_073242.2_108616637_5	DN_NC_073242.2_18137074_5	genuine	0	0.1412	0	0.0
RPS26	WDR55	DN_NC_073228.2_144514226_7	DN_NC_073234.2_45319542_4	genuine	0	0.1369	0	0.0
RPS27A	UBC	DN_NC_073234.2_140369418_2	DN_NC_073236.2_84556071_6	genuine	0	0.3693	0	0.0
SARM1	SLC46A1	DN_NC_073228.2_64684384_5	DN_NC_073228.2_64691860_6	TP	0	0.7251	2588	0.7245
SELENOP	SPC25	DN_NC_073235.2_71373985_7	DN_NC_073243.2_69046517_5	genuine	0	0.2412	472	0.3471
SEM1	SPATA33	DN_NC_073230.2_92132360_3	DN_NC_073242.2_120248671_3	genuine	0	0.1723	472	0.2421
SEM1	SPC25	DN_NC_073230.2_92132360_3	DN_NC_073235.2_71373985_7	genuine	0	0.1390	472	0.3471
SEM1	THNSL1	DN_NC_073230.2_92132360_3	DN_NC_073232.2_34013134_3	genuine	0	0.1723	459	0.2354
SEM1	TMEM38B	DN_NC_073230.2_92132360_3	DN_NC_073237.2_101948554_6	genuine	0	0.1738	472	0.2421
SEM1	UCHL1	DN_NC_073227.2_49278079_9	DN_NC_073230.2_92132360_3	genuine	0	0.1662	464	0.2379
SEPTIN4	SEPTIN5	DN_NC_073228.2_33518400_11	DN_NC_086018.1_17151658_12	genuine	0	0.3773	0	0.0
SERF2	SERINC4	DN_NC_073240.2_44603034_3	DN_NC_073240.2_44604956_12	genuine	0	0.4008	1052	0.4012
SLC25A12	WDR64	DN_NC_073224.2_13812644_2	DN_NC_073235.2_74414844_11	genuine	0	0.1710	0	0.0
SLC7A6	SLC7A6OS	DN_NC_073242.2_97493790_12	DN_NC_073242.2_97528976_5	TP	0	0.7972	3375	0.7977
SMIM26	TERF2IP	DN_NC_073242.2_106138908_3	DN_NC_073245.2_28570800_2	genuine	0	0.2073	0	0.0
SMYD3	SPC25	DN_NC_073224.2_9521619_7	DN_NC_073235.2_71373985_7	genuine	0	0.2397	0	0.0
SNX14	WDR64	DN_NC_073224.2_13812644_2	DN_NC_073229.2_109663823_28	genuine	0	0.1521	0	0.0
SPATA33	SPC25	DN_NC_073235.2_71373985_7	DN_NC_073242.2_120248671_3	genuine	0	0.2316	474	0.3485
SPC25	THNSL1	DN_NC_073232.2_34013134_3	DN_NC_073235.2_71373985_7	genuine	0	0.1647	458	0.3368
SPC25	TMEM38B	DN_NC_073235.2_71373985_7	DN_NC_073237.2_101948554_6	genuine	0	0.2449	474	0.3485
SPC25	TSPAN8	DN_NC_073234.2_86426177_10	DN_NC_073235.2_71373985_7	genuine	0	0.2338	465	0.3419
SPC25	UCHL1	DN_NC_073227.2_49278079_9	DN_NC_073235.2_71373985_7	genuine	0	0.2426	463	0.3404
SPDYA	TRMT61B	DN_NC_073236.2_111042998_7	DN_NC_073236.2_111062321_8	genuine	0	0.1754	397	0.1754
SPSB2	TPI1	DN_NC_073234.2_22528772_7	DN_NC_073234.2_22529951_2	genuine	0	0.4667	895	0.6151
SQLE	WASHC5	DN_NC_073231.2_130827518_11	DN_NC_073231.2_130851528_29	genuine	0	0.3650	2180	0.365
SRR	TSR1	DN_NC_073243.2_17433799_8	DN_NC_073243.2_17450998_15	genuine	0	0.2879	716	0.2871
SRRD	TFIP11	DN_NC_086018.1_24502908_7	DN_NC_086018.1_24509591_14	genuine	0	0.2331	909	0.2288
SURF2	SURF4	DN_NC_073237.2_129735503_6	DN_NC_073237.2_129740502_6	TP	0	0.7381	2322	0.7381
TBC1D10A	TBC1D10B	DN_NC_073242.2_36070435_9	DN_NC_086018.1_28313237_9	genuine	0	0.3956	0	0.0
TESK2	TOE1	DN_NC_073224.2_194445089_11	DN_NC_073224.2_194593658_8	genuine	0	0.6233	2369	0.6233
TMEM120A	TMEM120B	DN_NC_073230.2_84854491_12	DN_NC_073234.2_137155900_12	genuine	0	0.4335	0	0.0
TOR3A	TRAF5	DN_NC_073224.2_45389129_11	DN_NC_073224.2_77707994_7	genuine	0	0.2059	513	0.2059
TPRKB	VAMP1	DN_NC_073234.2_22113821_5	DN_NC_073236.2_66023783_5	genuine	0	0.2582	0	0.0
TRAPPC2	ZNF547	DN_NC_073244.2_69466469_2	DN_NC_073247.2_24180353_4	genuine	0	0.2258	2675	0.9262
TXNL1	U2AF1L4	DN_NC_073241.2_85926559_8	DN_NC_073244.2_46809556_3	genuine	0	0.1445	0	0.0
UBB	UBC	DN_NC_073228.2_83796015_2	DN_NC_073234.2_140369418_3	genuine	0	0.6709	680	0.668
UBE2L3	YDJC	DN_NC_086018.1_19196747_2	DN_NC_086018.1_19202967_5	genuine	0	0.1668	487	0.3547
ZFP1	ZNF619	DN_NC_073242.2_105636398_4	DN_NC_086017.1_50382141_5	genuine	0	0.2261	0	0.0
ZFP3	ZNF283	DN_NC_073243.2_20204464_2	DN_NC_073244.2_55341363_7	genuine	0	0.2085	0	0.0
ZFP37	ZNF302	DN_NC_073237.2_109279481_4	DN_NC_073244.2_45737704_5	genuine	0	0.1839	0	0.0
ZFP37	ZNF487	DN_NC_073232.2_71973207_3	DN_NC_073237.2_109279481_4	genuine	0	0.2278	0	0.0
ZFP37	ZNF501	DN_NC_073237.2_109279481_4	DN_NC_086017.1_54629198_3	genuine	0	0.1785	0	0.0
ZFP62	ZKSCAN7	DN_NC_073228.2_184836166_2	DN_NC_086017.1_54457640_6	genuine	0	0.1557	0	0.0
ZFP62	ZNF660	DN_NC_073228.2_184836165_2	DN_NC_086017.1_54487757_3	genuine	0	0.2115	0	0.0
ZFP62	ZNF778	DN_NC_073228.2_184836166_2	DN_NC_073242.2_119807836_6	genuine	0	0.1472	0	0.0
ZFP62	ZSCAN2	DN_NC_073228.2_184836166_2	DN_NC_073240.2_85898394_3	genuine	0	0.1315	0	0.0
ZFP82	ZNF283	DN_NC_073244.2_47586219_5	DN_NC_073244.2_55341363_7	genuine	0	0.3120	0	0.0
ZKSCAN7	ZNF660	DN_NC_086017.1_54457640_6	DN_NC_086017.1_54487757_3	genuine	0	0.3889	0	0.0
ZNF112	ZNF222	DN_NC_073244.2_55538420_4	DN_NC_073244.2_55835875_4	genuine	0	0.2263	0	0.0
ZNF112	ZNF230	DN_NC_073244.2_55516115_5	DN_NC_073244.2_55835875_4	genuine	0	0.1470	0	0.0
ZNF112	ZNF239	DN_NC_073232.2_71881634_2	DN_NC_073244.2_55835875_4	genuine	0	0.2521	0	0.0
ZNF121	ZNF397	DN_NC_073241.2_64468689_4	DN_NC_073244.2_15605841_4	genuine	0	0.2167	0	0.0
ZNF124	ZNF441	DN_NC_073224.2_8261601_4	DN_NC_073244.2_17797611_4	genuine	0	0.1525	0	0.0
ZNF132	ZNF586	DN_NC_073244.2_69873255_2	DN_NC_073244.2_70525717_3	genuine	0	0.1403	0	0.0
ZNF134	ZNF551	DN_NC_073244.2_69715828_2	DN_NC_073244.2_69783488_3	genuine	0	0.2104	0	0.0
ZNF135	ZNF3	DN_NC_073230.2_88683937_6	DN_NC_073244.2_70159242_5	genuine	0	0.2454	0	0.0
ZNF141	ZNF721	DN_NC_073227.2_8907801_4	DN_NC_073227.2_9010062_2	genuine	0	0.1567	1656	0.3579
ZNF141	ZNF91	DN_NC_073227.2_8907801_4	DN_NC_073244.2_29680825_2	genuine	0	0.1927	0	0.0
ZNF154	ZNF551	DN_NC_073244.2_69783488_3	DN_NC_073244.2_69799604_5	genuine	0	0.1738	0	0.0
ZNF16	ZNF251	DN_NC_073231.2_150568091_5	DN_NC_073231.2_150777699_3	genuine	0	0.2866	0	0.0
ZNF16	ZNF3	DN_NC_073230.2_88683937_6	DN_NC_073231.2_150777699_3	genuine	0	0.2148	0	0.0
ZNF180	ZNF302	DN_NC_073244.2_45737704_5	DN_NC_073244.2_55989141_5	genuine	0	0.1490	0	0.0
ZNF182	ZNF487	DN_NC_073232.2_71973207_3	DN_NC_073247.2_58372296_6	genuine	0	0.1789	0	0.0
ZNF197	ZNF660	DN_NC_086017.1_54487757_3	DN_NC_086017.1_54527845_6	genuine	0	0.2236	0	0.0
ZNF205	ZNF497	DN_NC_073242.2_6758889_7	DN_NC_073244.2_70451371_2	genuine	0	0.3342	0	0.0
ZNF205	ZNF629	DN_NC_073242.2_36498381_3	DN_NC_073242.2_6758889_7	genuine	0	0.1973	0	0.0
ZNF205	ZNF672	DN_NC_073224.2_5641112_4	DN_NC_073242.2_6758889_7	genuine	0	0.2496	0	0.0
ZNF205	ZNF697	DN_NC_073224.2_124008865_3	DN_NC_073242.2_6758889_7	genuine	0	0.1912	0	0.0
ZNF222	ZNF229	DN_NC_073244.2_55538420_4	DN_NC_073244.2_55940471_6	genuine	0	0.1317	0	0.0
ZNF224	ZNF239	DN_NC_073232.2_71881610_2	DN_NC_073244.2_55607411_6	genuine	0	0.1412	0	0.0
ZNF229	ZNF239	DN_NC_073232.2_71881634_2	DN_NC_073244.2_55940471_6	genuine	0	0.2617	0	0.0
ZNF232	ZNF502	DN_NC_073243.2_20232546_4	DN_NC_086017.1_54612772_3	genuine	0	0.1486	0	0.0
ZNF254	ZNF28	DN_NC_073244.2_30438386_2	DN_NC_073244.2_64759228_5	genuine	0	0.3206	0	0.0
ZNF26	ZNF484	DN_NC_073234.2_148486259_4	DN_NC_073237.2_89310571_5	genuine	0	0.2396	0	0.0
ZNF260	ZNF33B	DN_NC_073232.2_72820474_5	DN_NC_073244.2_47706466_2	genuine	0	0.1584	0	0.0
ZNF260	ZNF487	DN_NC_073232.2_71973207_3	DN_NC_073244.2_47706466_2	genuine	0	0.1453	0	0.0
ZNF260	ZNF624	DN_NC_073228.2_83513581_6	DN_NC_073244.2_47706460_3	genuine	0	0.2000	0	0.0
ZNF260	ZNF717	DN_NC_073244.2_47706466_2	DN_NC_086017.1_85766278_5	genuine	0	0.1808	0	0.0
ZNF268	ZNF487	DN_NC_073232.2_71973207_3	DN_NC_073234.2_148682020_7	genuine	0	0.1314	0	0.0
ZNF268	ZNF883	DN_NC_073234.2_148682020_7	DN_NC_073237.2_109230975_4	genuine	0	0.1590	0	0.0
ZNF273	ZNF91	DN_NC_073230.2_74299233_4	DN_NC_073244.2_29680825_2	genuine	0	0.3305	0	0.0
ZNF28	ZNF681	DN_NC_073244.2_30067652_4	DN_NC_073244.2_64759228_5	genuine	0	0.2019	0	0.0
ZNF28	ZNF721	DN_NC_073227.2_9010062_2	DN_NC_073244.2_64759228_5	genuine	0	0.2411	0	0.0
ZNF28	ZNF91	DN_NC_073244.2_29680825_4	DN_NC_073244.2_64759228_5	genuine	0	0.3451	0	0.0
ZNF283	ZNF331	DN_NC_073244.2_55341363_7	DN_NC_073244.2_65470296_6	genuine	0	0.2341	0	0.0
ZNF283	ZNF461	DN_NC_073244.2_47831779_6	DN_NC_073244.2_55341363_7	genuine	0	0.2381	0	0.0
ZNF283	ZNF565	DN_NC_073244.2_47250467_5	DN_NC_073244.2_55341363_7	genuine	0	0.2210	0	0.0
ZNF283	ZNF566	DN_NC_073244.2_47642985_5	DN_NC_073244.2_55341363_7	genuine	0	0.2396	0	0.0
ZNF283	ZNF582	DN_NC_073244.2_55341363_7	DN_NC_073244.2_68491976_5	genuine	0	0.2032	0	0.0
ZNF283	ZNF829	DN_NC_073244.2_48066692_6	DN_NC_073244.2_55341363_7	genuine	0	0.2704	0	0.0
ZNF287	ZNF501	DN_NC_073228.2_83600319_6	DN_NC_086017.1_54629198_3	genuine	0	0.1613	0	0.0
ZNF287	ZNF883	DN_NC_073228.2_83600319_6	DN_NC_073237.2_109230975_4	genuine	0	0.2460	0	0.0
ZNF3	ZNF544	DN_NC_073230.2_88683937_6	DN_NC_073244.2_70323040_7	genuine	0	0.1873	0	0.0
ZNF302	ZNF484	DN_NC_073237.2_89310571_5	DN_NC_073244.2_45737704_5	genuine	0	0.1866	0	0.0
ZNF302	ZNF585B	DN_NC_073244.2_45737704_5	DN_NC_073244.2_48352926_4	genuine	0	0.2114	0	0.0
ZNF304	ZNF586	DN_NC_073244.2_69454318_2	DN_NC_073244.2_69873255_2	genuine	0	0.1579	0	0.0
ZNF311	ZNF35	DN_NC_073229.2_46656086_7	DN_NC_086017.1_54551513_4	genuine	0	0.1320	0	0.0
ZNF324	ZNF835	DN_NC_073244.2_68766684_2	DN_NC_073244.2_70558480_2	genuine	0	0.2171	0	0.0
ZNF331	ZNF566	DN_NC_073244.2_47642985_5	DN_NC_073244.2_65470296_6	genuine	0	0.1722	0	0.0
ZNF334	ZNF487	DN_NC_073232.2_71973207_3	DN_NC_073245.2_58728682_5	genuine	0	0.1798	0	0.0
ZNF33B	ZNF487	DN_NC_073232.2_71973207_3	DN_NC_073232.2_72820474_5	genuine	0	0.1576	0	0.0
ZNF33B	ZNF883	DN_NC_073232.2_72820474_5	DN_NC_073237.2_109230975_4	genuine	0	0.1545	0	0.0
ZNF35	ZNF550	DN_NC_073244.2_69643403_5	DN_NC_086017.1_54551513_4	genuine	0	0.2426	0	0.0
ZNF354A	ZNF501	DN_NC_073228.2_182334642_5	DN_NC_086017.1_54629198_3	genuine	0	0.2220	0	0.0
ZNF382	ZNF487	DN_NC_073232.2_71973207_3	DN_NC_073244.2_47798559_5	genuine	0	0.1433	0	0.0
ZNF394	ZSCAN29	DN_NC_073230.2_89330255_2	DN_NC_073240.2_44172340_2	genuine	0	0.1706	0	0.0
ZNF415	ZNF91	DN_NC_073244.2_29680825_4	DN_NC_073244.2_65046428_2	genuine	0	0.2490	0	0.0
ZNF420	ZNF566	DN_NC_073244.2_47642985_5	DN_NC_073244.2_48242798_5	genuine	0	0.2589	0	0.0
ZNF430	ZNF91	DN_NC_073244.2_27504818_5	DN_NC_073244.2_29680825_4	genuine	0	0.2249	1886	0.5117
ZNF433	ZNF669	DN_NC_073224.2_8329397_4	DN_NC_073244.2_18047026_4	genuine	0	0.2838	0	0.0
ZNF433	ZNF670	DN_NC_073224.2_8356715_4	DN_NC_073244.2_18047026_4	genuine	0	0.1897	0	0.0
ZNF443	ZNF669	DN_NC_073224.2_8329397_4	DN_NC_073244.2_18470484_4	genuine	0	0.2427	0	0.0
ZNF468	ZNF91	DN_NC_073244.2_29680825_4	DN_NC_073244.2_64797239_5	genuine	0	0.1548	0	0.0
ZNF484	ZNF883	DN_NC_073237.2_109230975_4	DN_NC_073237.2_89310571_5	genuine	0	0.1550	0	0.0
ZNF486	ZNF721	DN_NC_073227.2_9009655_3	DN_NC_073244.2_26666712_5	genuine	0	0.1496	0	0.0
ZNF486	ZNF91	DN_NC_073244.2_26666712_5	DN_NC_073244.2_29680825_2	genuine	0	0.3031	0	0.0
ZNF487	ZNF510	DN_NC_073232.2_71973207_3	DN_NC_073237.2_93211680_6	genuine	0	0.2144	0	0.0
ZNF487	ZNF527	DN_NC_073232.2_71973207_3	DN_NC_073244.2_48620420_5	genuine	0	0.1423	0	0.0
ZNF487	ZNF567	DN_NC_073232.2_71973207_3	DN_NC_073244.2_47878793_6	genuine	0	0.2129	0	0.0
ZNF487	ZNF568	DN_NC_073232.2_71973207_3	DN_NC_073244.2_48093173_7	genuine	0	0.2139	0	0.0
ZNF487	ZNF569	DN_NC_073232.2_71973207_3	DN_NC_073244.2_48919547_6	genuine	0	0.2199	0	0.0
ZNF487	ZNF585A	DN_NC_073232.2_71973207_3	DN_NC_073244.2_48319142_5	genuine	0	0.2372	0	0.0
ZNF487	ZNF585B	DN_NC_073232.2_71973207_3	DN_NC_073244.2_48352926_4	genuine	0	0.2372	0	0.0
ZNF487	ZNF605	DN_NC_073232.2_71973207_3	DN_NC_073234.2_148420424_5	genuine	0	0.1611	0	0.0
ZNF487	ZNF624	DN_NC_073228.2_83513581_6	DN_NC_073232.2_71973207_3	genuine	0	0.1700	0	0.0
ZNF487	ZNF717	DN_NC_073232.2_71973207_3	DN_NC_086017.1_85766278_5	genuine	0	0.1472	0	0.0
ZNF487	ZNF782	DN_NC_073232.2_71973207_3	DN_NC_073237.2_93275727_4	genuine	0	0.2317	0	0.0
ZNF487	ZNF84	DN_NC_073232.2_71973207_3	DN_NC_073234.2_148537990_5	genuine	0	0.1497	0	0.0
ZNF487	ZNF883	DN_NC_073232.2_71973207_3	DN_NC_073237.2_109230975_4	genuine	0	0.1512	0	0.0
ZNF501	ZNF585A	DN_NC_073244.2_48319142_5	DN_NC_086017.1_54629198_3	genuine	0	0.1452	0	0.0
