gene_a	gene_b	cls	in_ep	core	bridge_dn_a	bridge_dn_b	mask_a	mask_b	bridge_mask
ZNF567	ZNF569	truthbar	1	0.3508	DN_NC_073244.2_47878793_6	DN_NC_073244.2_48919547_6	0.1800	0.1952	0.1952
ZNF567	ZNF577	truthbar	1						
ZNF567	ZNF585A	truthbar	1	0.2275	DN_NC_073244.2_47878793_6	DN_NC_073244.2_48319142_5	0.1800	0.1403	0.1800
ZNF567	ZNF585B	truthbar	1	0.3970	DN_NC_073244.2_47878793_6	DN_NC_073244.2_48352926_4	0.1800	0.1502	0.1800
ZNF567	ZNF605	truthbar	1	0.1415	DN_NC_073234.2_148420424_5	DN_NC_073244.2_47878793_6	0.0953	0.1800	0.1800
ZNF567	ZNF606	truthbar	1						
ZNF567	ZNF613	truthbar	1	0.1444	DN_NC_073244.2_47878793_6	DN_NC_073244.2_63895938_6	0.1800	0.1312	0.1800
ZNF567	ZNF614	truthbar	1	0.1441	DN_NC_073244.2_47878793_6	DN_NC_073244.2_63983979_5	0.1800	0.1252	0.1800
ZNF567	ZNF615	truthbar	1						
ZNF567	ZNF624	truthbar	1						
ZNF567	ZNF649	truthbar	1						
ZNF567	ZNF674	truthbar	1						
ZNF567	ZNF717	truthbar	1	0.3707	DN_NC_073244.2_47878793_6	DN_NC_086017.1_85766278_5	0.1800	0.1562	0.1800
ZNF567	ZNF782	truthbar	1	0.3655	DN_NC_073237.2_93275727_4	DN_NC_073244.2_47878793_6	0.1049	0.1800	0.1800
ZNF567	ZNF81	truthbar	1	0.1489	DN_NC_073244.2_47878793_6	DN_NC_073247.2_58228088_5	0.1800	0.1450	0.1800
ZNF567	ZNF84	truthbar	1	0.3338	DN_NC_073234.2_148537990_5	DN_NC_073244.2_47878793_6	0.2027	0.1800	0.2027
ZNF567	ZNF883	truthbar	1						
ZNF568	ZNF569	truthbar	1	0.2749	DN_NC_073244.2_48093173_7	DN_NC_073244.2_48919547_6	0.3190	0.1952	0.3190
ZNF568	ZNF577	truthbar	1						
ZNF568	ZNF585A	truthbar	1	0.2355	DN_NC_073244.2_48093173_7	DN_NC_073244.2_48319142_5	0.3190	0.1403	0.3190
ZNF568	ZNF585B	truthbar	1	0.2601	DN_NC_073244.2_48093173_7	DN_NC_073244.2_48352926_4	0.3190	0.1502	0.3190
ZNF568	ZNF605	truthbar	1	0.1461	DN_NC_073234.2_148420424_5	DN_NC_073244.2_48093173_7	0.0953	0.3190	0.3190
ZNF568	ZNF606	truthbar	1						
ZNF568	ZNF613	truthbar	1						
ZNF568	ZNF614	truthbar	1						
ZNF568	ZNF615	truthbar	1						
ZNF568	ZNF624	truthbar	1	0.2259	DN_NC_073228.2_83513581_6	DN_NC_073244.2_48093173_7	0.2734	0.3190	0.3190
ZNF568	ZNF649	truthbar	1						
ZNF568	ZNF674	truthbar	1	0.2126	DN_NC_073244.2_48093173_7	DN_NC_073247.2_56899135_7	0.3190	0.2309	0.3190
ZNF568	ZNF717	truthbar	1	0.1603	DN_NC_073244.2_48093173_7	DN_NC_086017.1_85766278_5	0.3190	0.1562	0.3190
ZNF568	ZNF782	truthbar	1	0.3089	DN_NC_073237.2_93275727_4	DN_NC_073244.2_48093173_7	0.1049	0.3190	0.3190
ZNF568	ZNF81	truthbar	1						
ZNF568	ZNF84	truthbar	1	0.2613	DN_NC_073234.2_148537990_5	DN_NC_073244.2_48093173_7	0.2027	0.3190	0.3190
ZNF568	ZNF883	truthbar	1	0.2596	DN_NC_073237.2_109230975_4	DN_NC_073244.2_48093173_7	0.2819	0.3190	0.3190
ZNF569	ZNF577	truthbar	1						
ZNF569	ZNF585A	truthbar	1	0.1369	DN_NC_073244.2_48319142_5	DN_NC_073244.2_48919547_6	0.1403	0.1952	0.1952
ZNF569	ZNF585B	truthbar	1	0.2737	DN_NC_073244.2_48352926_4	DN_NC_073244.2_48919547_6	0.1502	0.1952	0.1952
ZNF569	ZNF605	truthbar	1	0.2784	DN_NC_073234.2_148420424_5	DN_NC_073244.2_48919547_6	0.0953	0.1952	0.1952
ZNF569	ZNF606	truthbar	1						
ZNF569	ZNF613	truthbar	1						
ZNF569	ZNF614	truthbar	1						
ZNF569	ZNF615	truthbar	1						
ZNF569	ZNF624	truthbar	1	0.2273	DN_NC_073228.2_83513581_6	DN_NC_073244.2_48919547_6	0.2734	0.1952	0.2734
ZNF569	ZNF649	truthbar	1						
ZNF569	ZNF674	truthbar	1	0.2178	DN_NC_073244.2_48919547_6	DN_NC_073247.2_56899135_7	0.1952	0.2309	0.2309
ZNF569	ZNF717	truthbar	1	0.2336	DN_NC_073244.2_48919547_6	DN_NC_086017.1_85766278_5	0.1952	0.1562	0.1952
ZNF569	ZNF782	truthbar	1						
ZNF569	ZNF81	truthbar	1						
ZNF569	ZNF84	truthbar	1	0.1808	DN_NC_073234.2_148537990_5	DN_NC_073244.2_48919547_6	0.2027	0.1952	0.2027
ZNF569	ZNF883	truthbar	1	0.2632	DN_NC_073237.2_109230975_4	DN_NC_073244.2_48919547_6	0.2819	0.1952	0.2819
ZNF57	ZNF627	truthbar	1	0.1675	DN_NC_073244.2_17635782_4	DN_NC_073244.2_8680135_4	0.2854	0.2270	0.2854
ZNF57	ZNF669	truthbar	1						
ZNF57	ZNF670	truthbar	1						
ZNF57	ZNF77	truthbar	1	0.2740	DN_NC_073244.2_8680135_4	DN_NC_073244.2_8711681_4	0.2270	0.1126	0.2270
ZNF57	ZNF791	truthbar	1	0.1834	DN_NC_073244.2_18649721_4	DN_NC_073244.2_8680135_4	0.4193	0.2270	0.4193
ZNF57	ZNF799	truthbar	1						
ZNF57	ZNF823	truthbar	1						
ZNF571	ZNF573	truthbar	1	0.1368	DN_NC_073244.2_49072464_4	DN_NC_073244.2_49246931_6	0.1879	0.3121	0.3121
ZNF571	ZNF582	truthbar	1	0.3653	DN_NC_073244.2_49072464_4	DN_NC_073244.2_68491976_5	0.1879	0.1818	0.1879
ZNF571	ZNF583	truthbar	1	0.2236	DN_NC_073244.2_49072464_4	DN_NC_073244.2_68513423_5	0.1879	0.2489	0.2489
ZNF571	ZNF596	truthbar	1						
ZNF571	ZNF607	truthbar	1	0.2179	DN_NC_073244.2_49072464_4	DN_NC_073244.2_49205215_5	0.1879	0.1922	0.1922
ZNF571	ZNF665	truthbar	1	0.2666	DN_NC_073244.2_49072464_4	DN_NC_073244.2_65102393_4	0.1879	0.3815	0.3815
ZNF571	ZNF684	truthbar	1	0.1656	DN_NC_073224.2_199406700_5	DN_NC_073244.2_49072464_4	0.1901	0.1879	0.1901
ZNF571	ZNF780A	truthbar	1						
ZNF571	ZNF780B	truthbar	1	0.1538	DN_NC_073244.2_49072464_4	DN_NC_073244.2_51783968_5	0.1879	0.2381	0.2381
ZNF571	ZNF790	truthbar	1	0.2891	DN_NC_073244.2_47997304_5	DN_NC_073244.2_49072464_4	0.2772	0.1879	0.2772
ZNF571	ZNF829	truthbar	1	0.3395	DN_NC_073244.2_48066692_6	DN_NC_073244.2_49072464_4	0.4705	0.1879	0.4705
ZNF571	ZNF891	truthbar	1						
ZNF572	ZNF629	genuine	0						
ZNF572	ZNF672	truthbar	1						
ZNF572	ZNF696	truthbar	1						
ZNF572	ZNF697	truthbar	1						
ZNF572	ZNF71	truthbar	1						
ZNF572	ZNF74	truthbar	1						
ZNF572	ZNF768	genuine	0						
ZNF572	ZNF771	truthbar	1						
ZNF572	ZNF774	truthbar	1	0.1587	DN_NC_073231.2_130802378_3	DN_NC_073240.2_91564233_4	0.2361	0.1491	0.2361
ZNF572	ZNF835	truthbar	1						
ZNF573	ZNF582	truthbar	1	0.1842	DN_NC_073244.2_49246931_6	DN_NC_073244.2_68491976_5	0.3121	0.1818	0.3121
ZNF573	ZNF583	truthbar	1	0.3747	DN_NC_073244.2_49246931_6	DN_NC_073244.2_68513423_5	0.3121	0.2489	0.3121
ZNF573	ZNF596	truthbar	1						
ZNF573	ZNF607	truthbar	1	0.1396	DN_NC_073244.2_49205215_5	DN_NC_073244.2_49246931_6	0.1922	0.3121	0.3121
ZNF573	ZNF665	truthbar	1	0.2822	DN_NC_073244.2_49246931_6	DN_NC_073244.2_65102393_4	0.3121	0.3815	0.3815
ZNF573	ZNF684	truthbar	1	0.1332	DN_NC_073224.2_199406700_5	DN_NC_073244.2_49246931_6	0.1901	0.3121	0.3121
ZNF573	ZNF780A	truthbar	1	0.1663	DN_NC_073244.2_49246931_6	DN_NC_073244.2_51825388_5	0.3121	0.1618	0.3121
ZNF573	ZNF780B	truthbar	1						
ZNF573	ZNF790	truthbar	1	0.3359	DN_NC_073244.2_47997304_5	DN_NC_073244.2_49246931_6	0.2772	0.3121	0.3121
ZNF573	ZNF829	truthbar	1	0.2018	DN_NC_073244.2_48066692_6	DN_NC_073244.2_49246931_6	0.4705	0.3121	0.4705
ZNF573	ZNF891	truthbar	1						
ZNF577	ZNF585A	truthbar	1						
ZNF577	ZNF585B	truthbar	1						
ZNF577	ZNF605	truthbar	1						
ZNF577	ZNF606	genuine	0						
ZNF577	ZNF613	truthbar	1						
ZNF577	ZNF614	truthbar	1						
ZNF577	ZNF615	truthbar	1						
ZNF577	ZNF624	genuine	0						
ZNF577	ZNF649	truthbar	1						
ZNF577	ZNF674	truthbar	1						
ZNF577	ZNF717	truthbar	1						
ZNF577	ZNF782	genuine	0						
ZNF577	ZNF81	truthbar	1						
ZNF577	ZNF84	truthbar	1						
ZNF577	ZNF883	truthbar	1						
ZNF578	ZNF595	truthbar	1						
ZNF578	ZNF600	truthbar	1	0.2183	DN_NC_073244.2_64426370_6	DN_NC_073244.2_64724127_4	0.4463	0.3339	0.4463
ZNF578	ZNF611	truthbar	1	0.2175	DN_NC_073244.2_64426370_6	DN_NC_073244.2_64672255_4	0.4463	0.3521	0.4463
ZNF578	ZNF616	truthbar	1						
ZNF578	ZNF626	truthbar	1						
ZNF578	ZNF655	truthbar	1						
ZNF578	ZNF675	truthbar	1						
ZNF578	ZNF678	truthbar	1						
ZNF578	ZNF680	truthbar	1						
ZNF578	ZNF681	truthbar	1						
ZNF578	ZNF682	truthbar	1	0.1885	DN_NC_073244.2_26470366_4	DN_NC_073244.2_64426370_6	0.3255	0.4463	0.4463
ZNF578	ZNF695	truthbar	1						
ZNF578	ZNF701	truthbar	1	0.2187	DN_NC_073244.2_64426370_6	DN_NC_073244.2_64543447_4	0.4463	0.2106	0.4463
ZNF578	ZNF721	truthbar	1						
ZNF578	ZNF723	truthbar	1						
ZNF578	ZNF727	truthbar	1						
ZNF578	ZNF736	truthbar	1						
ZNF578	ZNF761	truthbar	1	0.1632	DN_NC_073244.2_64426370_6	DN_NC_073244.2_65362909_5	0.4463	0.3364	0.4463
ZNF578	ZNF766	truthbar	1						
ZNF578	ZNF8	truthbar	1						
ZNF578	ZNF808	truthbar	1	0.3782	DN_NC_073244.2_64426370_6	DN_NC_073244.2_64500861_5	0.4463	0.4373	0.4463
ZNF578	ZNF813	truthbar	1	0.3362	DN_NC_073244.2_64426370_6	DN_NC_073244.2_65398487_4	0.4463	0.3208	0.4463
ZNF578	ZNF83	truthbar	1	0.3601	DN_NC_073244.2_64426370_6	DN_NC_073244.2_64585864_4	0.4463	0.3038	0.4463
ZNF578	ZNF836	truthbar	1						
ZNF578	ZNF841	truthbar	1						
ZNF578	ZNF888	truthbar	1	0.1876	DN_NC_073244.2_64426370_6	DN_NC_073244.2_64860608_4	0.4463	0.4244	0.4463
ZNF578	ZNF91	truthbar	1						
ZNF578	ZNF92	truthbar	1						
ZNF582	ZNF583	truthbar	1	0.2605	DN_NC_073244.2_68491976_5	DN_NC_073244.2_68513423_5	0.1818	0.2489	0.2489
ZNF582	ZNF596	truthbar	1						
ZNF582	ZNF607	truthbar	1						
ZNF582	ZNF665	truthbar	1						
ZNF582	ZNF684	truthbar	1						
ZNF582	ZNF780A	truthbar	1	0.2653	DN_NC_073244.2_51825388_5	DN_NC_073244.2_68491976_5	0.1618	0.1818	0.1818
ZNF582	ZNF780B	truthbar	1	0.1548	DN_NC_073244.2_51783968_5	DN_NC_073244.2_68491976_5	0.2381	0.1818	0.2381
ZNF582	ZNF790	truthbar	1	0.2543	DN_NC_073244.2_47997304_5	DN_NC_073244.2_68491976_5	0.2772	0.1818	0.2772
ZNF582	ZNF829	truthbar	1	0.2470	DN_NC_073244.2_48066692_6	DN_NC_073244.2_68491976_5	0.4705	0.1818	0.4705
ZNF582	ZNF891	truthbar	1						
ZNF583	ZNF596	truthbar	1						
ZNF583	ZNF607	truthbar	1	0.2077	DN_NC_073244.2_49205215_5	DN_NC_073244.2_68513423_5	0.1922	0.2489	0.2489
ZNF583	ZNF665	truthbar	1	0.1731	DN_NC_073244.2_65102393_4	DN_NC_073244.2_68513423_5	0.3815	0.2489	0.3815
ZNF583	ZNF684	truthbar	1						
ZNF583	ZNF780A	truthbar	1						
ZNF583	ZNF780B	truthbar	1	0.1791	DN_NC_073244.2_51783968_5	DN_NC_073244.2_68513423_5	0.2381	0.2489	0.2489
ZNF583	ZNF790	truthbar	1						
ZNF583	ZNF829	truthbar	1	0.1756	DN_NC_073244.2_48066692_6	DN_NC_073244.2_68513423_5	0.4705	0.2489	0.4705
ZNF583	ZNF891	truthbar	1	0.1560	DN_NC_073234.2_148620174_2	DN_NC_073244.2_68513423_5	0.1279	0.2489	0.2489
ZNF584	ZNF586	truthbar	1						
ZNF584	ZNF671	truthbar	1						
ZNF584	ZNF776	truthbar	1						
ZNF584	ZNF792	truthbar	1						
ZNF585A	ZNF585B	TP	1	0.8219	DN_NC_073244.2_48319142_5	DN_NC_073244.2_48352926_4	0.1403	0.1502	0.1502
ZNF585A	ZNF605	truthbar	1	0.3490	DN_NC_073234.2_148420424_5	DN_NC_073244.2_48319142_5	0.0953	0.1403	0.1403
ZNF585A	ZNF606	truthbar	1	0.2105	DN_NC_073244.2_48319142_5	DN_NC_073244.2_70077616_7	0.1403	0.1288	0.1403
ZNF585A	ZNF613	truthbar	1	0.1695	DN_NC_073244.2_48319142_5	DN_NC_073244.2_63895938_6	0.1403	0.1312	0.1403
ZNF585A	ZNF614	truthbar	1	0.1408	DN_NC_073244.2_48319142_5	DN_NC_073244.2_63983979_5	0.1403	0.1252	0.1403
ZNF585A	ZNF615	truthbar	1	0.2458	DN_NC_073244.2_48319142_5	DN_NC_073244.2_63961971_6	0.1403	0.1868	0.1868
ZNF585A	ZNF624	truthbar	1	0.3400	DN_NC_073228.2_83513581_6	DN_NC_073244.2_48319142_5	0.2734	0.1403	0.2734
ZNF585A	ZNF649	truthbar	1	0.1823	DN_NC_073244.2_48319142_5	DN_NC_073244.2_63855100_5	0.1403	0.1720	0.1720
ZNF585A	ZNF674	truthbar	1	0.1512	DN_NC_073244.2_48319142_5	DN_NC_073247.2_56899135_7	0.1403	0.2309	0.2309
ZNF585A	ZNF717	truthbar	1	0.2085	DN_NC_073244.2_48319142_5	DN_NC_086017.1_85766278_5	0.1403	0.1562	0.1562
ZNF585A	ZNF782	truthbar	1						
ZNF585A	ZNF81	truthbar	1	0.2537	DN_NC_073244.2_48319142_5	DN_NC_073247.2_58228088_5	0.1403	0.1450	0.1450
ZNF585A	ZNF84	truthbar	1	0.1460	DN_NC_073234.2_148537990_5	DN_NC_073244.2_48319142_5	0.2027	0.1403	0.2027
ZNF585A	ZNF883	genuine	0	0.2038	DN_NC_073237.2_109230975_4	DN_NC_073244.2_48319142_5	0.2819	0.1403	0.2819
ZNF585B	ZNF605	truthbar	1	0.4396	DN_NC_073234.2_148420424_5	DN_NC_073244.2_48352926_4	0.0953	0.1502	0.1502
ZNF585B	ZNF606	truthbar	1	0.4484	DN_NC_073244.2_48352926_4	DN_NC_073244.2_70077616_7	0.1502	0.1288	0.1502
ZNF585B	ZNF613	truthbar	1	0.2016	DN_NC_073244.2_48352926_4	DN_NC_073244.2_63895938_6	0.1502	0.1312	0.1502
ZNF585B	ZNF614	truthbar	1						
ZNF585B	ZNF615	truthbar	1	0.1798	DN_NC_073244.2_48352926_4	DN_NC_073244.2_63961971_6	0.1502	0.1868	0.1868
ZNF585B	ZNF624	truthbar	1	0.3606	DN_NC_073228.2_83513581_6	DN_NC_073244.2_48352926_4	0.2734	0.1502	0.2734
ZNF585B	ZNF649	genuine	0	0.1359	DN_NC_073244.2_48352926_4	DN_NC_073244.2_63855100_5	0.1502	0.1720	0.1720
ZNF585B	ZNF674	truthbar	1	0.2334	DN_NC_073244.2_48352926_4	DN_NC_073247.2_56899135_7	0.1502	0.2309	0.2309
ZNF585B	ZNF717	truthbar	1	0.2407	DN_NC_073244.2_48352926_4	DN_NC_086017.1_85766278_5	0.1502	0.1562	0.1562
ZNF585B	ZNF782	truthbar	1						
ZNF585B	ZNF81	truthbar	1	0.3538	DN_NC_073244.2_48352926_4	DN_NC_073247.2_58228088_5	0.1502	0.1450	0.1502
ZNF585B	ZNF84	truthbar	1	0.1672	DN_NC_073234.2_148537990_5	DN_NC_073244.2_48352926_4	0.2027	0.1502	0.2027
ZNF585B	ZNF883	genuine	0	0.1971	DN_NC_073237.2_109230975_4	DN_NC_073244.2_48352926_4	0.2819	0.1502	0.2819
ZNF586	ZNF671	truthbar	1						
ZNF586	ZNF776	TP	1	0.1906	DN_NC_073244.2_69848694_2	DN_NC_073244.2_69873255_2	0.1791	0.1093	0.1791
ZNF586	ZNF792	genuine	0	0.1350	DN_NC_073244.2_46013405_4	DN_NC_073244.2_69873255_2	0.1794	0.1093	0.1794
ZNF589	ZNF875	truthbar	1	0.3403	DN_NC_073244.2_48583045_5	DN_NC_086017.1_58115065_4	0.0743	0.2184	0.2184
ZNF594	ZNF660	genuine	0	0.2339	DN_NC_073243.2_20324218_2	DN_NC_086017.1_54487757_3	0.2717	0.2863	0.2863
ZNF594	ZNF667	truthbar	1						
ZNF594	ZNF699	truthbar	1	0.1386	DN_NC_073243.2_20324218_2	DN_NC_073244.2_15324693_6	0.2717	0.3092	0.3092
ZNF594	ZNF778	genuine	0						
ZNF594	ZNF805	truthbar	1						
ZNF594	ZSCAN2	truthbar	1						
ZNF594	ZSCAN20	genuine	0						
ZNF595	ZNF600	truthbar	1						
ZNF595	ZNF611	truthbar	1	0.1319	DN_NC_073227.2_8633416_4	DN_NC_073244.2_64672255_4	0.5220	0.3521	0.5220
ZNF595	ZNF616	truthbar	1	0.1666	DN_NC_073227.2_8633418_2	DN_NC_073244.2_64081943_4	0.5689	0.2620	0.5689
ZNF595	ZNF626	truthbar	1	0.3474	DN_NC_073227.2_8633418_2	DN_NC_073244.2_27131194_2	0.5689	0.4557	0.5689
ZNF595	ZNF655	truthbar	1						
ZNF595	ZNF675	truthbar	1	0.4314	DN_NC_073227.2_8633416_4	DN_NC_073244.2_29970261_4	0.5220	0.3774	0.5220
ZNF595	ZNF678	truthbar	1	0.4329	DN_NC_073224.2_40627195_4	DN_NC_073227.2_8633418_2	0.3220	0.5689	0.5689
ZNF595	ZNF680	truthbar	1	0.4221	DN_NC_073227.2_8633418_2	DN_NC_073230.2_73977205_4	0.5689	0.3066	0.5689
ZNF595	ZNF681	truthbar	1	0.3825	DN_NC_073227.2_8633418_2	DN_NC_073244.2_30067652_4	0.5689	0.4267	0.5689
ZNF595	ZNF682	truthbar	1	0.3482	DN_NC_073227.2_8633418_2	DN_NC_073244.2_26470366_4	0.5689	0.3255	0.5689
ZNF595	ZNF695	truthbar	1	0.3728	DN_NC_073224.2_8422960_4	DN_NC_073227.2_8633418_2	0.3045	0.5689	0.5689
ZNF595	ZNF701	truthbar	1						
ZNF595	ZNF721	truthbar	1	0.2174	DN_NC_073227.2_8633418_2	DN_NC_073227.2_9010062_2	0.5689	0.3953	0.5689
ZNF595	ZNF723	truthbar	1	0.4180	DN_NC_073227.2_8633418_2	DN_NC_073244.2_29232445_4	0.5689	0.5099	0.5689
ZNF595	ZNF727	truthbar	1	0.4225	DN_NC_073227.2_8633416_4	DN_NC_073230.2_73508332_4	0.5220	0.3146	0.5220
ZNF595	ZNF736	truthbar	1	0.2858	DN_NC_073227.2_8633418_2	DN_NC_073230.2_73776646_4	0.5689	0.3000	0.5689
ZNF595	ZNF761	truthbar	1						
ZNF595	ZNF766	truthbar	1						
ZNF595	ZNF8	truthbar	1						
ZNF595	ZNF808	truthbar	1						
ZNF595	ZNF813	truthbar	1	0.1335	DN_NC_073227.2_8633416_4	DN_NC_073244.2_65398487_4	0.5220	0.3208	0.5220
ZNF595	ZNF83	truthbar	1						
ZNF595	ZNF836	truthbar	1	0.1588	DN_NC_073227.2_8633416_4	DN_NC_073244.2_64125568_5	0.5220	0.4107	0.5220
ZNF595	ZNF841	truthbar	1						
ZNF595	ZNF888	truthbar	1						
ZNF595	ZNF91	truthbar	1	0.4645	DN_NC_073227.2_8633416_4	DN_NC_073244.2_29680825_2	0.5220	0.5202	0.5220
ZNF595	ZNF92	truthbar	1	0.4270	DN_NC_073227.2_8633418_2	DN_NC_073230.2_74637722_4	0.5689	0.3318	0.5689
ZNF596	ZNF607	truthbar	1						
ZNF596	ZNF665	truthbar	1						
ZNF596	ZNF684	truthbar	1						
ZNF596	ZNF780A	truthbar	1						
ZNF596	ZNF780B	truthbar	1						
ZNF596	ZNF790	truthbar	1						
ZNF596	ZNF829	truthbar	1						
ZNF596	ZNF891	truthbar	1						
ZNF600	ZNF611	TP	1	0.2534	DN_NC_073244.2_64672255_4	DN_NC_073244.2_64724127_4	0.3521	0.3339	0.3521
ZNF600	ZNF616	truthbar	1	0.1831	DN_NC_073244.2_64081943_4	DN_NC_073244.2_64724127_4	0.2620	0.3339	0.3339
ZNF600	ZNF626	truthbar	1	0.2137	DN_NC_073244.2_27131194_2	DN_NC_073244.2_64724127_4	0.4557	0.3339	0.4557
ZNF600	ZNF655	truthbar	1						
ZNF600	ZNF675	truthbar	1	0.1426	DN_NC_073244.2_29970261_4	DN_NC_073244.2_64724127_4	0.3774	0.3339	0.3774
ZNF600	ZNF678	truthbar	1						
ZNF600	ZNF680	truthbar	1						
ZNF600	ZNF681	truthbar	1						
ZNF600	ZNF682	truthbar	1						
ZNF600	ZNF695	truthbar	1						
ZNF600	ZNF701	truthbar	1	0.2192	DN_NC_073244.2_64543447_4	DN_NC_073244.2_64724127_4	0.2106	0.3339	0.3339
ZNF600	ZNF721	truthbar	1						
ZNF600	ZNF723	truthbar	1						
ZNF600	ZNF727	truthbar	1						
ZNF600	ZNF736	truthbar	1						
ZNF600	ZNF761	truthbar	1	0.2051	DN_NC_073244.2_64724127_4	DN_NC_073244.2_65362909_5	0.3339	0.3364	0.3364
ZNF600	ZNF766	truthbar	1						
ZNF600	ZNF8	truthbar	1						
ZNF600	ZNF808	truthbar	1	0.2449	DN_NC_073244.2_64500861_5	DN_NC_073244.2_64724127_4	0.4373	0.3339	0.4373
ZNF600	ZNF813	truthbar	1	0.2786	DN_NC_073244.2_64724127_4	DN_NC_073244.2_65398487_4	0.3339	0.3208	0.3339
ZNF600	ZNF83	truthbar	1	0.3064	DN_NC_073244.2_64585864_4	DN_NC_073244.2_64724127_4	0.3038	0.3339	0.3339
ZNF600	ZNF836	truthbar	1	0.1898	DN_NC_073244.2_64125568_5	DN_NC_073244.2_64724127_4	0.4107	0.3339	0.4107
ZNF600	ZNF841	truthbar	1	0.1935	DN_NC_073244.2_64034715_7	DN_NC_073244.2_64724127_4	0.3325	0.3339	0.3339
ZNF600	ZNF888	truthbar	1	0.2973	DN_NC_073244.2_64724127_4	DN_NC_073244.2_64860608_4	0.3339	0.4244	0.4244
ZNF600	ZNF91	truthbar	1	0.1889	DN_NC_073244.2_29680825_2	DN_NC_073244.2_64724127_4	0.5202	0.3339	0.5202
ZNF600	ZNF92	truthbar	1						
ZNF605	ZNF606	truthbar	1	0.1765	DN_NC_073234.2_148420424_5	DN_NC_073244.2_70077616_7	0.0953	0.1288	0.1288
ZNF605	ZNF613	truthbar	1	0.2697	DN_NC_073234.2_148420424_5	DN_NC_073244.2_63895938_6	0.0953	0.1312	0.1312
ZNF605	ZNF614	truthbar	1	0.1323	DN_NC_073234.2_148420424_5	DN_NC_073244.2_63983979_5	0.0953	0.1252	0.1252
ZNF605	ZNF615	truthbar	1	0.1540	DN_NC_073234.2_148420424_5	DN_NC_073244.2_63961971_6	0.0953	0.1868	0.1868
ZNF605	ZNF624	truthbar	1	0.2178	DN_NC_073228.2_83513581_6	DN_NC_073234.2_148420424_5	0.2734	0.0953	0.2734
ZNF605	ZNF649	truthbar	1	0.1453	DN_NC_073234.2_148420424_5	DN_NC_073244.2_63855100_5	0.0953	0.1720	0.1720
ZNF605	ZNF674	truthbar	1	0.2136	DN_NC_073234.2_148420424_5	DN_NC_073247.2_56899135_7	0.0953	0.2309	0.2309
ZNF605	ZNF717	truthbar	1						
ZNF605	ZNF782	truthbar	1						
ZNF605	ZNF81	truthbar	1						
ZNF605	ZNF84	truthbar	1	0.3523	DN_NC_073234.2_148420424_5	DN_NC_073234.2_148537990_5	0.0953	0.2027	0.2027
ZNF605	ZNF883	truthbar	1						
ZNF606	ZNF613	truthbar	1						
ZNF606	ZNF614	truthbar	1						
ZNF606	ZNF615	truthbar	1						
ZNF606	ZNF624	truthbar	1	0.1342	DN_NC_073228.2_83513581_6	DN_NC_073244.2_70077616_7	0.2734	0.1288	0.2734
ZNF606	ZNF649	truthbar	1						
ZNF606	ZNF674	truthbar	1	0.2178	DN_NC_073244.2_70077616_7	DN_NC_073247.2_56899135_7	0.1288	0.2309	0.2309
ZNF606	ZNF717	truthbar	1	0.1913	DN_NC_073244.2_70077616_7	DN_NC_086017.1_85766278_5	0.1288	0.1562	0.1562
ZNF606	ZNF782	truthbar	1	0.2176	DN_NC_073237.2_93275727_4	DN_NC_073244.2_70077616_7	0.1049	0.1288	0.1288
ZNF606	ZNF81	truthbar	1						
ZNF606	ZNF84	truthbar	1						
ZNF606	ZNF883	genuine	0	0.2348	DN_NC_073237.2_109230975_4	DN_NC_073244.2_70077616_7	0.2819	0.1288	0.2819
ZNF607	ZNF665	truthbar	1	0.1969	DN_NC_073244.2_49205215_5	DN_NC_073244.2_65102393_4	0.1922	0.3815	0.3815
ZNF607	ZNF684	truthbar	1						
ZNF607	ZNF780A	truthbar	1	0.2806	DN_NC_073244.2_49205215_5	DN_NC_073244.2_51825388_5	0.1922	0.1618	0.1922
ZNF607	ZNF780B	truthbar	1	0.2094	DN_NC_073244.2_49205215_5	DN_NC_073244.2_51783968_5	0.1922	0.2381	0.2381
ZNF607	ZNF790	truthbar	1	0.2756	DN_NC_073244.2_47997304_5	DN_NC_073244.2_49205215_5	0.2772	0.1922	0.2772
ZNF607	ZNF829	truthbar	1						
ZNF607	ZNF891	truthbar	1						
ZNF611	ZNF616	truthbar	1						
ZNF611	ZNF626	truthbar	1						
ZNF611	ZNF655	truthbar	1						
ZNF611	ZNF675	truthbar	1	0.1458	DN_NC_073244.2_29970261_4	DN_NC_073244.2_64672255_4	0.3774	0.3521	0.3774
ZNF611	ZNF678	truthbar	1						
ZNF611	ZNF680	truthbar	1						
ZNF611	ZNF681	truthbar	1						
ZNF611	ZNF682	truthbar	1						
ZNF611	ZNF695	truthbar	1						
ZNF611	ZNF701	truthbar	1	0.2187	DN_NC_073244.2_64543447_4	DN_NC_073244.2_64672255_4	0.2106	0.3521	0.3521
ZNF611	ZNF721	truthbar	1						
ZNF611	ZNF723	truthbar	1						
ZNF611	ZNF727	truthbar	1						
ZNF611	ZNF736	truthbar	1						
ZNF611	ZNF761	truthbar	1	0.1970	DN_NC_073244.2_64672255_4	DN_NC_073244.2_65362909_5	0.3521	0.3364	0.3521
ZNF611	ZNF766	truthbar	1	0.1384	DN_NC_073244.2_64231369_4	DN_NC_073244.2_64672255_4	0.2784	0.3521	0.3521
ZNF611	ZNF8	genuine	0						
