dna_family	n_copies	n_transcribed	n_well_expressed	genes
DFAM2030	2	2	1	PRSS36,PRSS53
DFAM2031	2	2	2	RAB3IL1,RAB3IP
DFAM2032	2	2	1	PGGT1B,RABGGTB
DFAM2033	2	2	2	RAD21,RAD21L1
DFAM2034	2	2	2	RAD23A,RAD23B
DFAM2035	2	2	2	DMC1,RAD51
DFAM2036	2	2	2	RAD54B,RAD54L
DFAM2037	2	2	2	RAD9A,RAD9B
DFAM2038	2	2	1	RADIL,RASIP1
DFAM2039	2	2	2	RALGAPA1,RALGAPA2
DFAM2040	2	2	2	RNF19A,RNF19B
DFAM2041	2	2	1	RING1,RNF2
DFAM2042	2	2	2	RFFL,RNF34
DFAM2043	2	1	1	LOC101144027,RNF4
DFAM2044	2	2	2	RNF20,RNF40
DFAM2045	2	2	1	RNF43,ZNRF3
DFAM2046	2	2	1	RNF38,RNF44
DFAM2047	2	2	2	RNF185,RNF5
DFAM2048	2	2	1	SAMD4A,SAMD4B
DFAM2049	2	2	1	SAMD9,SAMD9L
DFAM2050	2	1	1	SAP30,SAP30L
DFAM2051	2	1	0	LOC101132213,SAPCD2
DFAM2052	2	2	1	SAMSN1,SASH3
DFAM2053	2	2	2	SAT1,SAT2
DFAM2054	2	2	2	SATB1,SATB2
DFAM2055	2	0	0	LOC115931555,SAXO3
DFAM2056	2	1	1	LOC109027880,SBDS
DFAM2057	2	2	2	SBF1,SBF2
DFAM2058	2	2	1	SBNO1,SBNO2
DFAM2059	2	2	2	SCAF4,SCAF8
DFAM2060	2	2	2	COLEC12,SCARA3
DFAM2061	2	1	0	SCARF1,SCARF2
DFAM2062	2	2	2	SGMS1,SGMS2
DFAM2063	2	2	0	SGPP1,SGPP2
DFAM2064	2	2	2	SGSM1,SGSM2
DFAM2065	2	2	2	SGTA,SGTB
DFAM2066	2	2	0	SH2D1A,SH2D1B
DFAM2067	2	2	2	SH2D4A,SH2D4B
DFAM2068	2	2	2	SH3BP5,SH3BP5L
DFAM2069	2	2	1	SH3GLB1,SH3GLB2
DFAM2070	2	2	2	SH3PXD2A,SH3PXD2B
DFAM2071	2	2	1	SH3TC1,SH3TC2
DFAM2072	2	2	1	SHCBP1,SHCBP1L
DFAM2073	2	0	0	SHISAL2A,SHISAL2B
DFAM2074	2	2	2	KCTD3,SHKBP1
DFAM2075	2	2	1	SHMT1,SHMT2
DFAM2076	2	2	0	SHROOM2,SHROOM3
DFAM2077	2	0	0	MGAM2,SI
DFAM2078	2	1	1	SLC38A7,SLC38A8
DFAM2079	2	2	2	SLC39A14,SLC39A8
DFAM2080	2	1	1	SLC39A2,SLC39A3
DFAM2081	2	2	2	SLC44A1,SLC44A3
DFAM2082	2	2	2	SLC46A1,SLC46A3
DFAM2083	2	2	2	SPATS2,SPATS2L
DFAM2084	2	2	2	LOC101147388,SPCS2
DFAM2085	2	2	1	SPDYA,SPDYC
DFAM2086	2	2	2	SPECC1,SPECC1L
DFAM2087	2	2	1	SPHK1,SPHK2
DFAM2088	2	0	0	SPI1,SPIB
DFAM2089	2	0	0	SPINT3,SPINT4
DFAM2090	2	2	1	SPIRE1,SPIRE2
DFAM2091	2	2	2	SPOP,SPOPL
DFAM2092	2	2	2	STRADA,STRADB
DFAM2093	2	2	2	ILF3,STRBP
DFAM2094	2	2	1	STRIP1,STRIP2
DFAM2095	2	2	2	STT3A,STT3B
DFAM2096	2	2	2	STX10,STX6
DFAM2097	2	2	2	STX12,STX7
DFAM2098	2	2	2	STXBP5,STXBP5L
DFAM2099	2	2	2	SULF1,SULF2
DFAM2100	2	2	2	LOC101150774,SUMF2
DFAM2101	2	2	1	TCF23,TCF24
DFAM2102	2	1	0	LOC115934925,TCP10L
DFAM2103	2	2	2	TCTN1,TCTN3
DFAM2104	2	2	1	TECR,TECRL
DFAM2105	2	2	2	TEK,TIE1
DFAM2106	2	2	2	TENT4A,TENT4B
DFAM2107	2	2	1	TESK1,TESK2
DFAM2108	2	2	1	LOC129530157,TLE5
DFAM2109	2	2	0	TLE6,TLE7
DFAM2110	2	2	2	TLN1,TLN2
DFAM2111	2	1	1	TM6SF1,TM6SF2
DFAM2112	2	2	2	TMC5,TMC6
DFAM2113	2	1	0	LOC101139036,TMCO5A
DFAM2114	2	2	2	TMED1,TMED5
DFAM2115	2	2	0	TMEFF1,TMEFF2
DFAM2116	2	0	0	TMEM114,TMEM235
DFAM2117	2	2	1	TMEM120A,TMEM120B
DFAM2118	2	2	0	TMEM86A,TMEM86B
DFAM2119	2	2	2	TMEM87A,TMEM87B
DFAM2120	2	2	2	TMEM9,TMEM9B
DFAM2121	2	2	1	TMUB1,TMUB2
DFAM2122	2	2	2	TMX1,TMX4
DFAM2123	2	2	0	TNFSF13,TNFSF13B
DFAM2124	2	2	0	TRIM36,TRIM46
DFAM2125	2	2	0	TRIM50,TRIM73
DFAM2126	2	2	1	TRIM67,TRIM9
DFAM2127	2	2	2	TRMT10A,TRMT10B
DFAM2128	2	2	2	TRMT2A,TRMT2B
DFAM2129	2	2	2	UBR1,UBR2
DFAM2130	2	2	2	UBTD1,UBTD2
DFAM2131	2	2	1	UCHL1,UCHL3
DFAM2132	2	2	2	UCK1,UCK2
DFAM2133	2	1	1	LOC101145794,UFD1
DFAM2134	2	2	2	UGGT1,UGGT2
DFAM2135	2	2	2	UHRF1,UHRF2
DFAM2136	2	2	2	ULK1,ULK2
DFAM2137	2	2	1	UNC119,UNC119B
DFAM2138	2	1	0	UNC13A,UNC13C
DFAM2139	2	2	1	BAIAP3,UNC13D
DFAM2140	2	2	1	UNC45A,UNC45B
DFAM2141	2	2	2	UNK,UNKL
DFAM2142	2	0	0	UPK1A,UPK1B
DFAM2143	2	2	1	WDR7,WDR72
DFAM2144	2	2	1	WEE1,WEE2
DFAM2145	2	0	0	WFDC11,WFDC9
DFAM2146	2	1	1	EPPIN,WFDC6
DFAM2147	2	2	1	WFIKKN1,WFIKKN2
DFAM2148	2	2	2	WIPI1,WIPI2
DFAM2149	2	2	2	WSB1,WSB2
DFAM2150	2	2	0	WSCD1,WSCD2
DFAM2151	2	2	2	WWTR1,YAP1
DFAM2152	2	2	1	ZDHHC5,ZDHHC8
DFAM2153	2	2	2	ZEB1,ZEB2
DFAM2154	2	2	2	ZFAND2A,ZFAND2B
DFAM2155	2	2	2	ZFAND5,ZFAND6
DFAM2156	2	2	1	ZFPM1,ZFPM2
DFAM2157	2	2	1	ZFR,ZFR2
DFAM2158	2	2	2	ZFYVE16,ZFYVE9
DFAM2159	2	2	1	ZMAT4,ZNF346
DFAM2160	2	2	1	ZMIZ1,ZMIZ2
DFAM2161	2	2	1	MZF1,ZNF648
DFAM2162	2	2	1	ZBTB47,ZNF652
DFAM2163	2	1	0	ZNF503,ZNF703
DFAM2164	2	1	1	LOC101150651,ZNF706
DFAM2165	2	2	0	ZNF366,ZNF710
DFAM2166	2	2	2	ZNF143,ZNF76
DFAM2167	2	2	2	ABR,BCR
DFAM2168	2	2	2	ABRAXAS1,ABRAXAS2
DFAM2169	2	2	1	ABTB2,ABTB3
DFAM2170	2	2	2	ACACA,ACACB
DFAM2171	2	2	2	ACAD10,ACAD11
DFAM2172	2	2	1	ACCS,ACCSL
DFAM2173	2	2	1	ACOT11,ACOT12
DFAM2174	2	2	1	ACSBG1,ACSBG2
DFAM2175	2	2	1	ALG10,ALG10B
DFAM2176	2	1	0	ALK,LTK
DFAM2177	2	2	0	ALKAL1,ALKAL2
DFAM2178	2	2	1	ALKBH2,ALKBH3
DFAM2179	2	2	1	ALS2,ALS2CL
DFAM2180	2	2	0	AMELX,AMELY
DFAM2181	2	2	2	ARPC1A,ARPC1B
DFAM2182	2	2	2	ARPC5,ARPC5L
DFAM2183	2	2	1	ASAH1,NAAA
DFAM2184	2	2	2	ASB7,PSMD10
DFAM2185	2	2	2	ASF1A,ASF1B
DFAM2186	2	1	0	AGRP,ASIP
DFAM2187	2	2	2	BLTP3A,BLTP3B
DFAM2188	2	1	1	BMP15,GDF9
DFAM2189	2	2	2	AAK1,BMP2K
DFAM2190	2	2	1	BMP3,GDF10
DFAM2191	2	2	2	BNC1,BNC2
DFAM2192	2	2	2	BNIP3,BNIP3L
DFAM2193	2	2	2	BOC,CDON
DFAM2194	2	2	1	BOD1,BOD1L2
DFAM2195	2	2	2	BRCC3,LOC101140265
DFAM2196	2	2	2	CAB39,CAB39L
DFAM2197	2	2	0	CABLES1,CABLES2
DFAM2198	2	2	2	SLC11A1,SLC11A2
DFAM2199	2	1	1	SLC15A1,SLC15A2
DFAM2200	2	2	2	SMC1A,SMC1B
DFAM2201	2	1	0	LOC101149853,SMIM11
DFAM2202	2	2	2	SMOC1,SMOC2
DFAM2203	2	0	0	SMR3A,SMR3B
DFAM2204	2	2	1	SPTA1,SPTAN1
DFAM2205	2	2	1	SRD5A1,SRD5A2
DFAM2206	2	2	2	SREBF1,SREBF2
DFAM2207	2	2	2	SRPX,SRPX2
DFAM2208	2	2	0	SRRM3,SRRM4
DFAM2209	2	2	2	SREK1,SRSF11
DFAM2210	2	2	1	LOC101127249,SS18L2
DFAM2211	2	2	2	SSH1,SSH2
DFAM2212	2	2	2	SUN1,SUN2
DFAM2213	2	1	0	SPAG4,SUN5
DFAM2214	2	2	1	SUV39H1,SUV39H2
DFAM2215	2	2	0	SVOP,SVOPL
DFAM2216	2	2	1	DEF6,SWAP70
DFAM2217	2	2	2	SYCE1,SYCE1L
DFAM2218	2	1	0	SYNDIG1,SYNDIG1L
DFAM2219	2	2	0	SYNJ1,SYNJ2
DFAM2220	2	2	1	SYNPO2,SYNPO2L
DFAM2221	2	2	2	SYT14,SYT16
DFAM2222	2	2	1	TMEM126A,TMEM126B
DFAM2223	2	2	0	TMEM151A,TMEM151B
DFAM2224	2	2	2	TMEM161A,TMEM161B
DFAM2225	2	2	2	TMEM170A,TMEM170B
DFAM2226	2	2	2	TMEM176A,TMEM176B
DFAM2227	2	1	0	TMEM178A,TMEM178B
DFAM2228	2	2	1	TMEM185A,TMEM185B
DFAM2229	2	2	0	LOC101134240,TMEM191C
DFAM2230	2	2	1	TPRG1,TPRG1L
DFAM2231	2	0	0	TPRX1,TPRX2
DFAM2232	2	2	2	TPST1,TPST2
DFAM2233	2	2	2	TRA2A,TRA2B
DFAM2234	2	1	0	TRABD2A,TRABD2B
DFAM2235	2	2	2	TRAK1,TRAK2
DFAM2236	2	2	2	TRAPPC2,TRAPPC2B
DFAM2237	2	2	1	TRAPPC3,TRAPPC3L
DFAM2238	2	2	2	TRAPPC6A,TRAPPC6B
DFAM2239	2	2	0	TREX1,TREX2
DFAM2240	2	2	2	TRIM13,TRIM59
DFAM2241	2	2	2	TRIM24,TRIM33
DFAM2242	2	2	2	PDIA6,TXNDC5
DFAM2243	2	1	0	UBALD1,UBALD2
DFAM2244	2	2	2	UBAP2,UBAP2L
DFAM2245	2	1	0	UBASH3A,UBASH3B
DFAM2246	2	2	2	UBE2Q1,UBE2Q2
DFAM2247	2	2	1	UBL4A,UBL4B
DFAM2248	2	2	1	LOC101144260,UBL5
DFAM2249	2	2	2	UBN1,UBN2
DFAM2250	2	2	1	VANGL1,VANGL2
DFAM2251	2	2	2	VAPA,VAPB
DFAM2252	2	2	2	VARS1,VARS2
DFAM2253	2	2	1	VASH1,VASH2
DFAM2254	2	2	2	EVL,VASP
DFAM2255	2	2	0	VEGFC,VEGFD
DFAM2256	2	2	2	VKORC1,VKORC1L1
DFAM2257	2	2	2	VPS13A,VPS13C
DFAM2258	2	2	2	VPS26A,VPS26B
DFAM2259	2	2	2	VPS33A,VPS33B
DFAM2260	2	1	0	ZBED2,ZBED3
DFAM2261	2	2	2	ZBTB2,ZBTB25
DFAM2262	2	1	0	ZC3H12A,ZC3H12D
DFAM2263	2	2	2	ZC3H12B,ZC3H12C
DFAM2264	2	2	2	ZC3H4,ZC3H6
DFAM2265	2	2	0	ZCCHC12,ZCCHC18
DFAM2266	2	1	1	CNBP,ZCCHC13
DFAM2267	2	2	1	ZDHHC12,ZDHHC4
DFAM2268	2	2	2	ZDHHC16,ZDHHC6
DFAM2269	2	2	2	ZDHHC13,ZDHHC17
DFAM2270	2	1	0	ZNF358,ZNF784
DFAM2271	2	1	0	ZP1,ZP4
DFAM2272	2	2	2	ZPBP,ZPBP2
DFAM2273	2	2	2	LOC115934564,ZRSR2
DFAM2274	2	2	2	ZKSCAN2,ZSCAN20
DFAM2275	2	2	2	ADGRA2,ADGRA3
DFAM2276	2	2	2	ADSS1,ADSS2
DFAM2277	2	2	1	ADTRP,AIG1
DFAM2278	2	2	2	AEN,ISG20L2
DFAM2279	2	2	2	ANKS1A,ANKS1B
DFAM2280	2	1	1	ANKS4B,USH1G
DFAM2281	2	2	2	AP3M1,AP3M2
DFAM2282	2	2	1	APBB1IP,RAPH1
DFAM2283	2	2	2	APC,APC2
DFAM2284	2	2	0	APCDD1,APCDD1L
DFAM2285	2	0	0	APCS,CRP
DFAM2286	2	2	2	ATP5MG,ATP5MGL
DFAM2287	2	2	2	ATP6V0B,ATP6V0C
DFAM2288	2	2	2	ATP6V0D1,ATP6V0D2
DFAM2289	2	2	2	ATP6V0E1,LOC109026064
DFAM2290	2	1	1	ATP6V1B1,ATP6V1B2
DFAM2291	2	2	2	ATP6V1C1,ATP6V1C2
DFAM2292	2	2	1	ATP6V1E1,ATP6V1E2
DFAM2293	2	2	2	ATP7A,ATP7B
DFAM2294	2	2	1	ANTKMT,ATPSCKMT
DFAM2295	2	2	2	ATRN,ATRNL1
DFAM2296	2	2	2	ATXN1,ATXN1L
DFAM2297	2	2	1	ATXN2,ATXN2L
DFAM2298	2	1	1	ATXN3,ATXN3L
DFAM2299	2	1	1	AURKAIP1,LOC101150093
DFAM2300	2	2	1	AXIN1,AXIN2
DFAM2301	2	2	1	BRMS1,BRMS1L
DFAM2302	2	1	0	BRSK1,BRSK2
DFAM2303	2	2	1	BSG,NPTN
DFAM2304	2	2	1	BSN,PCLO
DFAM2305	2	2	2	BTG1,BTG2
DFAM2306	2	2	1	BTG3,BTG4
DFAM2307	2	2	2	BUB3,RAE1
DFAM2308	2	2	2	BZW1,BZW2
DFAM2309	2	1	1	C15H14orf119,LOC101135331
DFAM2310	2	0	0	CALHM1,CALHM3
DFAM2311	2	1	1	CABP7,CALN1
DFAM2312	2	1	0	CAMK2N1,CAMK2N2
DFAM2313	2	2	1	CAMTA1,CAMTA2
DFAM2314	2	2	2	CAND1,CAND2
DFAM2315	2	2	2	CAP1,CAP2
DFAM2316	2	2	1	CAPN15,LOC129527750
DFAM2317	2	2	2	CAPRIN1,CAPRIN2
DFAM2318	2	2	1	CARS1,CARS2
DFAM2319	2	2	2	CASKIN1,CASKIN2
DFAM2320	2	1	1	CD200R1,CD200R1L
DFAM2321	2	2	2	CD2AP,SH3KBP1
DFAM2322	2	2	0	BST1,CD38
DFAM2323	2	2	1	CD40,TNFRSF14
DFAM2324	2	1	1	CD46,CR1L
DFAM2325	2	1	0	CD8A,LOC115933449
DFAM2326	2	2	2	CD99,CD99L2
DFAM2327	2	2	2	CDC37,CDC37L1
DFAM2328	2	1	1	CDC42EP1,CDC42EP4
DFAM2329	2	2	2	CHIC1,CHIC2
DFAM2330	2	2	2	CHM,CHML
DFAM2331	2	2	2	CHMP1A,CHMP1B
DFAM2332	2	2	2	CHMP2A,CHMP2B
DFAM2333	2	2	2	CHN1,CHN2
DFAM2334	2	2	2	CHODL,LAYN
DFAM2335	2	1	1	CHORDC1,ITGB1BP2
DFAM2336	2	2	2	CHPF,CHPF2
DFAM2337	2	2	2	CEPT1,CHPT1
DFAM2338	2	2	1	CHRDL1,CHRDL2
DFAM2339	2	2	1	CHSY1,CHSY3
DFAM2340	2	1	1	CMTM3,CMTM5
DFAM2341	2	2	2	CMTM4,CMTM6
DFAM2342	2	1	0	CMTM8,PLLP
DFAM2343	2	1	1	CNDP1,CNDP2
DFAM2344	2	2	2	CNOT7,CNOT8
DFAM2345	2	2	1	CNPY1,CNPY2
DFAM2346	2	2	2	CNPY3,CNPY4
DFAM2347	2	2	1	COCH,VIT
DFAM2348	2	2	2	COL12A1,COL14A1
DFAM2349	2	2	2	DCLK1,DCLK2
DFAM2350	2	2	2	RALGPS1,RALGPS2
DFAM2351	2	1	0	RHBDL1,RHBDL3
DFAM2352	2	2	2	RHOBTB1,RHOBTB2
DFAM2353	2	2	2	RHOT1,RHOT2
DFAM2354	2	2	0	RIBC1,RIBC2
DFAM2355	2	2	2	RIC8A,RIC8B
DFAM2356	2	1	0	RILP,RILPL1
DFAM2357	2	2	2	RIMS1,RIMS2
DFAM2358	2	2	1	RIMS3,RIMS4
DFAM2359	2	2	2	RIOK1,RIOK3
DFAM2360	2	2	1	RIOX1,RIOX2
DFAM2361	2	1	1	RIPK2,RIPK3
DFAM2362	2	2	2	RLIM,RNF6
DFAM2363	2	1	0	LOC101151950,RLN1
DFAM2364	2	2	2	RMND5A,RMND5B
DFAM2365	2	2	0	RSPH4A,RSPH6A
DFAM2366	2	2	1	RTKN,RTKN2
DFAM2367	2	2	1	RTN1,RTN3
DFAM2368	2	1	1	RUNDC3A,RUNDC3B
DFAM2369	2	2	2	RUVBL1,RUVBL2
DFAM2370	2	2	2	RWDD2A,RWDD2B
DFAM2371	2	2	0	RXFP1,RXFP2
DFAM2372	2	2	2	SEC22A,SEC22C
DFAM2373	2	2	2	SEC23A,SEC23B
DFAM2374	2	2	2	SEC24A,SEC24B
DFAM2375	2	2	2	SEC24C,SEC24D
DFAM2376	2	2	1	SEC31A,SEC31B
DFAM2377	2	2	2	SEC61A1,SEC61A2
DFAM2378	2	1	0	LOC101136918,SEC61B
DFAM2379	2	2	2	SECISBP2,SECISBP2L
DFAM2380	2	2	1	SEL1L,SEL1L2
DFAM2381	2	2	1	SELE,SELP
DFAM2382	2	2	1	SEMA5A,SEMA5B
DFAM2383	2	2	1	LOC109024909,SENP1
DFAM2384	2	2	2	SEPHS1,SEPHS2
DFAM2385	2	2	2	SLC15A3,SLC15A4
DFAM2386	2	2	1	SLC16A10,SLC16A2
DFAM2387	2	2	2	SLC16A14,SLC16A9
DFAM2388	2	2	2	SLC20A1,SLC20A2
DFAM2389	2	2	2	SLC25A12,SLC25A13
DFAM2390	2	2	1	SLC25A18,SLC25A22
DFAM2391	2	1	1	SLC25A15,SLC25A2
DFAM2392	2	2	1	SLC25A28,SLC25A37
DFAM2393	2	0	0	LYPD2,SLURP1
DFAM2394	2	2	0	SMAD6,SMAD7
DFAM2395	2	2	1	SMAP1,SMAP2
DFAM2396	2	2	2	SMARCC1,SMARCC2
DFAM2397	2	2	2	SNAP23,SNAP25
DFAM2398	2	2	0	SNPH,SYBU
DFAM2399	2	2	2	ASCC3,SNRNP200
DFAM2400	2	2	1	LOC109025190,SNRPA1
DFAM2401	2	2	2	SNRPB,SNURF
DFAM2402	2	2	2	SNRPA,SNRPB2
DFAM2403	2	2	2	SNRPD1,SNRPD3
DFAM2404	2	2	1	SNTG1,SNTG2
DFAM2405	2	2	2	SNX1,SNX2
DFAM2406	2	2	1	SNX20,SNX21
DFAM2407	2	2	2	SNX22,SNX24
DFAM2408	2	2	1	LOC129527637,SNX29
DFAM2409	2	1	1	SNX17,SNX31
DFAM2410	2	2	2	SNX30,SNX7
DFAM2411	2	2	2	SOCS4,SOCS5
DFAM2412	2	2	2	LOC115935618,SOCS6
DFAM2413	2	2	2	ST6GAL1,ST6GAL2
DFAM2414	2	2	2	ST7,ST7L
DFAM2415	2	2	1	STAB1,STAB2
DFAM2416	2	2	2	STAM,STAM2
DFAM2417	2	2	2	STAMBP,STAMBPL1
DFAM2418	2	2	2	STAU1,STAU2
DFAM2419	2	2	0	STC1,STC2
DFAM2420	2	2	1	STEAP1,STEAP1B
DFAM2421	2	2	1	LOC101143621,STEEP1
DFAM2422	2	2	2	STIM1,STIM2
DFAM2423	2	2	2	SLK,STK10
DFAM2424	2	2	2	TBC1D12,TBC1D14
DFAM2425	2	2	2	TBC1D15,TBC1D17
DFAM2426	2	2	2	TBC1D2,TBC1D2B
DFAM2427	2	2	2	TBC1D22A,TBC1D22B
DFAM2428	2	2	1	TBX2,TBX3
DFAM2429	2	2	2	CD93,THBD
DFAM2430	2	2	1	THEMIS,THEMIS2
DFAM2431	2	2	2	LOC101131460,THOC3
DFAM2432	2	2	2	NLN,THOP1
DFAM2433	2	2	1	MID1IP1,THRSP
DFAM2434	2	2	1	ADAMTSL4,THSD4
DFAM2435	2	2	1	THSD7A,THSD7B
DFAM2436	2	2	2	TIAM1,TIAM2
DFAM2437	2	2	2	TIMM17A,TIMM17B
DFAM2438	2	2	2	TIMM23,TIMM23B
DFAM2439	2	2	2	TIMM10B,TIMM9
DFAM2440	2	2	2	PARP12,TIPARP
DFAM2441	2	2	2	TJP1,TJP2
DFAM2442	2	1	1	TLCD1,TLCD2
DFAM2443	2	2	0	TMEM255A,TMEM255B
DFAM2444	2	2	2	TMEM38A,TMEM38B
DFAM2445	2	2	2	TMEM39A,TMEM39B
DFAM2446	2	2	2	TMEM41A,TMEM41B
DFAM2447	2	2	1	TMEM45A,TMEM45B
DFAM2448	2	2	2	PERP,TMEM47
DFAM2449	2	2	2	TMEM50A,TMEM50B
DFAM2450	2	1	0	TMEM52,TMEM52B
DFAM2451	2	2	0	KRTCAP3,TMEM54
DFAM2452	2	1	1	TMEM59,TMEM59L
DFAM2453	2	2	0	TMEM74,TMEM74B
DFAM2454	2	2	2	TRUB1,TRUB2
DFAM2455	2	2	2	TSC22D1,TSC22D2
DFAM2456	2	2	1	CEP135,TSGA10
DFAM2457	2	2	1	TSPAN11,TSPAN12
DFAM2458	2	2	2	TSPAN13,TSPAN31
DFAM2459	2	2	2	TSPAN6,TSPAN7
DFAM2460	2	1	1	TSPO,TSPO2
DFAM2461	2	2	1	MPST,TST
DFAM2462	2	1	1	TTBK1,TTBK2
DFAM2463	2	2	2	TTC21A,TTC21B
DFAM2464	2	2	2	TTC23,TTC23L
DFAM2465	2	1	0	UPP1,UPP2
DFAM2466	2	2	1	USF1,USF2
DFAM2467	2	2	2	USP20,USP33
DFAM2468	2	2	2	USP2,USP21
DFAM2469	2	2	2	USP25,USP28
DFAM2470	2	2	2	USP35,USP38
DFAM2471	2	2	1	USP36,USP42
DFAM2472	2	2	1	USP31,USP43
DFAM2473	2	2	2	USP16,USP45
DFAM2474	2	2	2	USP44,USP49
DFAM2475	2	2	2	USP13,USP5
DFAM2476	2	2	2	UTP14A,UTP14C
DFAM2477	2	2	2	XKR8,XKR9
DFAM2478	2	2	1	XPNPEP1,XPNPEP2
DFAM2479	2	2	2	RANBP17,XPO7
DFAM2480	2	2	2	XYLT1,XYLT2
DFAM2481	2	2	2	RYBP,YAF2
DFAM2482	2	2	2	YIF1A,YIF1B
DFAM2483	2	2	2	YIPF1,YIPF2
DFAM2484	2	1	1	YIPF5,YIPF7
DFAM2485	2	2	2	YJU2,YJU2B
DFAM2486	2	0	0	ZAR1,ZAR1L
DFAM2487	2	2	2	ZNF148,ZNF281
DFAM2488	2	2	2	ZNF423,ZNF521
DFAM2489	2	2	1	ZNF219,ZNF536
DFAM2490	2	2	0	ZNF524,ZNF581
DFAM2491	2	2	0	ZNF608,ZNF609
DFAM2492	2	2	1	AGBL1,AGTPBP1
DFAM2493	2	2	2	AGBL2,AGBL3
DFAM2494	2	2	1	AGFG1,AGFG2
DFAM2495	2	2	2	AGPAT1,AGPAT2
DFAM2496	2	2	1	AGPAT3,AGPAT4
DFAM2497	2	2	2	AHNAK,AHNAK2
DFAM2498	2	2	1	AHSA1,AHSA2P
DFAM2499	2	2	1	AIF1,AIF1L
DFAM2500	2	1	1	AIP,AIPL1
DFAM2501	2	2	2	AKAP3,AKAP4
DFAM2502	2	2	1	AKAP8,AKAP8L
DFAM2503	2	2	2	AKIRIN1,AKIRIN2
DFAM2504	2	2	2	APH1A,APH1B
DFAM2505	2	2	0	APOD,RBP4
DFAM2506	2	1	1	APOL5,APOL6
DFAM2507	2	2	1	APOO,APOOL
DFAM2508	2	2	2	APPL1,APPL2
DFAM2509	2	2	1	AR,PGR
DFAM2510	2	2	2	ARFGAP2,ARFGAP3
DFAM2511	2	2	2	ARFGEF1,ARFGEF2
DFAM2512	2	2	2	ARFIP1,ARFIP2
DFAM2513	2	1	1	ARG1,ARG2
DFAM2514	2	2	0	BCAS4,BLOC1S4
DFAM2515	2	2	2	BCAT1,BCAT2
DFAM2516	2	2	0	BCL11A,BCL11B
DFAM2517	2	2	2	BCL2,BCL2L1
DFAM2518	2	2	1	BCL9,BCL9L
DFAM2519	2	2	2	BCLAF1,THRAP3
DFAM2520	2	1	1	BECN1,BECN2
DFAM2521	2	1	0	BHLHE22,BHLHE23
DFAM2522	2	2	1	BHLHE40,BHLHE41
DFAM2523	2	2	1	BHMT,BHMT2
DFAM2524	2	2	2	BICD1,BICD2
DFAM2525	2	2	1	BICDL1,BICDL2
DFAM2526	2	2	2	BIRC2,BIRC3
DFAM2527	2	2	1	C2CD2,C2CD2L
DFAM2528	2	2	2	LOC101150911,PMPCB
DFAM2529	2	1	1	LOC101151524,NSA2
DFAM2530	2	2	2	LOC109023055,TOR1AIP1
DFAM2531	2	1	1	ALG1,LOC109023085
DFAM2532	2	2	1	LOC101146628,LOC109023127
DFAM2533	2	2	2	LOC109023386,LOC115930830
DFAM2534	2	2	2	LOC109023480,RPL11
DFAM2535	2	2	0	LOC109023634,LOC129527723
DFAM2536	2	2	1	LOC109023949,PPTC7
DFAM2537	2	0	0	APOC1,LOC109024151
DFAM2538	2	2	1	ATP6V1F,LOC109029005
DFAM2539	2	1	1	ATP5F1E,LOC109029312
DFAM2540	2	0	0	LOC101125223,LOC115930144
DFAM2541	2	2	2	LOC109029264,LOC115930232
DFAM2542	2	2	0	FOXM1,LOC115931697
DFAM2543	2	2	0	LOC101148088,LOC115932194
DFAM2544	2	2	1	LOC101146547,LOC115932259
DFAM2545	2	2	1	FYTTD1,LOC115932385
DFAM2546	2	0	0	LOC101147372,LOC115932410
DFAM2547	2	2	2	LOC109025132,LOC129523505
DFAM2548	2	2	0	LOC101127866,LOC129523562
DFAM2549	2	2	0	LOC101124000,LOC129523644
DFAM2550	2	0	0	LOC129523704,LOC129526002
DFAM2551	2	1	1	LOC129523713,RPL23
DFAM2552	2	2	0	LOC101137479,LOC129523724
DFAM2553	2	0	0	LOC129523909,LOC129523910
DFAM2554	2	0	0	GLT6D1,LOC129528494
DFAM2555	2	1	0	C10H12orf42,LOC129530328
DFAM2556	2	0	0	LOC129530203,LOC129530354
DFAM2557	2	0	0	LOC129530363,LOC129530366
DFAM2558	2	1	0	DNAI1,LOC129530372
DFAM2559	2	0	0	LOC129528439,LOC129530383
DFAM2560	2	0	0	LOC129526431,LOC129530398
DFAM2561	2	2	0	LOC129530473,LOC129530554
DFAM2562	2	2	1	AMACR,LOC129530595
DFAM2563	2	0	0	LOC115931076,LOC129531432
DFAM2564	2	2	1	LOC129531487,SOWAHC
DFAM2565	2	1	0	HCST,LOC129531633
DFAM2566	2	2	2	LOC101137060,LOC129531693
DFAM2567	2	1	0	LOC129525220,LOC134756439
DFAM2568	2	0	0	LOC101132452,LOC134756540
DFAM2569	2	1	1	LOC134756614,PLAC9
DFAM2570	2	2	2	LOC109025744,LOC134756922
DFAM2571	2	2	1	LOC134756931,PTEN
DFAM2572	2	0	0	LOC129527542,LOC134759064
DFAM2573	2	0	0	LOC129524393,LOC134759085
DFAM2574	2	0	0	LOC101130685,LOC134759258
DFAM2575	2	2	2	LONP1,LONP2
DFAM2576	2	2	2	LOX,LOXL1
DFAM2577	2	2	0	LYPD3,LYPD5
DFAM2578	2	1	1	LOC129528509,LYRM2
DFAM2579	2	2	0	LYSMD1,LYSMD2
DFAM2580	2	2	2	LYSMD3,LYSMD4
