a	b	core_recip
DN_NC_073244.2_69672458_4	DN_NC_073244.2_69685698_2	0.139
DN_NC_073224.2_130406472_2	DN_NC_073247.2_66706466_2	0.1721
DN_NC_073244.2_55989141_5	DN_NC_086017.1_54487757_3	0.2796
DN_NC_073227.2_109806788_5	DN_NC_073229.2_172859564_2	0.1706
DN_NC_073244.2_48030811_4	DN_NC_073244.2_65102393_4	0.4389
DN_NC_073241.2_83874271_3	DN_NC_086017.1_112545872_3	0.3597
DN_NC_073232.2_72618921_23	DN_NC_073236.2_30994185_5	0.1712
DN_NC_073244.2_28072858_4	DN_NC_073244.2_65046428_2	0.1866
DN_NC_073244.2_64125568_5	DN_NC_073244.2_65362909_5	0.3227
DN_NC_073242.2_14569289_2	DN_NC_073242.2_14569289_3	0.516
DN_NC_073234.2_148420424_5	DN_NC_073244.2_63983979_5	0.1323
DN_NC_073244.2_24302535_5	DN_NC_086017.1_48397256_6	0.4701
DN_NC_073224.2_8222533_5	DN_NC_073244.2_29046961_4	0.3273
DN_NC_073244.2_48620420_5	DN_NC_073244.2_70159242_5	0.23
DN_NC_073224.2_40627195_4	DN_NC_073244.2_29557605_4	0.4422
DN_NC_073244.2_48980018_5	DN_NC_073244.2_49101177_5	0.1544
DN_NC_073244.2_27869273_3	DN_NC_073244.2_65293743_4	0.1389
DN_NC_073232.2_80964961_8	DN_NC_073244.2_49072464_4	0.3285
DN_NC_073244.2_48919547_6	DN_NC_073244.2_59726455_2	0.1951
DN_NC_073244.2_47706460_3	DN_NC_073244.2_48352926_4	0.19
DN_NC_073241.2_36126183_3	DN_NC_073244.2_64306022_6	0.159
DN_NC_073244.2_15569240_8	DN_NC_073244.2_51749194_6	0.1567
DN_NC_073244.2_14850343_10	DN_NC_073244.2_69422908_4	0.2194
DN_NC_073228.2_184836166_3	DN_NC_073244.2_69343714_4	0.2532
DN_NC_073224.2_204820137_2	DN_NC_073235.2_134120506_2	0.1422
DN_NC_073232.2_72046207_4	DN_NC_073247.2_113184407_2	0.4813
DN_NC_086017.1_203857147_3	DN_NC_086017.1_203857148_2	0.9257
DN_NC_073244.2_64585864_4	DN_NC_073244.2_64618758_7	0.3621
DN_NC_073244.2_49205215_5	DN_NC_073244.2_51825388_5	0.2806
DN_NC_073229.2_45067329_6	DN_NC_073244.2_28820229_4	0.1707
DN_NC_073224.2_150712594_12	DN_NC_073230.2_47037167_3	0.1302
DN_NC_073227.2_133828574_18	DN_NC_073232.2_41878762_20	0.2228
DN_NC_073237.2_109279481_4	DN_NC_086017.1_54551513_4	0.3005
DN_NC_073237.2_29418618_13	DN_NC_073238.2_24813037_2	0.1452
DN_NC_073231.2_150568091_5	DN_NC_073244.2_70009554_3	0.1638
DN_NC_073240.2_81243667_3	DN_NC_073240.2_81243912_4	0.8346
DN_NC_073228.2_184836166_2	DN_NC_073244.2_64618758_7	0.2915
DN_NC_073244.2_65046428_4	DN_NC_073244.2_68513423_5	0.2325
DN_NC_073237.2_79911856_2	DN_NC_073237.2_79911899_2	0.8115
DN_NC_073227.2_147946045_19	DN_NC_073238.2_45470660_18	0.2288
DN_NC_073244.2_69715659_3	DN_NC_073244.2_69821764_4	0.1342
DN_NC_073244.2_64618758_7	DN_NC_073244.2_65266359_4	0.1825
DN_NC_073244.2_64426370_6	DN_NC_073244.2_64724127_4	0.2183
DN_NC_073224.2_8261601_4	DN_NC_073244.2_47798559_5	0.19
DN_NC_073227.2_8907801_4	DN_NC_073244.2_28711447_2	0.2483
DN_NC_073244.2_28820229_4	DN_NC_073246.2_48588228_2	0.1475
DN_NC_073244.2_64585864_4	DN_NC_073244.2_68643423_8	0.1611
DN_NC_073230.2_74637814_2	DN_NC_073237.2_23553596_5	0.1331
DN_NC_073244.2_27765726_4	DN_NC_073244.2_28711447_2	0.3533
DN_NC_073236.2_46653509_10	DN_NC_073236.2_51202468_4	0.5068
DN_NC_073238.2_41750994_9	DN_NC_073238.2_41760020_5	0.1981
DN_NC_073244.2_48620420_5	DN_NC_073244.2_69783488_3	0.1743
DN_NC_073230.2_137552467_7	DN_NC_073231.2_6126397_2	0.1359
DN_NC_073247.2_115030700_3	DN_NC_073247.2_115030703_2	0.9607
DN_NC_073248.2_19648671_11	DN_NC_073248.2_19671639_11	1.0
DN_NC_073244.2_69466443_4	DN_NC_073244.2_69715828_2	0.143
DN_NC_073227.2_205644909_14	DN_NC_073227.2_205687695_12	0.2158
DN_NC_073244.2_51825388_5	DN_NC_073244.2_65293743_4	0.1593
DN_NC_073239.2_77579171_2	DN_NC_073239.2_77580409_2	0.6277
DN_NC_073228.2_182864372_4	DN_NC_073245.2_58728682_5	0.1941
DN_NC_073240.2_62937661_2	DN_NC_073240.2_62941017_3	0.6551
DN_NC_073230.2_74126483_4	DN_NC_073244.2_30438340_4	0.2419
DN_NC_073244.2_15453865_9	DN_NC_073244.2_8711681_4	0.1761
DN_NC_073234.2_148420424_5	DN_NC_073244.2_48319142_5	0.349
DN_NC_073231.2_150777699_3	DN_NC_073241.2_64520240_3	0.3845
DN_NC_073230.2_74637814_2	DN_NC_073242.2_66613619_4	0.1382
DN_NC_073239.2_33219684_14	DN_NC_073243.2_25668904_14	0.9368
DN_NC_073244.2_45737704_5	DN_NC_073244.2_48352926_4	0.2114
DN_NC_073244.2_18385030_4	DN_NC_073244.2_48030811_4	0.1705
DN_NC_073234.2_148682020_7	DN_NC_073244.2_64125568_5	0.28
DN_NC_073233.2_69582499_12	DN_NC_073233.2_69678029_12	0.1498
DN_NC_073227.2_8633416_4	DN_NC_073244.2_26314241_4	0.2997
DN_NC_073227.2_204398881_3	DN_NC_073240.2_20728188_4	0.1415
DN_NC_073244.2_45985550_6	DN_NC_073244.2_48093173_7	0.2058
DN_NC_073241.2_36126183_3	DN_NC_073246.2_15789320_2	0.7334
DN_NC_073244.2_15324693_6	DN_NC_086017.1_85766278_5	0.2796
DN_NC_073237.2_89310571_5	DN_NC_073244.2_69601170_4	0.155
DN_NC_073228.2_182864372_4	DN_NC_073244.2_48242798_5	0.1556
DN_NC_073224.2_40627195_4	DN_NC_073244.2_29232445_4	0.3333
DN_NC_073237.2_109230975_4	DN_NC_073244.2_29970261_4	0.1803
DN_NC_073244.2_64836827_4	DN_NC_073244.2_65326089_4	0.2113
DN_NC_073227.2_210893336_9	DN_NC_073235.2_33703802_2	0.2041
DN_NC_073244.2_48384768_7	DN_NC_073247.2_57840463_5	0.2394
DN_NC_073244.2_29970261_4	DN_NC_073244.2_68611978_5	0.1862
DN_NC_073241.2_64520244_2	DN_NC_073244.2_64860608_4	0.2543
DN_NC_073241.2_36126198_2	DN_NC_073244.2_27504818_5	0.2797
DN_NC_073244.2_51749194_6	DN_NC_073244.2_55341363_7	0.2032
DN_NC_073234.2_126370406_2	DN_NC_073247.2_115708949_2	0.1691
DN_NC_073229.2_45067329_6	DN_NC_073244.2_48919547_6	0.3555
DN_NC_073236.2_32866582_11	DN_NC_073236.2_32935295_3	0.3936
DN_NC_073244.2_26470366_4	DN_NC_073244.2_27956158_4	0.5797
DN_NC_073228.2_141706476_5	DN_NC_073247.2_65342412_4	0.1686
DN_NC_073244.2_28820229_4	DN_NC_073244.2_30090650_6	0.1636
DN_NC_073236.2_32302189_6	DN_NC_073237.2_23553596_5	0.1639
DN_NC_073244.2_48980018_5	DN_NC_073244.2_64724127_4	0.2494
DN_NC_073228.2_182827930_5	DN_NC_073244.2_65046428_4	0.2024
DN_NC_073244.2_45737704_5	DN_NC_073244.2_65102393_4	0.2055
DN_NC_073227.2_8155721_4	DN_NC_073230.2_168783006_4	0.9988
DN_NC_073241.2_64520244_2	DN_NC_073244.2_47706466_2	0.1746
DN_NC_073228.2_83513581_6	DN_NC_073244.2_29680825_2	0.4246
DN_NC_073244.2_69601170_4	DN_NC_073244.2_70525717_3	0.1842
DN_NC_073244.2_70077616_7	DN_NC_073244.2_8711681_4	0.347
DN_NC_073242.2_37386128_4	DN_NC_073244.2_65398487_4	0.175
DN_NC_073229.2_43808975_3	DN_NC_073229.2_43809901_2	0.7411
DN_NC_073244.2_17797611_4	DN_NC_073244.2_18047026_4	0.2026
DN_NC_073244.2_45796040_6	DN_NC_073244.2_64585864_4	0.1831
DN_NC_073239.2_72218290_3	DN_NC_073239.2_72218657_2	0.9247
DN_NC_073228.2_183595646_14	DN_NC_073247.2_113184288_2	0.5976
DN_NC_073231.2_4596743_6	DN_NC_073232.2_72820474_5	0.1379
DN_NC_073244.2_29297022_4	DN_NC_073244.2_30067652_4	0.2514
DN_NC_073244.2_47706466_2	DN_NC_073244.2_48030384_3	0.1826
DN_NC_073228.2_182334642_5	DN_NC_073243.2_20324218_2	0.1808
DN_NC_073244.2_15453865_9	DN_NC_073244.2_48093173_7	0.1782
DN_NC_073244.2_49246931_6	DN_NC_073244.2_51749194_6	0.2619
DN_NC_073229.2_47549272_8	DN_NC_073229.2_47663527_8	0.9386
DN_NC_073228.2_182334642_5	DN_NC_073232.2_80964961_8	0.1862
DN_NC_073242.2_8725127_13	DN_NC_086017.1_141278779_5	0.1538
DN_NC_073244.2_18232282_4	DN_NC_073244.2_47798559_5	0.1377
DN_NC_073244.2_18470484_4	DN_NC_073244.2_8680135_4	0.1457
DN_NC_073237.2_109230975_4	DN_NC_073244.2_45985550_6	0.2983
DN_NC_073244.2_64265252_5	DN_NC_073244.2_65362909_5	0.2042
DN_NC_073244.2_69783488_3	DN_NC_073244.2_69975553_3	0.2492
DN_NC_073224.2_211985035_3	DN_NC_073230.2_12413521_6	0.2302
DN_NC_073227.2_8907801_4	DN_NC_073244.2_64426370_6	0.1412
DN_NC_073241.2_36126183_3	DN_NC_073244.2_27504818_5	0.2334
DN_NC_073240.2_46246235_3	DN_NC_073244.2_67551008_4	0.3326
DN_NC_073230.2_73508332_4	DN_NC_073244.2_15605841_4	0.1471
DN_NC_073244.2_27956158_4	DN_NC_073244.2_28072858_4	0.5856
DN_NC_073229.2_45764485_6	DN_NC_073229.2_45784439_7	0.141
DN_NC_073224.2_123525276_5	DN_NC_073234.2_17584207_9	0.1852
DN_NC_073228.2_83513581_6	DN_NC_073244.2_29680825_4	0.2725
DN_NC_073224.2_130406472_4	DN_NC_073227.2_138626266_4	0.2249
DN_NC_073230.2_74190289_5	DN_NC_073244.2_64797239_5	0.1483
DN_NC_073229.2_49484905_28	DN_NC_073237.2_134047852_27	0.2044
DN_NC_073243.2_16843627_3	DN_NC_073243.2_16843632_2	0.9558
DN_NC_073244.2_18470484_4	DN_NC_073244.2_49072464_4	0.1326
DN_NC_073228.2_182994030_5	DN_NC_073230.2_74190289_5	0.1699
DN_NC_073238.2_36940799_2	DN_NC_073244.2_28431147_7	0.1319
DN_NC_073228.2_113136254_10	DN_NC_073247.2_80936309_2	0.1725
DN_NC_073234.2_52202911_4	DN_NC_073235.2_121946440_4	0.8557
DN_NC_073237.2_129707941_5	DN_NC_073242.2_6296327_3	0.2404
DN_NC_073229.2_97353754_3	DN_NC_086017.1_49305793_6	0.2048
DN_NC_073228.2_182994030_5	DN_NC_073244.2_70043245_2	0.1666
DN_NC_073244.2_28072858_4	DN_NC_073244.2_29680825_2	0.3164
DN_NC_073232.2_80964961_8	DN_NC_073242.2_100900995_5	0.1315
DN_NC_073244.2_26314241_4	DN_NC_073244.2_27956158_4	0.4351
DN_NC_073242.2_37386128_4	DN_NC_073244.2_55989141_5	0.1797
DN_NC_073236.2_121348828_2	DN_NC_073236.2_121349000_3	0.726
DN_NC_073244.2_69672458_4	DN_NC_073244.2_69685713_2	0.139
DN_NC_073244.2_64400145_5	DN_NC_073244.2_64500861_5	0.1922
DN_NC_073229.2_21260621_3	DN_NC_073229.2_21267403_2	0.1974
DN_NC_073242.2_66613619_4	DN_NC_073244.2_65326089_4	0.1334
DN_NC_073247.2_164381222_3	DN_NC_073247.2_164397061_3	0.7033
DN_NC_073245.2_47878766_13	DN_NC_073245.2_47908723_3	0.2617
DN_NC_073237.2_113053473_2	DN_NC_073237.2_113053700_2	0.965
DN_NC_073237.2_123801018_5	DN_NC_073244.2_64231369_4	0.1487
DN_NC_073244.2_64797239_5	DN_NC_073244.2_65362909_5	0.1372
DN_NC_073230.2_111536331_2	DN_NC_073230.2_111581927_2	0.942
DN_NC_073244.2_17751582_4	DN_NC_073244.2_17846610_4	0.3059
DN_NC_073244.2_26901109_4	DN_NC_073244.2_64759228_5	0.1787
DN_NC_073230.2_73776646_4	DN_NC_073244.2_64585864_4	0.2041
DN_NC_073224.2_124008865_3	DN_NC_073242.2_36498381_3	0.1587
DN_NC_073244.2_69572632_3	DN_NC_073244.2_69821764_4	0.151
DN_NC_073240.2_21546861_14	DN_NC_073244.2_44006563_15	0.4869
DN_NC_073244.2_28072858_4	DN_NC_073244.2_29680825_4	0.2792
DN_NC_073244.2_18047026_4	DN_NC_073244.2_47878793_6	0.1415
DN_NC_073241.2_64520240_3	DN_NC_073244.2_55899006_4	0.3026
DN_NC_073236.2_65360991_2	DN_NC_073236.2_65360995_2	0.9413
DN_NC_073229.2_44967262_5	DN_NC_073237.2_123801018_5	0.1665
DN_NC_073244.2_18047026_4	DN_NC_073244.2_8619131_4	0.2821
DN_NC_073241.2_38359785_12	DN_NC_073245.2_71171979_13	0.5633
DN_NC_073227.2_211418821_2	DN_NC_073248.2_10670113_2	0.1619
DN_NC_073231.2_12364354_11	DN_NC_073245.2_44289870_13	0.148
DN_NC_073242.2_37386128_4	DN_NC_073244.2_64908457_4	0.37
DN_NC_073227.2_109806788_5	DN_NC_073236.2_112799498_6	0.2548
DN_NC_073244.2_55654796_6	DN_NC_073244.2_65046428_2	0.2238
DN_NC_073224.2_40627195_4	DN_NC_073244.2_26901109_4	0.3421
DN_NC_073244.2_18047026_4	DN_NC_073244.2_26156853_4	0.3534
DN_NC_073244.2_27504818_5	DN_NC_073244.2_27566430_5	0.2452
DN_NC_073227.2_9009888_2	DN_NC_073244.2_29557605_4	0.2173
DN_NC_073229.2_21328949_3	DN_NC_073229.2_21332828_2	0.1901
DN_NC_073244.2_49246931_6	DN_NC_073244.2_68477557_5	0.2436
DN_NC_073228.2_182827930_5	DN_NC_086017.1_54612772_3	0.2187
DN_NC_073237.2_109279481_4	DN_NC_086017.1_54487757_3	0.1689
DN_NC_073244.2_64081943_4	DN_NC_073244.2_64500861_5	0.2559
DN_NC_073224.2_8261601_4	DN_NC_073244.2_18564507_4	0.134
DN_NC_073243.2_20324218_2	DN_NC_073243.2_20331571_2	0.1585
DN_NC_073230.2_74299233_4	DN_NC_073244.2_65266359_4	0.1428
DN_NC_073227.2_8633418_2	DN_NC_073244.2_64004232_5	0.2903
DN_NC_073244.2_47706460_3	DN_NC_086017.1_85766278_5	0.1665
DN_NC_073244.2_69601170_4	DN_NC_086017.1_54487757_3	0.2876
DN_NC_073237.2_109279481_4	DN_NC_073237.2_23553596_5	0.1866
DN_NC_073235.2_92529727_2	DN_NC_073235.2_92629178_2	0.9814
DN_NC_073241.2_110003031_5	DN_NC_086017.1_9337960_4	0.5918
DN_NC_073230.2_88683937_6	DN_NC_086017.1_54551513_4	0.2366
DN_NC_073244.2_28711447_4	DN_NC_073244.2_30090650_6	0.1936
DN_NC_073224.2_8422960_4	DN_NC_073244.2_27131194_2	0.2952
DN_NC_073244.2_48066692_6	DN_NC_073244.2_49176797_4	0.1461
DN_NC_073244.2_65073171_5	DN_NC_073244.2_65398487_4	0.1406
DN_NC_073244.2_17700597_4	DN_NC_073244.2_17751582_4	0.158
DN_NC_073228.2_182909765_5	DN_NC_073244.2_65470296_6	0.156
DN_NC_073241.2_40387685_7	DN_NC_073241.2_40387689_2	0.9354
DN_NC_073228.2_182909765_5	DN_NC_073243.2_20322881_2	0.1576
DN_NC_086018.1_19196747_2	DN_NC_086018.1_19202967_5	0.1668
DN_NC_073237.2_30220066_5	DN_NC_073247.2_57761829_5	0.1492
DN_NC_073228.2_83513581_6	DN_NC_073230.2_74637722_4	0.2203
DN_NC_073238.2_65876995_17	DN_NC_073247.2_147316506_18	0.2126
DN_NC_073230.2_74637722_4	DN_NC_073246.2_15789285_3	0.2683
DN_NC_073244.2_18356684_4	DN_NC_073244.2_26156853_4	0.2115
DN_NC_073244.2_29557605_4	DN_NC_073244.2_30090650_6	0.2725
DN_NC_073232.2_92781991_6	DN_NC_073240.2_56108341_2	0.211
DN_NC_073234.2_148420424_5	DN_NC_073244.2_70224599_4	0.2643
DN_NC_073229.2_45875453_5	DN_NC_073244.2_55538420_4	0.182
DN_NC_073234.2_50306180_17	DN_NC_073247.2_147586730_5	0.149
DN_NC_073244.2_63934684_6	DN_NC_073244.2_69514207_2	0.2234
DN_NC_073242.2_66613619_4	DN_NC_073244.2_28256975_5	0.2277
DN_NC_073228.2_182864372_4	DN_NC_073244.2_27956158_2	0.2296
DN_NC_073228.2_179980536_5	DN_NC_073229.2_172859564_2	0.1599
DN_NC_073228.2_182994030_5	DN_NC_073244.2_55678004_6	0.182
DN_NC_073229.2_45067329_6	DN_NC_073244.2_55341363_7	0.2049
DN_NC_073228.2_182994030_5	DN_NC_073244.2_55464824_5	0.1893
DN_NC_073244.2_28256975_5	DN_NC_073244.2_65398487_4	0.2094
DN_NC_073244.2_45985550_6	DN_NC_073244.2_70323040_7	0.2446
DN_NC_073244.2_65102393_4	DN_NC_086017.1_54487757_3	0.272
DN_NC_073230.2_111581927_2	DN_NC_073230.2_111582002_2	0.9484
DN_NC_073244.2_65266359_4	DN_NC_073244.2_68643423_8	0.1303
DN_NC_073237.2_79912635_2	DN_NC_086018.1_25932455_2	0.3261
DN_NC_073230.2_13358875_21	DN_NC_073230.2_14200490_21	0.8911
DN_NC_073228.2_83793803_2	DN_NC_073234.2_140369419_2	0.2964
DN_NC_073224.2_223291569_8	DN_NC_073224.2_223478295_8	0.9984
DN_NC_073232.2_101631560_2	DN_NC_073232.2_101657634_2	0.1952
DN_NC_073237.2_97733433_3	DN_NC_073244.2_45985550_6	0.157
DN_NC_073244.2_26240039_2	DN_NC_073244.2_26314241_4	0.1785
DN_NC_073227.2_9009888_2	DN_NC_073244.2_29232445_4	0.1541
DN_NC_073227.2_8633416_4	DN_NC_073246.2_15789320_2	0.1618
DN_NC_073247.2_40732356_2	DN_NC_073247.2_40763799_2	0.2821
DN_NC_073241.2_64520240_3	DN_NC_073244.2_55797441_5	0.3707
DN_NC_073244.2_18232282_4	DN_NC_073244.2_18564507_4	0.1617
DN_NC_073244.2_18124193_3	DN_NC_073244.2_18426035_4	0.1418
DN_NC_073231.2_150568091_5	DN_NC_073244.2_70323040_7	0.152
DN_NC_073228.2_161454333_5	DN_NC_073247.2_147586730_5	0.1433
DN_NC_073224.2_130406472_4	DN_NC_073230.2_91654449_3	0.152
DN_NC_073244.2_27566430_5	DN_NC_073244.2_65362909_5	0.1405
DN_NC_073244.2_27408454_4	DN_NC_073244.2_47997304_5	0.2262
DN_NC_073224.2_199458269_6	DN_NC_073237.2_30220066_5	0.1591
DN_NC_073230.2_73508332_4	DN_NC_073244.2_26240039_2	0.1321
DN_NC_073229.2_45067329_6	DN_NC_073244.2_69422908_4	0.294
DN_NC_073244.2_27626411_5	DN_NC_073244.2_29297022_4	0.4089
DN_NC_073224.2_23338202_2	DN_NC_073224.2_23338209_2	0.7711
DN_NC_073244.2_55497464_5	DN_NC_073244.2_55538420_4	0.5347
DN_NC_073230.2_73508332_4	DN_NC_073244.2_27626411_5	0.2257
DN_NC_073244.2_27869273_3	DN_NC_073244.2_27956158_2	0.3419
DN_NC_073244.2_17751582_4	DN_NC_073244.2_18096775_3	0.2683
DN_NC_073228.2_179980536_5	DN_NC_073228.2_181539844_2	0.4321
DN_NC_073234.2_148537990_5	DN_NC_073244.2_64125568_5	0.3248
DN_NC_073247.2_59772963_5	DN_NC_073247.2_59878462_6	0.3262
DN_NC_073242.2_66613619_4	DN_NC_073244.2_29557605_4	0.2055
DN_NC_073229.2_45875453_5	DN_NC_073229.2_45985816_6	0.2992
DN_NC_073224.2_165198219_2	DN_NC_073224.2_165198219_6	0.9181
DN_NC_073234.2_24978856_8	DN_NC_073234.2_70140848_27	0.2642
DN_NC_073236.2_140400059_5	DN_NC_086017.1_211655827_5	0.7511
DN_NC_073227.2_143516585_2	DN_NC_073227.2_143518156_2	0.94
DN_NC_073237.2_23553596_5	DN_NC_073244.2_48030811_4	0.2497
DN_NC_073234.2_121621201_3	DN_NC_073238.2_75992194_3	0.1637
DN_NC_073230.2_73977205_4	DN_NC_073244.2_28820229_4	0.2233
DN_NC_073227.2_8633416_4	DN_NC_073244.2_27504818_5	0.3465
DN_NC_073244.2_49072464_4	DN_NC_073247.2_58372296_6	0.2285
DN_NC_073243.2_20324218_2	DN_NC_073244.2_48352926_4	0.1604
DN_NC_073244.2_14850343_10	DN_NC_086017.1_50412575_3	0.1591
DN_NC_073244.2_28711447_4	DN_NC_073244.2_64585864_4	0.2454
DN_NC_073243.2_20324218_2	DN_NC_073244.2_15605841_4	0.1623
DN_NC_073241.2_64520240_3	DN_NC_073244.2_15357025_8	0.175
DN_NC_073244.2_47706466_2	DN_NC_073244.2_64618758_7	0.287
DN_NC_073239.2_67951775_7	DN_NC_073239.2_68020796_2	0.3543
DN_NC_073232.2_81033881_5	DN_NC_073247.2_58372296_6	0.361
DN_NC_073228.2_184836165_2	DN_NC_073228.2_184836166_2	0.982
DN_NC_073238.2_95049649_2	DN_NC_073238.2_95049670_2	0.8004
DN_NC_073228.2_182864372_4	DN_NC_073234.2_148420424_5	0.2173
DN_NC_073227.2_8633416_4	DN_NC_073231.2_150671293_2	0.2735
DN_NC_073244.2_26901109_4	DN_NC_073244.2_64426370_6	0.2236
DN_NC_073244.2_47831779_6	DN_NC_073244.2_68491976_5	0.2202
DN_NC_073228.2_182994030_5	DN_NC_073244.2_47586219_5	0.2951
DN_NC_073244.2_63882905_5	DN_NC_073247.2_58372296_6	0.1978
DN_NC_073244.2_29557605_4	DN_NC_073244.2_64585864_4	0.2678
DN_NC_073228.2_179980536_5	DN_NC_086017.1_125108432_2	0.1823
DN_NC_073244.2_45985550_6	DN_NC_073244.2_49205215_5	0.3352
DN_NC_073232.2_80964961_8	DN_NC_073232.2_81253567_6	0.149
DN_NC_073244.2_48030811_4	DN_NC_073244.2_49176797_4	0.1882
DN_NC_073240.2_15970659_7	DN_NC_073247.2_165410205_10	0.3224
DN_NC_073237.2_30220066_5	DN_NC_086017.1_54527845_6	0.1923
DN_NC_073229.2_45067329_6	DN_NC_073237.2_109230975_4	0.3134
DN_NC_086017.1_47078826_3	DN_NC_086018.1_22567705_3	0.1592
DN_NC_073229.2_45985816_6	DN_NC_073230.2_88700652_4	0.1803
DN_NC_073244.2_63934684_6	DN_NC_073244.2_64034715_7	0.1654
DN_NC_073224.2_8422960_4	DN_NC_073244.2_29680825_4	0.2576
DN_NC_073227.2_9010062_2	DN_NC_073244.2_27869273_3	0.231
DN_NC_073243.2_20634975_2	DN_NC_073243.2_20635031_3	0.8431
DN_NC_073227.2_8705656_4	DN_NC_073230.2_73508332_4	0.1721
DN_NC_086017.1_73842153_2	DN_NC_086017.1_73842244_3	0.7387
DN_NC_073244.2_69923243_2	DN_NC_073244.2_70009554_3	0.477
DN_NC_073232.2_92575458_2	DN_NC_073232.2_92575460_2	0.668
DN_NC_073240.2_20728188_4	DN_NC_073244.2_50702615_6	0.2629
DN_NC_073240.2_85898394_3	DN_NC_073242.2_119807836_6	0.2071
DN_NC_073237.2_130138569_27	DN_NC_073244.2_12577232_27	0.158
DN_NC_073244.2_47642985_5	DN_NC_073244.2_47997304_5	0.3379
DN_NC_073241.2_36126198_2	DN_NC_073244.2_68611978_5	0.1361
DN_NC_073229.2_44967262_5	DN_NC_073246.2_15789285_3	0.1363
DN_NC_073242.2_66613619_4	DN_NC_073244.2_29232445_4	0.2073
DN_NC_073233.2_9788172_5	DN_NC_073244.2_65073171_5	0.1961
DN_NC_073230.2_88683937_6	DN_NC_086017.1_54487757_3	0.2209
DN_NC_073227.2_9010062_2	DN_NC_073244.2_64125568_5	0.1781
DN_NC_073224.2_8422960_4	DN_NC_073244.2_26470366_4	0.285
DN_NC_073242.2_6946462_2	DN_NC_073242.2_6946907_2	0.7713
DN_NC_073230.2_150857421_7	DN_NC_073232.2_89660303_4	0.1425
DN_NC_073227.2_9009888_2	DN_NC_073244.2_26901109_4	0.3669
DN_NC_073230.2_88683937_6	DN_NC_073237.2_23553596_5	0.2488
DN_NC_073244.2_69685721_4	DN_NC_073244.2_69715828_2	0.2202
DN_NC_073231.2_99586901_2	DN_NC_073231.2_99586903_2	0.9715
DN_NC_073242.2_15911262_31	DN_NC_073242.2_16378095_15	0.2915
DN_NC_073244.2_48980018_5	DN_NC_073244.2_63895938_6	0.2734
DN_NC_073230.2_73977205_4	DN_NC_073244.2_27051998_4	0.1751
DN_NC_073231.2_150777699_3	DN_NC_073245.2_58728682_5	0.1505
DN_NC_073230.2_63938060_3	DN_NC_073230.2_64705365_4	0.5883
DN_NC_073230.2_74637814_2	DN_NC_073244.2_64908457_4	0.215
DN_NC_073227.2_9009655_3	DN_NC_073244.2_30438386_2	0.2726
DN_NC_073224.2_8422960_4	DN_NC_073230.2_74190289_5	0.146
DN_NC_073244.2_59841578_3	DN_NC_073244.2_59841595_2	0.9009
DN_NC_073244.2_27956158_4	DN_NC_073244.2_64368633_7	0.1779
DN_NC_073244.2_26240035_4	DN_NC_073244.2_65293743_4	0.1426
DN_NC_073244.2_15357025_8	DN_NC_073244.2_8711681_4	0.2181
DN_NC_073242.2_18210354_26	DN_NC_073242.2_22021271_21	0.1673
DN_NC_073244.2_64724127_4	DN_NC_086017.1_41849524_2	0.1623
DN_NC_073244.2_27956158_4	DN_NC_073244.2_64340366_4	0.2716
DN_NC_073244.2_47288294_4	DN_NC_073244.2_47706460_3	0.1778
DN_NC_073244.2_17960497_4	DN_NC_073244.2_18201516_4	0.1385
DN_NC_073244.2_49176797_4	DN_NC_086017.1_54527845_6	0.1549
DN_NC_073244.2_51749194_6	DN_NC_073244.2_64306022_6	0.1481
DN_NC_073244.2_69672458_4	DN_NC_073244.2_69685721_4	0.139
DN_NC_073231.2_150671310_5	DN_NC_073231.2_150817007_4	0.1534
DN_NC_073230.2_73508332_4	DN_NC_073244.2_65046428_2	0.1564
DN_NC_073224.2_199494304_6	DN_NC_073244.2_48384768_7	0.1635
DN_NC_073240.2_83447932_2	DN_NC_073241.2_80464602_2	0.1622
DN_NC_073231.2_150817007_4	DN_NC_073244.2_48319142_5	0.1825
DN_NC_073234.2_148486259_4	DN_NC_073244.2_69821764_4	0.1465
DN_NC_073241.2_47004815_4	DN_NC_073241.2_47028473_4	0.2707
DN_NC_073229.2_67950085_3	DN_NC_073230.2_150857421_7	0.2225
DN_NC_073224.2_86966830_2	DN_NC_073224.2_86967182_2	0.9242
DN_NC_073234.2_50306180_17	DN_NC_073235.2_71373985_7	0.2441
DN_NC_073237.2_23553596_5	DN_NC_073243.2_20324218_2	0.1338
DN_NC_073244.2_48620420_5	DN_NC_073244.2_49205215_5	0.1903
DN_NC_073228.2_83513581_6	DN_NC_073232.2_71973207_3	0.17
DN_NC_073229.2_45067329_6	DN_NC_073244.2_26314241_4	0.191
DN_NC_073244.2_47831779_6	DN_NC_073244.2_48980018_5	0.3798
DN_NC_073244.2_29297022_4	DN_NC_073244.2_30090650_6	0.1632
DN_NC_073236.2_32302189_6	DN_NC_073244.2_64400145_5	0.2446
DN_NC_073224.2_130224824_25	DN_NC_073224.2_218434129_23	0.2014
DN_NC_073244.2_64759228_5	DN_NC_073244.2_64860608_4	0.3359
DN_NC_073227.2_8633416_4	DN_NC_073241.2_36126183_3	0.3484
DN_NC_073244.2_55940471_6	DN_NC_073247.2_56899135_7	0.2164
DN_NC_073224.2_8422960_4	DN_NC_073230.2_74637722_4	0.3592
