gene_a	gene_b	dn_a	dn_b	cls	in_dna_loose	n_exon_a	n_exon_b	n_exon_min	stratum	both_single	core_recip	aln_frac	contain_ab	contain_ba	recip_contain	fold
ZNF3	ZNF34	DN_NC_073230.2_88683937_6	DN_NC_073231.2_150618111_5	truthbar	0	6	5	5	multi	0	0.2257	0.0000	0.0000	0.0000	0.0000	1
ZNF3	ZNF544	DN_NC_073230.2_88683937_6	DN_NC_073244.2_70323040_7	genuine	0	6	7	6	multi	0	0.1873	0.0000	0.0000	0.0000	0.0000	1
ZNF3	ZNF623	DN_NC_073230.2_88683937_6	DN_NC_073231.2_149487100_2	truthbar	0	6	2	2	multi	0	0.2378	0.0000	0.0000	0.0000	0.0000	1
ZNF3	ZNF79	DN_NC_073230.2_88683937_6	DN_NC_073237.2_123801018_5	truthbar	0	6	5	5	multi	0	0.2168	0.0000	0.0000	0.0000	0.0000	1
ZNF30	ZNF331	DN_NC_073244.2_45985550_6	DN_NC_073244.2_65470296_6	truthbar	0	6	6	6	multi	0	0.1823	0.0000	0.0000	0.0000	0.0000	0
ZNF30	ZNF420	DN_NC_073244.2_45985550_6	DN_NC_073244.2_48242798_5	truthbar	0	6	5	5	multi	0	0.1518	0.0000	0.0000	0.0000	0.0000	0
ZNF30	ZNF471	DN_NC_073244.2_45985550_6	DN_NC_073244.2_68611978_5	truthbar	0	6	5	5	multi	0	0.2737	0.0000	0.0000	0.0000	0.0000	0
ZNF30	ZNF529	DN_NC_073244.2_45985550_6	DN_NC_073244.2_47739503_5	truthbar	0	6	5	5	multi	0	0.3020	0.0000	0.0000	0.0000	0.0000	0
ZNF30	ZNF540	DN_NC_073244.2_45985550_6	DN_NC_073244.2_49101177_5	truthbar	0	6	5	5	multi	0	0.3852	0.0000	0.0000	0.0000	0.0000	0
ZNF30	ZNF546	DN_NC_073244.2_45985550_6	DN_NC_073244.2_51749194_6	truthbar	0	6	6	6	multi	0	0.2796	0.0000	0.0000	0.0000	0.0000	0
ZNF30	ZNF565	DN_NC_073244.2_45985550_6	DN_NC_073244.2_47250467_5	truthbar	0	6	5	5	multi	0	0.3012	0.0000	0.0000	0.0000	0.0000	0
ZNF30	ZNF571	DN_NC_073244.2_45985550_6	DN_NC_073244.2_49072464_4	truthbar	0	6	4	4	multi	0	0.3596	0.0000	0.0000	0.0000	0.0000	0
ZNF30	ZNF573	DN_NC_073244.2_45985550_6	DN_NC_073244.2_49246931_6	truthbar	0	6	6	6	multi	0	0.2748	0.0000	0.0000	0.0000	0.0000	0
ZNF30	ZNF582	DN_NC_073244.2_45985550_6	DN_NC_073244.2_68491976_5	truthbar	0	6	5	5	multi	0	0.1887	0.0000	0.0000	0.0000	0.0000	0
ZNF30	ZNF583	DN_NC_073244.2_45985550_6	DN_NC_073244.2_68513423_5	truthbar	0	6	5	5	multi	0	0.2595	0.0000	0.0000	0.0000	0.0000	0
ZNF30	ZNF607	DN_NC_073244.2_45985550_6	DN_NC_073244.2_49205215_5	truthbar	0	6	5	5	multi	0	0.3352	0.0000	0.0000	0.0000	0.0000	0
ZNF30	ZNF665	DN_NC_073244.2_45985550_6	DN_NC_073244.2_65102393_4	truthbar	0	6	4	4	multi	0	0.2248	0.0000	0.0000	0.0000	0.0000	0
ZNF30	ZNF684	DN_NC_073224.2_199406700_5	DN_NC_073244.2_45985550_6	truthbar	0	5	6	5	multi	0	0.1336	0.0000	0.0000	0.0000	0.0000	0
ZNF30	ZNF780A	DN_NC_073244.2_45985550_6	DN_NC_073244.2_51825388_5	truthbar	0	6	5	5	multi	0	0.1406	0.0000	0.0000	0.0000	0.0000	0
ZNF30	ZNF780B	DN_NC_073244.2_45985550_6	DN_NC_073244.2_51783968_5	truthbar	0	6	5	5	multi	0	0.1536	0.0000	0.0000	0.0000	0.0000	0
ZNF30	ZNF829	DN_NC_073244.2_45985550_6	DN_NC_073244.2_48066692_6	truthbar	0	6	6	6	multi	0	0.2778	0.0000	0.0000	0.0000	0.0000	0
ZNF300	ZNF354A	DN_NC_073228.2_154747841_5	DN_NC_073228.2_182334642_5	truthbar	0	5	5	5	multi	0	0.2729	0.0000	0.0000	0.0000	0.0000	0
ZNF300	ZNF487	DN_NC_073228.2_154747841_5	DN_NC_073232.2_71973207_3	truthbar	0	5	3	3	multi	0	0.2535	0.0000	0.0000	0.0000	0.0000	0
ZNF300	ZNF527	DN_NC_073228.2_154747841_5	DN_NC_073244.2_48620420_5	truthbar	0	5	5	5	multi	0	0.1376	0.0000	0.0000	0.0000	0.0000	0
ZNF300	ZNF567	DN_NC_073228.2_154747841_5	DN_NC_073244.2_47878793_6	truthbar	0	5	6	5	multi	0	0.3087	0.0000	0.0000	0.0000	0.0000	0
ZNF300	ZNF569	DN_NC_073228.2_154747841_5	DN_NC_073244.2_48919547_6	truthbar	0	5	6	5	multi	0	0.1656	0.0000	0.0000	0.0000	0.0000	0
ZNF300	ZNF585A	DN_NC_073228.2_154747841_5	DN_NC_073244.2_48319142_5	truthbar	0	5	5	5	multi	0	0.1327	0.0000	0.0000	0.0000	0.0000	0
ZNF300	ZNF585B	DN_NC_073228.2_154747841_5	DN_NC_073244.2_48352926_4	truthbar	0	5	4	4	multi	0	0.2833	0.0000	0.0000	0.0000	0.0000	0
ZNF300	ZNF605	DN_NC_073228.2_154747841_5	DN_NC_073234.2_148420424_5	truthbar	0	5	5	5	multi	0	0.1635	0.0000	0.0000	0.0000	0.0000	0
ZNF300	ZNF606	DN_NC_073228.2_154747841_5	DN_NC_073244.2_70077616_7	truthbar	0	5	7	5	multi	0	0.2801	0.0000	0.0000	0.0000	0.0000	0
ZNF300	ZNF615	DN_NC_073228.2_154747841_5	DN_NC_073244.2_63961971_6	truthbar	0	5	6	5	multi	0	0.2370	0.0000	0.0000	0.0000	0.0000	0
ZNF300	ZNF674	DN_NC_073228.2_154747841_5	DN_NC_073247.2_56899135_7	truthbar	0	5	7	5	multi	0	0.2327	0.0000	0.0000	0.0000	0.0000	0
ZNF300	ZNF717	DN_NC_073228.2_154747841_5	DN_NC_086017.1_85766278_5	truthbar	0	5	5	5	multi	0	0.2083	0.0000	0.0000	0.0000	0.0000	0
ZNF300	ZNF782	DN_NC_073228.2_154747841_5	DN_NC_073237.2_93275727_4	truthbar	0	5	4	4	multi	0	0.1723	0.0000	0.0000	0.0000	0.0000	0
ZNF300	ZNF883	DN_NC_073228.2_154747841_5	DN_NC_073237.2_109230975_4	truthbar	0	5	4	4	multi	0	0.1581	0.0000	0.0000	0.0000	0.0000	0
ZNF302	ZNF334	DN_NC_073244.2_45737704_5	DN_NC_073245.2_58728682_5	truthbar	0	5	5	5	multi	0	0.1353	0.0000	0.0000	0.0000	0.0000	0
ZNF302	ZNF41	DN_NC_073244.2_45737704_5	DN_NC_073247.2_57840463_5	truthbar	0	5	5	5	multi	0	0.1782	0.0000	0.0000	0.0000	0.0000	0
ZNF302	ZNF484	DN_NC_073237.2_89310571_5	DN_NC_073244.2_45737704_5	genuine	0	5	5	5	multi	0	0.1866	0.0000	0.0000	0.0000	0.0000	0
ZNF302	ZNF527	DN_NC_073244.2_45737704_5	DN_NC_073244.2_48620420_5	truthbar	0	5	5	5	multi	0	0.1481	0.0000	0.0000	0.0000	0.0000	0
ZNF302	ZNF565	DN_NC_073244.2_45737704_5	DN_NC_073244.2_47288294_4	truthbar	0	5	4	4	multi	0	0.1925	0.0000	0.0000	0.0000	0.0000	0
ZNF302	ZNF567	DN_NC_073244.2_45737704_5	DN_NC_073244.2_47878793_6	truthbar	0	5	6	5	multi	0	0.2420	0.0000	0.0000	0.0000	0.0000	0
ZNF302	ZNF568	DN_NC_073244.2_45737704_5	DN_NC_073244.2_48093173_7	truthbar	0	5	7	5	multi	0	0.2873	0.0000	0.0000	0.0000	0.0000	0
ZNF302	ZNF569	DN_NC_073244.2_45737704_5	DN_NC_073244.2_48919547_6	truthbar	0	5	6	5	multi	0	0.1964	0.0000	0.0000	0.0000	0.0000	0
ZNF302	ZNF585A	DN_NC_073244.2_45737704_5	DN_NC_073244.2_48319142_5	truthbar	0	5	5	5	multi	0	0.1511	0.0000	0.0000	0.0000	0.0000	0
ZNF302	ZNF585B	DN_NC_073244.2_45737704_5	DN_NC_073244.2_48352926_4	genuine	0	5	4	4	multi	0	0.2114	0.0000	0.0000	0.0000	0.0000	0
ZNF302	ZNF605	DN_NC_073234.2_148420424_5	DN_NC_073244.2_45737704_5	truthbar	0	5	5	5	multi	0	0.1836	0.0000	0.0000	0.0000	0.0000	0
ZNF302	ZNF613	DN_NC_073244.2_45737704_5	DN_NC_073244.2_63895938_6	truthbar	0	5	6	5	multi	0	0.2891	0.0000	0.0000	0.0000	0.0000	0
ZNF302	ZNF883	DN_NC_073237.2_109230975_4	DN_NC_073244.2_45737704_5	truthbar	0	4	5	4	multi	0	0.2593	0.0000	0.0000	0.0000	0.0000	0
ZNF304	ZNF416	DN_NC_073244.2_69454318_2	DN_NC_073244.2_69672458_4	truthbar	0	2	4	2	multi	0	0.1670	0.0000	0.0000	0.0000	0.0000	3
ZNF304	ZNF418	DN_NC_073244.2_69454318_2	DN_NC_073244.2_70024584_5	truthbar	0	2	5	2	multi	0	0.1832	0.0000	0.0000	0.0000	0.0000	3
ZNF304	ZNF548	DN_NC_073244.2_69454318_2	DN_NC_073244.2_69492904_4	truthbar	0	2	4	2	multi	0	0.1602	0.0000	0.0000	0.0000	0.0000	3
ZNF304	ZNF551	DN_NC_073244.2_69454318_2	DN_NC_073244.2_69783488_3	truthbar	0	2	3	2	multi	0	0.2737	0.0000	0.0000	0.0000	0.0000	3
ZNF304	ZNF586	DN_NC_073244.2_69454318_2	DN_NC_073244.2_69873255_2	genuine	0	2	3	2	multi	0	0.1579	0.0000	0.0000	0.0000	0.0000	3
ZNF304	ZNF671	DN_NC_073244.2_69454247_3	DN_NC_073244.2_69821764_4	truthbar	0	3	4	3	multi	0	0.2103	0.0000	0.0000	0.0000	0.0000	3
ZNF304	ZNF792	DN_NC_073244.2_46013405_4	DN_NC_073244.2_69454247_3	truthbar	0	4	3	3	multi	0	0.2112	0.0000	0.0000	0.0000	0.0000	3
ZNF311	ZNF35	DN_NC_073229.2_46656086_7	DN_NC_086017.1_54551513_4	genuine	0	7	4	4	multi	0	0.1320	0.0000	0.0000	0.0000	0.0000	3
ZNF317	ZNF835	DN_NC_073244.2_15172509_7	DN_NC_073244.2_68766684_2	truthbar	0	7	2	2	multi	0	0.2611	0.0000	0.0000	0.0000	0.0000	1
ZNF324	ZNF324B	DN_NC_073244.2_70544393_4	DN_NC_073244.2_70556426_4	truthbar	0	4	4	4	multi	0	0.2185	0.7839	0.7500	0.7500	0.7500	1
ZNF324	ZNF71	DN_NC_073244.2_68699723_3	DN_NC_073244.2_70558480_2	truthbar	0	3	2	2	multi	0	0.2157	0.0000	0.0000	0.0000	0.0000	1
ZNF324	ZNF835	DN_NC_073244.2_68766684_2	DN_NC_073244.2_70558480_2	genuine	0	2	2	2	multi	0	0.2171	0.0000	0.0000	0.0000	0.0000	1
ZNF324B	ZNF835	DN_NC_073244.2_68766684_2	DN_NC_073244.2_70544393_4	truthbar	0	2	4	2	multi	0	0.2224	0.0000	0.0000	0.0000	0.0000	1
ZNF329	ZNF420	DN_NC_073244.2_48242798_5	DN_NC_073244.2_70224599_4	truthbar	0	5	4	4	multi	0	0.1572	0.0000	0.0000	0.0000	0.0000	0
ZNF331	ZNF420	DN_NC_073244.2_48242798_5	DN_NC_073244.2_65470296_6	truthbar	0	5	6	5	multi	0	0.2620	0.0000	0.0000	0.0000	0.0000	0
ZNF331	ZNF461	DN_NC_073244.2_47831779_6	DN_NC_073244.2_65470296_6	truthbar	0	6	6	6	multi	0	0.1419	0.0000	0.0000	0.0000	0.0000	0
ZNF331	ZNF529	DN_NC_073244.2_47739503_5	DN_NC_073244.2_65470296_6	truthbar	0	5	6	5	multi	0	0.1523	0.0000	0.0000	0.0000	0.0000	0
ZNF331	ZNF565	DN_NC_073244.2_47250467_5	DN_NC_073244.2_65470296_6	truthbar	0	5	6	5	multi	0	0.1536	0.0000	0.0000	0.0000	0.0000	0
ZNF331	ZNF566	DN_NC_073244.2_47642985_5	DN_NC_073244.2_65470296_6	genuine	0	5	6	5	multi	0	0.1722	0.0000	0.0000	0.0000	0.0000	0
ZNF331	ZNF571	DN_NC_073244.2_49072464_4	DN_NC_073244.2_65470296_6	truthbar	0	4	6	4	multi	0	0.3122	0.0000	0.0000	0.0000	0.0000	0
ZNF331	ZNF573	DN_NC_073244.2_49246931_6	DN_NC_073244.2_65470296_6	truthbar	0	6	6	6	multi	0	0.2722	0.0000	0.0000	0.0000	0.0000	0
ZNF331	ZNF790	DN_NC_073244.2_47997304_5	DN_NC_073244.2_65470296_6	truthbar	0	5	6	5	multi	0	0.2385	0.0000	0.0000	0.0000	0.0000	0
ZNF331	ZNF829	DN_NC_073244.2_48066692_6	DN_NC_073244.2_65470296_6	truthbar	0	6	6	6	multi	0	0.1677	0.0000	0.0000	0.0000	0.0000	0
ZNF333	ZNF554	DN_NC_073244.2_20723155_12	DN_NC_073244.2_8594978_5	truthbar	0	12	5	5	multi	0	0.1863	0.0000	0.0000	0.0000	0.0000	3
ZNF333	ZNF879	DN_NC_073228.2_182994030_5	DN_NC_073244.2_20723155_12	truthbar	0	5	12	5	multi	0	0.2842	0.0000	0.0000	0.0000	0.0000	3
ZNF334	ZNF484	DN_NC_073237.2_89310571_5	DN_NC_073245.2_58728682_5	truthbar	0	5	5	5	multi	0	0.1390	0.0000	0.0000	0.0000	0.0000	0
ZNF334	ZNF487	DN_NC_073232.2_71973207_3	DN_NC_073245.2_58728682_5	genuine	0	3	5	3	multi	0	0.1798	0.0000	0.0000	0.0000	0.0000	0
ZNF334	ZNF510	DN_NC_073237.2_93211680_6	DN_NC_073245.2_58728682_5	truthbar	0	6	5	5	multi	0	0.2077	0.0000	0.0000	0.0000	0.0000	0
ZNF334	ZNF527	DN_NC_073244.2_48620420_5	DN_NC_073245.2_58728682_5	truthbar	0	5	5	5	multi	0	0.1475	0.0000	0.0000	0.0000	0.0000	0
ZNF334	ZNF567	DN_NC_073244.2_47878793_6	DN_NC_073245.2_58728682_5	truthbar	0	6	5	5	multi	0	0.1422	0.0000	0.0000	0.0000	0.0000	0
ZNF334	ZNF568	DN_NC_073244.2_48093173_7	DN_NC_073245.2_58728682_5	truthbar	0	7	5	5	multi	0	0.2156	0.0000	0.0000	0.0000	0.0000	0
ZNF334	ZNF569	DN_NC_073244.2_48919547_6	DN_NC_073245.2_58728682_5	truthbar	0	6	5	5	multi	0	0.1442	0.0000	0.0000	0.0000	0.0000	0
ZNF334	ZNF585A	DN_NC_073244.2_48319142_5	DN_NC_073245.2_58728682_5	truthbar	0	5	5	5	multi	0	0.2670	0.0000	0.0000	0.0000	0.0000	0
ZNF334	ZNF585B	DN_NC_073244.2_48352926_4	DN_NC_073245.2_58728682_5	truthbar	0	4	5	4	multi	0	0.2737	0.0000	0.0000	0.0000	0.0000	0
ZNF334	ZNF605	DN_NC_073234.2_148420424_5	DN_NC_073245.2_58728682_5	truthbar	0	5	5	5	multi	0	0.2374	0.0000	0.0000	0.0000	0.0000	0
ZNF334	ZNF624	DN_NC_073228.2_83513581_6	DN_NC_073245.2_58728682_5	truthbar	0	6	5	5	multi	0	0.2352	0.0000	0.0000	0.0000	0.0000	0
ZNF334	ZNF717	DN_NC_073245.2_58728682_5	DN_NC_086017.1_85766278_5	truthbar	0	5	5	5	multi	0	0.1714	0.0000	0.0000	0.0000	0.0000	0
ZNF334	ZNF84	DN_NC_073234.2_148537990_5	DN_NC_073245.2_58728682_5	truthbar	0	5	5	5	multi	0	0.2362	0.0000	0.0000	0.0000	0.0000	0
ZNF334	ZNF883	DN_NC_073237.2_109230975_4	DN_NC_073245.2_58728682_5	truthbar	0	4	5	4	multi	0	0.1509	0.0000	0.0000	0.0000	0.0000	0
ZNF337	ZNF343	DN_NC_073245.2_12403861_6	DN_NC_073245.2_35678363_2	truthbar	0	6	2	2	multi	0	0.2693	0.0000	0.0000	0.0000	0.0000	1
ZNF337	ZNF875	DN_NC_073244.2_48583045_5	DN_NC_073245.2_35678363_2	truthbar	0	6	2	2	multi	0	0.2820	0.0000	0.0000	0.0000	0.0000	1
ZNF33B	ZNF354A	DN_NC_073228.2_182334642_5	DN_NC_073232.2_72820474_5	truthbar	0	5	5	5	multi	0	0.2181	0.0000	0.0000	0.0000	0.0000	0
ZNF33B	ZNF354B	DN_NC_073228.2_182827930_5	DN_NC_073232.2_72820474_5	truthbar	0	5	5	5	multi	0	0.1590	0.0000	0.0000	0.0000	0.0000	0
ZNF33B	ZNF382	DN_NC_073232.2_72820474_5	DN_NC_073244.2_47798559_5	truthbar	0	5	5	5	multi	0	0.2007	0.0000	0.0000	0.0000	0.0000	0
ZNF33B	ZNF487	DN_NC_073232.2_71973207_3	DN_NC_073232.2_72820474_5	genuine	0	3	5	3	multi	0	0.1576	0.0000	0.0000	0.0000	0.0000	0
ZNF33B	ZNF527	DN_NC_073232.2_72820474_5	DN_NC_073244.2_48620420_5	truthbar	0	5	5	5	multi	0	0.1664	0.0000	0.0000	0.0000	0.0000	0
ZNF33B	ZNF567	DN_NC_073232.2_72820474_5	DN_NC_073244.2_47878793_6	truthbar	0	5	6	5	multi	0	0.2484	0.0000	0.0000	0.0000	0.0000	0
ZNF33B	ZNF568	DN_NC_073232.2_72820474_5	DN_NC_073244.2_48093173_7	truthbar	0	5	7	5	multi	0	0.1865	0.0000	0.0000	0.0000	0.0000	0
ZNF33B	ZNF569	DN_NC_073232.2_72820474_5	DN_NC_073244.2_48919547_6	truthbar	0	5	6	5	multi	0	0.1633	0.0000	0.0000	0.0000	0.0000	0
ZNF33B	ZNF613	DN_NC_073232.2_72820474_5	DN_NC_073244.2_63895938_6	truthbar	0	5	6	5	multi	0	0.1861	0.0000	0.0000	0.0000	0.0000	0
ZNF33B	ZNF624	DN_NC_073228.2_83513581_6	DN_NC_073232.2_72820474_5	truthbar	0	6	5	5	multi	0	0.2184	0.0000	0.0000	0.0000	0.0000	0
ZNF33B	ZNF717	DN_NC_073232.2_72820474_5	DN_NC_086017.1_85766278_5	truthbar	0	5	5	5	multi	0	0.3511	0.0000	0.0000	0.0000	0.0000	0
ZNF33B	ZNF782	DN_NC_073232.2_72820474_5	DN_NC_073237.2_93275727_4	truthbar	0	5	4	4	multi	0	0.1406	0.0000	0.0000	0.0000	0.0000	0
ZNF33B	ZNF84	DN_NC_073232.2_72820474_5	DN_NC_073234.2_148537990_5	truthbar	0	5	5	5	multi	0	0.2071	0.0000	0.0000	0.0000	0.0000	0
ZNF33B	ZNF883	DN_NC_073232.2_72820474_5	DN_NC_073237.2_109230975_4	genuine	0	5	4	4	multi	0	0.1545	0.0000	0.0000	0.0000	0.0000	0
ZNF34	ZNF70	DN_NC_073231.2_150618111_5	DN_NC_086018.1_21231592_2	truthbar	0	5	2	2	multi	0	0.1514	0.0000	0.0000	0.0000	0.0000	1
ZNF34	ZNF79	DN_NC_073231.2_150618111_5	DN_NC_073237.2_123801018_5	truthbar	0	5	5	5	multi	0	0.2073	0.0000	0.0000	0.0000	0.0000	1
ZNF343	ZNF589	DN_NC_073245.2_12403861_6	DN_NC_086017.1_58115065_4	truthbar	0	6	4	4	multi	0	0.2739	0.0000	0.0000	0.0000	0.0000	1
ZNF343	ZNF875	DN_NC_073244.2_48583045_5	DN_NC_073245.2_12403861_6	truthbar	0	6	6	6	multi	0	0.3927	0.0000	0.0000	0.0000	0.0000	1
ZNF347	ZNF415	DN_NC_073244.2_65046428_2	DN_NC_073244.2_65073171_5	truthbar	0	4	5	4	multi	0	0.1981	0.0000	0.0000	0.0000	0.0000	4
ZNF347	ZNF429	DN_NC_073244.2_27956158_4	DN_NC_073244.2_65073171_5	truthbar	0	4	5	4	multi	0	0.1775	0.0000	0.0000	0.0000	0.0000	4
ZNF347	ZNF430	DN_NC_073244.2_27504818_5	DN_NC_073244.2_65073171_5	truthbar	0	5	5	5	multi	0	0.2040	0.0000	0.0000	0.0000	0.0000	4
ZNF347	ZNF468	DN_NC_073244.2_64797239_5	DN_NC_073244.2_65073171_5	truthbar	0	5	5	5	multi	0	0.1765	0.0000	0.0000	0.0000	0.0000	4
ZNF347	ZNF528	DN_NC_073244.2_64368633_7	DN_NC_073244.2_65073171_5	truthbar	0	7	5	5	multi	0	0.2608	0.0000	0.0000	0.0000	0.0000	4
ZNF347	ZNF578	DN_NC_073244.2_64426370_6	DN_NC_073244.2_65073171_5	truthbar	0	6	5	5	multi	0	0.1538	0.0000	0.0000	0.0000	0.0000	4
ZNF347	ZNF600	DN_NC_073244.2_64724127_4	DN_NC_073244.2_65073171_5	truthbar	0	4	5	4	multi	0	0.2631	0.0000	0.0000	0.0000	0.0000	4
ZNF347	ZNF611	DN_NC_073244.2_64672255_4	DN_NC_073244.2_65073171_5	truthbar	0	4	5	4	multi	0	0.1677	0.0000	0.0000	0.0000	0.0000	4
ZNF347	ZNF616	DN_NC_073244.2_64081943_4	DN_NC_073244.2_65073171_5	truthbar	0	4	5	4	multi	0	0.1362	0.0000	0.0000	0.0000	0.0000	4
ZNF347	ZNF678	DN_NC_073224.2_40627195_4	DN_NC_073244.2_65073171_5	truthbar	0	4	5	4	multi	0	0.2079	0.0000	0.0000	0.0000	0.0000	4
ZNF347	ZNF761	DN_NC_073244.2_65073171_5	DN_NC_073244.2_65362909_5	truthbar	0	5	5	5	multi	0	0.2507	0.0000	0.0000	0.0000	0.0000	4
ZNF347	ZNF766	DN_NC_073244.2_64231369_4	DN_NC_073244.2_65073171_5	truthbar	0	4	5	4	multi	0	0.1607	0.0000	0.0000	0.0000	0.0000	4
ZNF347	ZNF808	DN_NC_073244.2_64500861_5	DN_NC_073244.2_65073171_5	truthbar	0	5	5	5	multi	0	0.3002	0.0000	0.0000	0.0000	0.0000	4
ZNF347	ZNF813	DN_NC_073244.2_65073171_5	DN_NC_073244.2_65398487_4	truthbar	0	5	4	4	multi	0	0.1406	0.0000	0.0000	0.0000	0.0000	4
ZNF347	ZNF836	DN_NC_073244.2_64125568_5	DN_NC_073244.2_65073171_5	truthbar	0	5	5	5	multi	0	0.1963	0.0000	0.0000	0.0000	0.0000	4
ZNF347	ZNF841	DN_NC_073244.2_64034715_7	DN_NC_073244.2_65073171_5	truthbar	0	7	5	5	multi	0	0.2264	0.0000	0.0000	0.0000	0.0000	4
ZNF347	ZNF888	DN_NC_073244.2_64860608_4	DN_NC_073244.2_65073171_5	truthbar	0	4	5	4	multi	0	0.2384	0.0000	0.0000	0.0000	0.0000	4
ZNF347	ZNF92	DN_NC_073230.2_74637814_2	DN_NC_073244.2_65073171_5	truthbar	0	2	5	2	multi	0	0.2188	0.0000	0.0000	0.0000	0.0000	4
ZNF35	ZNF543	DN_NC_073244.2_69422908_4	DN_NC_086017.1_54551513_4	truthbar	0	4	4	4	multi	0	0.3704	0.0000	0.0000	0.0000	0.0000	3
ZNF35	ZNF550	DN_NC_073244.2_69643403_5	DN_NC_086017.1_54551513_4	genuine	0	5	4	4	multi	0	0.2426	0.0000	0.0000	0.0000	0.0000	3
ZNF35	ZNF594	DN_NC_073243.2_20322881_2	DN_NC_086017.1_54551513_4	truthbar	0	2	4	2	multi	0	0.1392	0.0000	0.0000	0.0000	0.0000	3
ZNF35	ZNF667	DN_NC_073244.2_68548768_5	DN_NC_086017.1_54551513_4	truthbar	0	5	4	4	multi	0	0.2170	0.0000	0.0000	0.0000	0.0000	3
ZNF35	ZNF805	DN_NC_073244.2_69343714_4	DN_NC_086017.1_54551513_4	truthbar	0	4	4	4	multi	0	0.2256	0.0000	0.0000	0.0000	0.0000	3
ZNF354A	ZNF354B	DN_NC_073228.2_182334642_5	DN_NC_073228.2_182827930_5	truthbar	0	5	5	5	multi	0	0.5012	0.7632	0.8000	0.6000	0.6000	0
ZNF354A	ZNF41	DN_NC_073228.2_182334642_5	DN_NC_073247.2_57840463_5	truthbar	0	5	5	5	multi	0	0.2313	0.0000	0.0000	0.0000	0.0000	0
ZNF354A	ZNF501	DN_NC_073228.2_182334642_5	DN_NC_086017.1_54629198_3	genuine	0	5	3	3	multi	0	0.2220	0.0000	0.0000	0.0000	0.0000	0
ZNF354A	ZNF568	DN_NC_073228.2_182334642_5	DN_NC_073244.2_48093173_7	truthbar	0	5	7	5	multi	0	0.4288	0.0000	0.0000	0.0000	0.0000	0
ZNF354A	ZNF569	DN_NC_073228.2_182334642_5	DN_NC_073244.2_48919547_6	truthbar	0	5	6	5	multi	0	0.1812	0.0000	0.0000	0.0000	0.0000	0
ZNF354A	ZNF585A	DN_NC_073228.2_182334642_5	DN_NC_073244.2_48319142_5	truthbar	0	5	5	5	multi	0	0.3243	0.0000	0.0000	0.0000	0.0000	0
ZNF354A	ZNF585B	DN_NC_073228.2_182334642_5	DN_NC_073244.2_48352926_4	truthbar	0	5	4	4	multi	0	0.3538	0.0000	0.0000	0.0000	0.0000	0
ZNF354A	ZNF606	DN_NC_073228.2_182334642_5	DN_NC_073244.2_70077616_7	truthbar	0	5	7	5	multi	0	0.4386	0.0000	0.0000	0.0000	0.0000	0
ZNF354A	ZNF624	DN_NC_073228.2_182334642_5	DN_NC_073228.2_83513581_6	truthbar	0	5	6	5	multi	0	0.3130	0.0000	0.0000	0.0000	0.0000	0
ZNF354A	ZNF84	DN_NC_073228.2_182334642_5	DN_NC_073234.2_148537990_5	truthbar	0	5	5	5	multi	0	0.2080	0.0000	0.0000	0.0000	0.0000	0
ZNF354B	ZNF527	DN_NC_073228.2_182827930_5	DN_NC_073244.2_48620420_5	truthbar	0	5	5	5	multi	0	0.2211	0.0000	0.0000	0.0000	0.0000	0
ZNF354B	ZNF568	DN_NC_073228.2_182827930_5	DN_NC_073244.2_48093173_7	truthbar	0	5	7	5	multi	0	0.1477	0.0000	0.0000	0.0000	0.0000	0
ZNF354B	ZNF585A	DN_NC_073228.2_182827930_5	DN_NC_073244.2_48319142_5	truthbar	0	5	5	5	multi	0	0.1894	0.0000	0.0000	0.0000	0.0000	0
ZNF354B	ZNF585B	DN_NC_073228.2_182827930_5	DN_NC_073244.2_48352926_4	truthbar	0	5	4	4	multi	0	0.2629	0.0000	0.0000	0.0000	0.0000	0
ZNF354B	ZNF624	DN_NC_073228.2_182827930_5	DN_NC_073228.2_83513581_6	truthbar	0	5	6	5	multi	0	0.1624	0.0000	0.0000	0.0000	0.0000	0
ZNF354B	ZNF717	DN_NC_073228.2_182827930_5	DN_NC_086017.1_85766278_5	truthbar	0	5	5	5	multi	0	0.1516	0.0000	0.0000	0.0000	0.0000	0
ZNF354B	ZNF883	DN_NC_073228.2_182827930_5	DN_NC_073237.2_109230975_4	truthbar	0	5	4	4	multi	0	0.1682	0.0000	0.0000	0.0000	0.0000	0
ZNF382	ZNF484	DN_NC_073237.2_89310571_5	DN_NC_073244.2_47798559_5	truthbar	0	5	5	5	multi	0	0.2215	0.0000	0.0000	0.0000	0.0000	0
ZNF382	ZNF487	DN_NC_073232.2_71973207_3	DN_NC_073244.2_47798559_5	genuine	0	3	5	3	multi	0	0.1433	0.0000	0.0000	0.0000	0.0000	0
ZNF382	ZNF527	DN_NC_073244.2_47798559_5	DN_NC_073244.2_48620420_5	truthbar	0	5	5	5	multi	0	0.2572	0.0000	0.0000	0.0000	0.0000	0
ZNF382	ZNF567	DN_NC_073244.2_47798559_5	DN_NC_073244.2_47878793_6	truthbar	0	5	6	5	multi	0	0.2638	0.0000	0.0000	0.0000	0.0000	0
ZNF382	ZNF613	DN_NC_073244.2_47798559_5	DN_NC_073244.2_63895938_6	truthbar	0	5	6	5	multi	0	0.2412	0.0000	0.0000	0.0000	0.0000	0
