gene_a	gene_b	class	cls	core	aln_frac	all_isoform_alnfrac	gga_score	exon_hom	junc_conc	shared_path	n_exon_match	n_iso_a	n_iso_b
ZNF485	ZNF879	truthbar-FP	truthbar	0.2011	0.0000	1.0000	0.0367	0.0234	0.0000	0.1000	1	3	8
ZNF486	ZNF506	truthbar-FP	truthbar	0.3165	0.4706	1.0000	0.6408	0.9411		0.0400	23	32	34
ZNF486	ZNF595	truthbar-FP	truthbar	0.2309	0.0000	1.0000	0.5138	0.7506		0.0400	18	32	46
ZNF486	ZNF600	truthbar-FP	truthbar	0.1590	0.0000	1.0000	0.0318	0.0436	0.0000	0.0400	1	32	23
ZNF486	ZNF626	truthbar-FP	truthbar	0.3690	0.3514	1.0000	0.5582	0.8174		0.0400	21	32	29
ZNF486	ZNF675	truthbar-FP	truthbar	0.4605	0.7361	1.0000	0.2009	0.3817	0.0000	0.0400	9	32	20
ZNF486	ZNF678	truthbar-FP	truthbar	0.3050	0.0000	1.0000	0.4441	0.6462		0.0400	15	32	44
ZNF486	ZNF680	truthbar-FP	truthbar	0.4889	0.0000	1.0000	0.5212	0.7619		0.0400	18	32	38
ZNF486	ZNF681	truthbar-FP	truthbar	0.2263	0.0000	1.0000	0.2394	0.4587	0.0000	0.0400	9	32	17
ZNF486	ZNF682	truthbar-FP	truthbar	0.4680	0.0000	1.0000	0.5757	0.8435		0.0400	20	32	36
ZNF486	ZNF695	truthbar-FP	truthbar	0.2577	0.0000	1.0000	0.3724	0.5386		0.0400	16	32	42
ZNF486	ZNF721	genuine-FP	genuine	0.1496	0.0000	1.0000	0.5065	0.7398		0.0400	17	32	46
ZNF486	ZNF723	truthbar-FP	truthbar	0.6166	0.0000	1.0000	0.2371	0.4543	0.0000	0.0400	6	32	14
ZNF486	ZNF727	truthbar-FP	truthbar	0.1636	0.0000	1.0000	0.5262	0.7693		0.0400	19	32	36
ZNF486	ZNF736	truthbar-FP	truthbar	0.2838	0.0000	1.0000	0.5067	0.7401		0.0400	18	32	30
ZNF486	ZNF836	truthbar-FP	truthbar	0.2818	0.0000	1.0000	0.1691	0.2337		0.0400	5	32	25
ZNF486	ZNF91	genuine-FP	genuine	0.3031	0.0000	1.0000	0.0662	0.1124	0.0000	0.0400	6	32	25
ZNF486	ZNF92	truthbar-FP	truthbar	0.3257	0.0000	1.0000	0.3629	0.5243		0.0400	13	32	40
ZNF487	ZNF510	genuine-FP	genuine	0.2144	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0	14	5
ZNF487	ZNF527	genuine-FP	genuine	0.1423	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0	14	9
ZNF487	ZNF567	genuine-FP	genuine	0.2129	0.0000	1.0000	0.0120	0.0040	0.0000	0.0400	9	14	10
ZNF487	ZNF568	genuine-FP	genuine	0.2139	0.0000	1.0000	0.0124	0.0048	0.0000	0.0400	2	14	14
ZNF487	ZNF569	genuine-FP	genuine	0.2199	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0	14	9
ZNF487	ZNF577	truthbar-FP	truthbar	0.1754	0.0000	1.0000	0.0148	0.0069	0.0000	0.0455	8	14	7
ZNF487	ZNF585A	genuine-FP	genuine	0.2372	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0	14	15
ZNF487	ZNF585B	genuine-FP	genuine	0.2372	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0	14	18
ZNF487	ZNF605	genuine-FP	genuine	0.1611	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0	14	20
ZNF487	ZNF624	genuine-FP	genuine	0.1700	0.0000	1.0000	0.0474	0.0749	0.0000	0.0400	3	14	25
ZNF487	ZNF717	genuine-FP	genuine	0.1472	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	14	5
ZNF487	ZNF782	genuine-FP	genuine	0.2317	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0	14	10
ZNF487	ZNF84	genuine-FP	genuine	0.1497	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0	14	21
ZNF487	ZNF883	genuine-FP	genuine	0.1512	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0	14	18
ZNF490	ZNF563	truthbar-FP	truthbar	0.1996	0.0000	1.0000	0.6434	0.9715	0.4706	0.1600	19	7	8
ZNF490	ZNF564	truthbar-FP	truthbar	0.2342	0.0000	1.0000	0.6618	0.9788	0.5294	0.1600	19	7	8
ZNF490	ZNF57	truthbar-FP	truthbar	0.1397	0.0000	0.0000	0.4570	0.8783	0.0000	0.0714	6	7	6
ZNF490	ZNF669	truthbar-FP	truthbar	0.1457	0.0000	1.0000	0.3839	0.7478	0.0000	0.0400	7	7	22
ZNF490	ZNF791	truthbar-FP	truthbar	0.1517	0.0000	1.0000	0.5438	0.8717	0.2500	0.1818	12	7	6
ZNF490	ZNF799	truthbar-FP	truthbar	0.1661	0.0000	1.0000	0.5416	0.7532	0.5000	0.1600	16	7	8
ZNF490	ZNF823	truthbar-FP	truthbar	0.1681	0.0000	1.0000	0.3998	0.7795	0.0000	0.0400	7	7	24
ZNF501	ZNF585A	genuine-FP	genuine	0.1452	0.0000	1.0000	0.0286	0.0188	0.0000	0.0769	1	5	15
ZNF501	ZNF585B	genuine-FP	genuine	0.1723	0.0000	1.0000	0.0286	0.0188	0.0000	0.0769	1	5	18
ZNF502	ZSCAN16	genuine-FP	genuine	0.2462	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0	5	6
ZNF506	ZNF578	truthbar-FP	truthbar	0.1703	0.0000	1.0000	0.0891	0.1583	0.0000	0.0400	2	34	13
ZNF506	ZNF595	truthbar-FP	truthbar	0.2693	0.0000	1.0000	0.5025	0.7337		0.0400	18	34	46
ZNF506	ZNF626	truthbar-FP	truthbar	0.1782	0.8267	1.0000	0.5176	0.7564		0.0400	19	34	29
ZNF506	ZNF675	truthbar-FP	truthbar	0.4255	0.0000	1.0000	0.1821	0.3442	0.0000	0.0400	8	34	20
ZNF506	ZNF678	truthbar-FP	truthbar	0.2619	0.0000	1.0000	0.4345	0.6317		0.0400	15	34	44
ZNF506	ZNF680	truthbar-FP	truthbar	0.2151	0.0000	1.0000	0.5286	0.7729		0.0400	19	34	38
ZNF506	ZNF681	truthbar-FP	truthbar	0.3043	0.0000	1.0000	0.2540	0.4879	0.0000	0.0400	9	34	17
ZNF506	ZNF682	truthbar-FP	truthbar	0.4123	0.0000	1.0000	0.5948	0.8722		0.0400	21	34	36
ZNF506	ZNF695	truthbar-FP	truthbar	0.3468	0.0000	1.0000	0.4305	0.6257		0.0400	18	34	42
ZNF506	ZNF721	genuine-FP	genuine	0.2429	0.0000	1.0000	0.4926	0.7189		0.0400	17	34	46
ZNF506	ZNF723	truthbar-FP	truthbar	0.5842	0.6874	1.0000	0.2371	0.4543	0.0000	0.0400	6	34	14
ZNF506	ZNF727	truthbar-FP	truthbar	0.1374	0.0000	1.0000	0.4891	0.7137		0.0400	19	34	36
ZNF506	ZNF736	truthbar-FP	truthbar	0.3950	0.0000	1.0000	0.4891	0.7137		0.0400	17	34	30
ZNF506	ZNF761	truthbar-FP	truthbar	0.1532	0.0000	1.0000	0.0141	0.0083	0.0000	0.0400	13	34	8
ZNF506	ZNF83	truthbar-FP	truthbar	0.1757	0.0000	1.0000	0.0708	0.1216	0.0000	0.0400	2	34	19
ZNF506	ZNF841	truthbar-FP	truthbar	0.2599	0.0000	1.0000	0.0610	0.0715		0.0400	5	34	25
ZNF506	ZNF91	genuine-FP	genuine	0.2503	0.0000	1.0000	0.0662	0.1124	0.0000	0.0400	6	34	25
ZNF506	ZNF92	truthbar-FP	truthbar	0.2998	0.0000	1.0000	0.3767	0.5451		0.0400	14	34	40
ZNF510	ZNF527	truthbar-FP	truthbar	0.1379	0.0000	1.0000	0.0277	0.0099	0.0000	0.0909	1	5	9
ZNF510	ZNF674	truthbar-FP	truthbar	0.1588	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	5	6
ZNF514	ZNF879	truthbar-FP	truthbar	0.1558	0.0000	1.0000	0.5503	0.9542	0.1111	0.1818	4	4	8
ZNF519	ZNF528	truthbar-FP	truthbar	0.2021	0.0000	1.0000	0.0119	0.0038	0.0000	0.0400	15	36	15
ZNF519	ZNF595	truthbar-FP	truthbar	0.3688	0.0000	1.0000	0.5415	0.7922		0.0400	20	36	46
ZNF519	ZNF600	truthbar-FP	truthbar	0.1372	0.0000	1.0000	0.1026	0.1852	0.0000	0.0400	4	36	23
ZNF519	ZNF616	truthbar-FP	truthbar	0.1613	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0	36	16
ZNF519	ZNF675	truthbar-FP	truthbar	0.3987	0.0000	1.0000	0.2897	0.5595	0.0000	0.0400	10	36	20
ZNF519	ZNF678	truthbar-FP	truthbar	0.1559	0.0000	1.0000	0.4123	0.5984		0.0400	15	36	44
ZNF519	ZNF680	truthbar-FP	truthbar	0.2050	0.0000	1.0000	0.4965	0.7248		0.0400	18	36	38
ZNF519	ZNF681	truthbar-FP	truthbar	0.2728	0.0000	1.0000	0.2438	0.4677	0.0000	0.0400	7	36	17
ZNF519	ZNF682	truthbar-FP	truthbar	0.2112	0.0000	1.0000	0.4829	0.7043		0.0400	18	36	36
ZNF519	ZNF695	truthbar-FP	truthbar	0.3053	0.0000	1.0000	0.4189	0.6084		0.0400	16	36	42
ZNF519	ZNF721	truthbar-FP	truthbar	0.1913	0.0000	1.0000	0.4807	0.7010		0.0400	17	36	46
ZNF519	ZNF723	truthbar-FP	truthbar	0.3428	0.0000	1.0000	0.2756	0.5312	0.0000	0.0400	5	36	14
ZNF519	ZNF766	truthbar-FP	truthbar	0.1621	0.0000	1.0000	0.1686	0.3171	0.0000	0.0400	5	36	16
ZNF519	ZNF813	truthbar-FP	truthbar	0.1520	0.0000	0.8315	0.0147	0.0094	0.0000	0.0400	3	36	8
ZNF519	ZNF83	truthbar-FP	truthbar	0.3445	0.0000	1.0000	0.1227	0.2253	0.0000	0.0400	4	36	19
ZNF519	ZNF836	truthbar-FP	truthbar	0.1875	0.0000	1.0000	0.1725	0.2387		0.0400	6	36	25
ZNF519	ZNF888	truthbar-FP	truthbar	0.1642	0.0000	1.0000	0.1167	0.2133	0.0000	0.0400	14	36	13
ZNF519	ZNF91	genuine-FP	genuine	0.1349	0.0000	1.0000	0.1529	0.2859	0.0000	0.0400	7	36	25
ZNF519	ZNF92	truthbar-FP	truthbar	0.2554	0.0000	1.0000	0.3867	0.5601		0.0400	14	36	40
ZNF527	ZNF568	truthbar-FP	truthbar	0.1644	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0	9	14
ZNF527	ZNF569	truthbar-FP	truthbar	0.2226	0.0000	1.0000	0.3655	0.5148	0.3125	0.1200	6	9	9
ZNF527	ZNF585B	truthbar-FP	truthbar	0.1818	0.0000	1.0000	0.3700	0.7200	0.0000	0.0400	6	9	18
ZNF527	ZNF624	truthbar-FP	truthbar	0.2252	0.0000	1.0000	0.3581	0.6962	0.0000	0.0400	5	9	25
ZNF527	ZNF674	truthbar-FP	truthbar	0.1696	0.0000	1.0000	0.0225	0.0251	0.0000	0.0400	2	9	6
ZNF527	ZNF717	truthbar-FP	truthbar	0.1618	0.0000	1.0000	0.0208	0.0137	0.0000	0.0556	2	9	5
ZNF527	ZNF84	truthbar-FP	truthbar	0.1484	0.0000	1.0000	0.3158	0.6115	0.0000	0.0400	5	9	21
ZNF527	ZNF883	truthbar-FP	truthbar	0.1397	0.0000	1.0000	0.3158	0.6115	0.0000	0.0400	5	9	18
ZNF528	ZNF578	truthbar-FP	truthbar	0.2143	0.0000	1.0000	0.2938	0.5675	0.0000	0.0400	1	15	13
ZNF528	ZNF600	truthbar-FP	truthbar	0.3132	0.0000	1.0000	0.0119	0.0038	0.0000	0.0400	1	15	23
ZNF528	ZNF675	truthbar-FP	truthbar	0.2625	0.0000	1.0000	0.0119	0.0038	0.0000	0.0400	1	15	20
ZNF528	ZNF678	truthbar-FP	truthbar	0.1460	0.0000	1.0000	0.0119	0.0038	0.0000	0.0400	1	15	44
ZNF528	ZNF721	truthbar-FP	truthbar	0.1430	0.0000	1.0000	0.0119	0.0038	0.0000	0.0400	1	15	46
ZNF528	ZNF723	truthbar-FP	truthbar	0.4197	0.0000	1.0000	0.2332	0.4464	0.0000	0.0400	1	15	14
ZNF528	ZNF766	truthbar-FP	truthbar	0.1969	0.0000	1.0000	0.0119	0.0038	0.0000	0.0400	1	15	16
ZNF528	ZNF808	truthbar-FP	truthbar	0.1828	0.0000	1.0000	0.0119	0.0038	0.0000	0.0400	1	15	20
ZNF528	ZNF813	truthbar-FP	truthbar	0.1750	0.0000	1.0000	0.3169	0.6139	0.0000	0.0400	3	15	8
ZNF528	ZNF83	truthbar-FP	truthbar	0.2588	0.0000	1.0000	0.0119	0.0038	0.0000	0.0400	1	15	19
ZNF528	ZNF836	truthbar-FP	truthbar	0.3142	0.0000	1.0000	0.0119	0.0038	0.0000	0.0400	1	15	25
ZNF528	ZNF841	truthbar-FP	truthbar	0.1688	0.0000	1.0000	0.0119	0.0038	0.0000	0.0400	1	15	25
ZNF528	ZNF91	truthbar-FP	truthbar	0.2576	0.0000	1.0000	0.0119	0.0038	0.0000	0.0400	1	15	25
ZNF529	ZNF565	truthbar-FP	truthbar	0.2075	0.0000	1.0000	0.4358	0.8517	0.0000	0.0400	12	8	18
ZNF529	ZNF571	truthbar-FP	truthbar	0.2933	0.0000	1.0000	0.1563	0.1937	0.1176	0.1200	9	8	9
ZNF529	ZNF573	truthbar-FP	truthbar	0.2117	0.0000	1.0000	0.1602	0.1937	0.1333	0.1200	9	8	10
ZNF529	ZNF582	truthbar-FP	truthbar	0.1494	0.0000	0.0000	0.0277	0.0355	0.0000	0.0400	7	8	8
ZNF529	ZNF780A	truthbar-FP	truthbar	0.2353	0.0000	0.0000	0.0268	0.0336	0.0000	0.0400	7	8	8
ZNF529	ZNF780B	truthbar-FP	truthbar	0.1835	0.0000	0.3583	0.0277	0.0355	0.0000	0.0400	7	8	7
ZNF529	ZNF790	truthbar-FP	truthbar	0.1331	0.0000	1.0000	0.2895	0.4936	0.0909	0.0800	8	8	14
ZNF540	ZNF546	truthbar-FP	truthbar	0.2791	0.0000	1.0000	0.3856	0.7462	0.0000	0.0500	10	5	12
ZNF540	ZNF565	truthbar-FP	truthbar	0.1660	0.0000	1.0000	0.3791	0.7332	0.0000	0.0500	5	5	18
ZNF540	ZNF571	truthbar-FP	truthbar	0.1304	0.1349	1.0000	0.2818	0.4842	0.0588	0.1000	7	5	9
ZNF540	ZNF573	truthbar-FP	truthbar	0.2791	0.0000	1.0000	0.2004	0.3174	0.0667	0.1000	6	5	10
ZNF540	ZNF582	truthbar-FP	truthbar	0.2100	0.0000	0.0000	0.0353	0.0456	0.0000	0.0500	5	5	8
ZNF540	ZNF665	truthbar-FP	truthbar	0.1801	0.0000	0.0000	0.0390	0.0531	0.0000	0.0500	6	5	8
ZNF540	ZNF780A	truthbar-FP	truthbar	0.3098	0.0000	1.0000	0.2731	0.3536	0.2353	0.1500	11	5	8
ZNF543	ZNF550	truthbar-FP	truthbar	0.2177	0.0000	1.0000	0.4463	0.3093	0.6667	0.5000	6	3	4
ZNF543	ZNF805	truthbar-FP	truthbar	0.4620	0.3297	1.0000	0.8333	1.0000	1.0000	0.3333	12	3	4
ZNF546	ZNF565	truthbar-FP	truthbar	0.2688	0.0000	1.0000	0.2413	0.4627	0.0000	0.0400	7	12	18
ZNF546	ZNF566	genuine-FP	genuine	0.1953	0.0000	1.0000	0.2952	0.4535	0.1538	0.1200	9	12	8
ZNF546	ZNF571	truthbar-FP	truthbar	0.3592	0.0000	1.0000	0.3453	0.6705	0.0000	0.0400	11	12	9
ZNF546	ZNF573	truthbar-FP	truthbar	0.2619	0.0000	1.0000	0.4814	0.8843	0.0769	0.0800	16	12	10
ZNF546	ZNF582	truthbar-FP	truthbar	0.2769	0.0000	1.0000	0.2008	0.3816	0.0000	0.0400	6	12	8
ZNF546	ZNF583	truthbar-FP	truthbar	0.1898	0.0000	1.0000	0.1775	0.3349	0.0000	0.0400	6	12	8
ZNF546	ZNF607	truthbar-FP	truthbar	0.2579	0.0000	1.0000	0.3601	0.7003	0.0000	0.0400	10	12	8
ZNF546	ZNF665	truthbar-FP	truthbar	0.2170	0.0000	1.0000	0.2958	0.5716	0.0000	0.0400	9	12	8
ZNF546	ZNF780A	truthbar-FP	truthbar	0.3714	0.0000	1.0000	0.1806	0.3413	0.0000	0.0400	6	12	8
ZNF546	ZNF780B	truthbar-FP	truthbar	0.3706	0.0000	1.0000	0.1988	0.3776	0.0000	0.0400	8	12	7
ZNF546	ZNF790	truthbar-FP	truthbar	0.3461	0.0000	1.0000	0.3909	0.5599	0.3636	0.0800	12	12	14
ZNF546	ZNF829	truthbar-FP	truthbar	0.2619	0.0000	1.0000	0.2555	0.3941	0.1538	0.0800	11	12	11
ZNF547	ZNF548	truthbar-FP	truthbar	0.1412	0.0000	1.0000	0.1222	0.1532	0.0714	0.1111	7	7	11
ZNF547	ZNF586	truthbar-FP	truthbar	0.1827	0.0000	0.0000	0.0259	0.0241	0.0000	0.0556	4	7	8
ZNF547	ZNF776	truthbar-FP	truthbar	0.1383	0.0000	1.0000	0.1262	0.1380	0.1176	0.1111	6	7	8
ZNF548	ZNF551	truthbar-FP	truthbar	0.1749	0.0000	1.0000	0.4735	0.7084	0.3571	0.1200	16	11	8
ZNF548	ZNF552	truthbar-FP	truthbar	0.2147	0.0000	1.0000	0.3450	0.5960	0.0769	0.1111	8	11	6
ZNF548	ZNF586	truthbar-FP	truthbar	0.1661	0.0000	1.0000	0.3902	0.5694	0.2857	0.1364	11	11	8
ZNF548	ZNF671	truthbar-FP	truthbar	0.1845	0.0000	1.0000	0.5598	0.8758	0.3571	0.1304	14	11	8
ZNF548	ZNF776	truthbar-FP	truthbar	0.1962	0.0000	1.0000	0.4061	0.6093	0.2857	0.1200	12	11	8
ZNF548	ZNF792	truthbar-FP	truthbar	0.1612	0.0000	1.0000	0.5270	0.6759	0.6364	0.1200	16	11	14
ZNF551	ZNF586	genuine-FP	genuine	0.1397	0.0000	1.0000	0.5076	0.6803	0.5333	0.1364	17	8	8
ZNF551	ZNF671	truthbar-FP	truthbar	0.2013	0.0000	1.0000	0.5131	0.7421	0.4375	0.1304	17	8	8
ZNF551	ZNF792	truthbar-FP	truthbar	0.1967	0.0000	1.0000	0.4032	0.6754	0.1818	0.0800	14	8	14
ZNF552	ZNF776	truthbar-FP	truthbar	0.1656	0.0000	1.0000	0.7967	0.9929	0.9231	0.2778	17	6	8
ZNF554	ZNF879	truthbar-FP	truthbar	0.1999	0.0000	1.0000	0.0413	0.0326	0.0000	0.1000	1	3	8
ZNF557	ZNF558	truthbar-FP	truthbar	0.1486	0.3048	0.3700	0.2119	0.0935	0.2857	0.3750	4	1	8
ZNF558	ZNF620	truthbar-FP	truthbar	0.1591	0.0000	0.0000	0.0655	0.0309	0.0000	0.2000	1	8	5
ZNF560	ZNF571	truthbar-FP	truthbar	0.2887	0.0000	1.0000	0.0962	0.1725	0.0000	0.0400	7	8	9
ZNF560	ZNF573	truthbar-FP	truthbar	0.1747	0.0000	0.0000	0.0220	0.0240	0.0000	0.0400	4	8	10
ZNF560	ZNF596	truthbar-FP	truthbar	0.1618	0.0000	1.0000	0.3954	0.7709	0.0000	0.0400	5	8	4
ZNF560	ZNF790	truthbar-FP	truthbar	0.2001	0.0000	1.0000	0.1470	0.2740	0.0000	0.0400	6	8	14
ZNF560	ZNF891	truthbar-FP	truthbar	0.2378	0.0000	1.0000	0.3419	0.6610	0.0000	0.0455	8	8	4
ZNF563	ZNF564	truthbar-FP	truthbar	0.2717	0.0000	1.0000	0.6972	0.9908	0.6471	0.1600	23	8	8
ZNF563	ZNF57	truthbar-FP	truthbar	0.1703	0.0000	1.0000	0.6045	0.8995	0.3333	0.2857	10	8	6
ZNF563	ZNF627	truthbar-FP	truthbar	0.3892	0.0000	1.0000	0.3469	0.6738	0.0000	0.0400	10	8	19
ZNF563	ZNF669	truthbar-FP	truthbar	0.2479	0.0000	1.0000	0.4303	0.8406	0.0000	0.0400	8	8	22
ZNF563	ZNF77	truthbar-FP	truthbar	0.1885	0.0000	0.9997	0.4532	0.7516	0.1667	0.1429	18	8	5
ZNF563	ZNF791	truthbar-FP	truthbar	0.2056	0.0000	1.0000	0.5241	0.8778	0.2500	0.0909	15	8	6
ZNF563	ZNF799	truthbar-FP	truthbar	0.4885	0.4743	1.0000	0.5837	0.9130	0.3889	0.1200	15	8	8
ZNF563	ZNF823	truthbar-FP	truthbar	0.4348	0.3962	1.0000	0.3782	0.7363	0.0000	0.0400	7	8	24
ZNF564	ZNF57	truthbar-FP	truthbar	0.3124	0.0000	1.0000	0.5006	0.8880	0.0833	0.1429	9	8	6
ZNF564	ZNF627	truthbar-FP	truthbar	0.1840	0.0000	1.0000	0.2975	0.5750	0.0000	0.0400	10	8	19
ZNF564	ZNF669	truthbar-FP	truthbar	0.2462	0.0000	1.0000	0.3702	0.7204	0.0000	0.0400	8	8	22
ZNF564	ZNF670	truthbar-FP	truthbar	0.1362	0.0000	1.0000	0.1640	0.3063	0.0000	0.0435	14	8	7
ZNF564	ZNF77	truthbar-FP	truthbar	0.3661	0.0000	1.0000	0.4298	0.7465	0.0833	0.1429	16	8	5
ZNF564	ZNF791	truthbar-FP	truthbar	0.2203	0.0000	1.0000	0.5056	0.8721	0.1875	0.0909	13	8	6
ZNF564	ZNF799	truthbar-FP	truthbar	0.2068	0.0000	1.0000	0.6146	0.9192	0.5000	0.1200	15	8	8
ZNF564	ZNF823	truthbar-FP	truthbar	0.1803	0.0000	1.0000	0.3242	0.6284	0.0000	0.0400	7	8	24
ZNF565	ZNF568	truthbar-FP	truthbar	0.1997	0.0000	1.0000	0.0124	0.0048	0.0000	0.0400	1	18	14
ZNF565	ZNF569	truthbar-FP	truthbar	0.1923	0.0000	1.0000	0.0976	0.1752	0.0000	0.0400	1	18	9
ZNF565	ZNF571	truthbar-FP	truthbar	0.3630	0.0000	1.0000	0.3443	0.6686	0.0000	0.0400	7	18	9
ZNF565	ZNF573	truthbar-FP	truthbar	0.2368	0.0000	1.0000	0.2526	0.4853	0.0000	0.0400	5	18	10
ZNF565	ZNF582	truthbar-FP	truthbar	0.2225	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	18	8
ZNF565	ZNF583	truthbar-FP	truthbar	0.3588	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	18	8
ZNF565	ZNF605	truthbar-FP	truthbar	0.1545	0.0000	1.0000	0.2300	0.3199	0.2000	0.0800	4	18	20
ZNF565	ZNF607	truthbar-FP	truthbar	0.2556	0.0000	1.0000	0.0937	0.1674	0.0000	0.0400	4	18	8
ZNF565	ZNF780A	truthbar-FP	truthbar	0.2873	0.0000	1.0000	0.0872	0.1544	0.0000	0.0400	1	18	8
ZNF565	ZNF780B	truthbar-FP	truthbar	0.2575	0.0000	1.0000	0.0722	0.1243	0.0000	0.0400	1	18	7
ZNF565	ZNF790	truthbar-FP	truthbar	0.2884	0.0000	1.0000	0.3093	0.5162	0.1250	0.0800	9	18	14
ZNF565	ZNF829	truthbar-FP	truthbar	0.2632	0.0000	1.0000	0.2722	0.4419	0.1250	0.0800	7	18	11
ZNF566	ZNF571	truthbar-FP	truthbar	0.3232	0.0000	1.0000	0.2366	0.2955	0.2353	0.1200	11	8	9
ZNF566	ZNF573	genuine-FP	genuine	0.2850	0.0000	1.0000	0.3430	0.4261	0.4000	0.1200	13	8	10
ZNF566	ZNF582	truthbar-FP	truthbar	0.3711	0.0000	0.0000	0.0217	0.0235	0.0000	0.0400	7	8	8
ZNF566	ZNF665	genuine-FP	genuine	0.2543	0.0000	0.0000	0.0236	0.0271	0.0000	0.0400	7	8	8
ZNF566	ZNF780A	genuine-FP	genuine	0.1797	0.0000	1.0000	0.1332	0.1971	0.0588	0.0800	9	8	8
ZNF566	ZNF790	truthbar-FP	truthbar	0.3379	0.0000	1.0000	0.3886	0.6918	0.0909	0.0800	12	8	14
ZNF567	ZNF569	truthbar-FP	truthbar	0.3508	0.0000	1.0000	0.2100	0.4000	0.0000	0.0400	1	10	9
ZNF567	ZNF585A	truthbar-FP	truthbar	0.2275	0.0000	1.0000	0.0120	0.0040	0.0000	0.0400	1	10	15
ZNF567	ZNF585B	truthbar-FP	truthbar	0.3970	0.0000	1.0000	0.0120	0.0040	0.0000	0.0400	1	10	18
ZNF567	ZNF605	truthbar-FP	truthbar	0.1415	0.0000	1.0000	0.0120	0.0040	0.0000	0.0400	1	10	20
ZNF567	ZNF613	truthbar-FP	truthbar	0.1444	0.0000	1.0000	0.0946	0.1692	0.0000	0.0400	6	10	8
ZNF567	ZNF614	truthbar-FP	truthbar	0.1441	0.0000	1.0000	0.1203	0.2168	0.0000	0.0476	5	10	4
ZNF567	ZNF717	truthbar-FP	truthbar	0.3707	0.0000	1.0000	0.1899	0.3521	0.0000	0.0556	3	10	5
ZNF567	ZNF782	truthbar-FP	truthbar	0.3655	0.0000	1.0000	0.1333	0.2465	0.0000	0.0400	1	10	10
ZNF567	ZNF81	truthbar-FP	truthbar	0.1489	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0	10	3
ZNF567	ZNF84	truthbar-FP	truthbar	0.3338	0.0000	1.0000	0.0120	0.0040	0.0000	0.0400	1	10	21
ZNF568	ZNF569	truthbar-FP	truthbar	0.2749	0.2259	1.0000	0.0000	0.0000	0.0000	0.0000	0	14	9
ZNF568	ZNF585A	truthbar-FP	truthbar	0.2355	0.0000	1.0000	0.0469	0.0739	0.0000	0.0400	1	14	15
ZNF568	ZNF585B	truthbar-FP	truthbar	0.2601	0.0000	1.0000	0.0408	0.0616	0.0000	0.0400	1	14	18
ZNF568	ZNF605	truthbar-FP	truthbar	0.1461	0.0000	1.0000	0.0380	0.0560	0.0000	0.0400	1	14	20
ZNF568	ZNF624	truthbar-FP	truthbar	0.2259	0.0000	1.0000	0.0124	0.0048	0.0000	0.0400	1	14	25
ZNF568	ZNF674	truthbar-FP	truthbar	0.2126	0.0000	1.0000	0.0225	0.0251	0.0000	0.0400	4	14	6
ZNF568	ZNF717	truthbar-FP	truthbar	0.1603	0.0000	1.0000	0.0194	0.0111	0.0000	0.0556	2	14	5
ZNF568	ZNF782	truthbar-FP	truthbar	0.3089	0.0000	1.0000	0.0667	0.1134	0.0000	0.0400	1	14	10
ZNF568	ZNF84	truthbar-FP	truthbar	0.2613	0.0000	1.0000	0.0382	0.0564	0.0000	0.0400	1	14	21
ZNF568	ZNF883	truthbar-FP	truthbar	0.2596	0.0000	1.0000	0.0778	0.1356	0.0000	0.0400	1	14	18
ZNF569	ZNF585A	truthbar-FP	truthbar	0.1369	0.0000	1.0000	0.4835	0.9470	0.0000	0.0400	9	9	15
ZNF569	ZNF585B	truthbar-FP	truthbar	0.2737	0.0000	1.0000	0.4641	0.9083	0.0000	0.0400	6	9	18
ZNF569	ZNF605	truthbar-FP	truthbar	0.2784	0.0000	1.0000	0.4641	0.9083	0.0000	0.0400	6	9	20
ZNF569	ZNF624	truthbar-FP	truthbar	0.2273	0.0000	1.0000	0.4463	0.8726	0.0000	0.0400	5	9	25
ZNF569	ZNF674	truthbar-FP	truthbar	0.2178	0.0000	1.0000	0.0138	0.0077	0.0000	0.0400	2	9	6
ZNF569	ZNF717	truthbar-FP	truthbar	0.2336	0.0000	1.0000	0.0208	0.0137	0.0000	0.0556	2	9	5
ZNF569	ZNF84	truthbar-FP	truthbar	0.1808	0.0000	1.0000	0.4641	0.9083	0.0000	0.0400	6	9	21
