gene_a	gene_b	dn_a	dn_b	label	comp	fold	core_recip	aln_frac	aln_len	log_aln_len	contain_max	contain_min	recip_contain	core_x_alnfrac	contain_x_alnfrac	id	min_cov	n_exon_min	n_exon_max	n_exon_ratio	n_exon_absdiff	both_single	min_shared_mult	max_shared_mult	mult_ratio	n_shared_nodes	log_n_shared_nodes	shares_only_repeat_m5	vg_softmask	mmMed_min	mmMed_max	mmMed_mean	mmMax_min	mmMax_max	mmMax_mean	nReads_min	nReads_max	nReads_mean	nReads_ratio	kmMed_min	kmMed_max	kmMed_mean	kmFrac100_min	kmFrac100_max	kmFrac100_mean	nKmers_min	nKmers_max	nKmers_mean	mask_max	mask_min	bridge_mask
LOC134756389	RABL2A	DN_NC_073231.2_151170137_9	DN_NC_073235.2_15131698_9	1	397	4	0.262	0.934	2011	7.60688	0.8889	0.7778	0.7778	0.244708	0.830233	0.9876	0.703	9	9	1	0	0	3	497	0.00603622	374	5.92693	0	0.2178	8	8	8	51	51	51	203	204	203.5	0.995098	0	0	0	0.0404	0.0483	0.04435	2133	2452	2292.5	0.2178	0.2011	0.2178
LOC134756415	LOC134757299	DN_NC_073240.2_103747497_4	DN_NC_073241.2_110003031_5	0	477	3	0.1358	0.2233	490	6.19644	0.75	0.6	0.6	0.0303241	0.167475			4	5	0.8	1	0	10	16	0.625	62	4.14313	1	0.2616	23	23	23	51	52	51.5	400	400	400	1	0	0	0	0	0.0258	0.0129	2174	4468	3321	0.2616	0.1185	0.2616
LOC134756415	LOC134759133	DN_NC_073231.2_150902261_3	DN_NC_073241.2_110003031_5	0	477	3	0.1372	0.2192	481	6.17794	0.6667	0.6	0.6	0.0300742	0.146141			3	5	0.6	2	0	4	497	0.00804829	80	4.39445	0	0.4184	23	23	23	51	52	51.5	400	400	400	1	0	0	0	0.0258	0.0789	0.05235	2174	2257	2215.5	0.4184	0.2616	0.4184
LOC134756415	NDUFA8	DN_NC_073237.2_118498911_4	DN_NC_073241.2_110003031_5	0	477	3	0.2252	0.2238	491	6.19848	0.75	0.6	0.6	0.0503998	0.16785			4	5	0.8	1	0	8	16	0.5	71	4.27667	1	0.2616	23	23	23	36	52	44	400	400	400	1	0	1	0.5	0	0.0258	0.0129	2174	4406	3290	0.2616	0.1085	0.2616
LOC134756437	LOC134758712	DN_NC_073224.2_15783681_8	DN_NC_073224.2_19235747_8	1	351	2	0.9993	0.9993	1473	7.29574	1	1	1	0.9986	0.9993	0.9895	0.491	8	8	1	0	0	3	8	0.375	221	5.40268	0	0.0034	9	9	9	51	52	51.5	400	400	400	1	0	0	0	0	0	0	1454	1454	1454	0.0034	0.0027	0.0034
LOC134756437	LOC134758754	DN_NC_073224.2_19235747_8	DN_NC_073224.2_19344252_8	1	351	2	1	1	1441	7.27379	1	1	1	1	1	0.9931	0.319	8	8	1	0	0	3	8	0.375	228	5.43372	0	0.0034	9	9	9	51	51	51	400	400	400	1	0	0	0	0	0	0	1421	1454	1437.5	0.0034	0.0028	0.0034
LOC134756589	NCALD	DN_NC_073231.2_107519754_4	DN_NC_073234.2_126370406_2	0	4	1	0.1681	0.1618	464	6.14204	0	0	0	0.0271986	0			2	4	0.5	2	0	4	497	0.00804829	57	4.06044	0	0.416	1	1	1	51	51	51	13	370	191.5	0.0351351	1	1	1	0.0447	0.1085	0.0766	2848	5039	3943.5	0.416	0.1799	0.416
LOC134756589	NCR3LG1	DN_NC_073233.2_23732821_4	DN_NC_073234.2_126370406_2	0	4	1	0.1674	0.1646	472	6.1591	0	0	0	0.027554	0			2	4	0.5	2	0	8	497	0.0160966	57	4.06044	1	0.416	1	1	1	51	52	51.5	13	64	38.5	0.203125	0	1	0.5	0.0639	0.1085	0.0862	2848	3537	3192.5	0.416	0.195	0.416
LOC134756589	PDCD5	DN_NC_073234.2_126370406_2	DN_NC_073244.2_43610901_6	0	4	1	0.385	0.3747	471	6.15698	0.1667	0	0	0.144259	0.0624625			2	6	0.333333	4	0	7	497	0.0140845	41	3.73767	1	0.4805	1	3	2	51	51	51	13	72	42.5	0.180556	0	1	0.5	0.1085	0.1374	0.12295	1237	2848	2042.5	0.4805	0.416	0.4805
LOC134756589	SEM1	DN_NC_073230.2_92132360_3	DN_NC_073234.2_126370406_2	0	4	1	0.1682	0.2405	469	6.15273	0	0	0	0.0404521	0			2	3	0.666667	1	0	9	59	0.152542	26	3.29584	1	0.416	1	2	1.5	51	53	52	13	103	58	0.126214	0	1	0.5	0.0896	0.1085	0.09905	1930	2848	2389	0.416	0.3708	0.416
LOC134756589	SPC25	DN_NC_073234.2_126370406_2	DN_NC_073235.2_71373985_7	0	4	1	0.2449	0.3485	474	6.16331	0.1429	0	0	0.0853476	0.0498006			2	7	0.285714	5	0	26	59	0.440678	22	3.13549	1	0.416	1	1	1	51	51	51	13	14	13.5	0.928571	0	1	0.5	0.1085	0.1709	0.1397	1340	2848	2094	0.416	0.4132	0.416
LOC134756589	TMEM38B	DN_NC_073234.2_126370406_2	DN_NC_073237.2_101948554_6	0	4	1	0.1712	0.1674	480	6.17587	0	0	0	0.0286589	0			2	6	0.333333	4	0	3	59	0.0508475	47	3.8712	0	0.416	1	1	1	51	52	51.5	13	400	206.5	0.0325	0	1	0.5	0.0402	0.1085	0.07435	2848	4480	3664	0.416	0.3249	0.416
LOC134756589	UCHL1	DN_NC_073227.2_49278079_9	DN_NC_073234.2_126370406_2	0	4	1	0.1611	0.1614	463	6.13988	0	0	0	0.0260015	0			2	9	0.222222	7	0	7	59	0.118644	32	3.49651	1	0.416	1	1	1	51	51	51	13	28	20.5	0.464286	0	1	0.5	0.0538	0.1085	0.08115	2848	3754	3301	0.416	0.3524	0.416
LOC134756641	LOC134758618	DN_NC_073228.2_179980536_5	DN_NC_073235.2_41950647_3	0	226	1	0.1582	0	0	0	0	0	0	0	0			3	5	0.6	2	0	6	28	0.214286	9	2.30259	1	0.3605	3	51	27	52	53	52.5	50	266	158	0.18797	0	0	0	0.0314	0.0458	0.0386	1179	4684	2931.5	0.3605	0.3036	0.3605
LOC134756743	TRNAQ-CUG	DN_NC_073224.2_114480077_3	DN_NC_073224.2_115073534_2	0	508	1	0.2798	0.8226	1679	7.42655	0.5	0.3333	0.3333	0.230163	0.4113			2	3	0.666667	1	0	2	452	0.00442478	56	4.04305	0	0.3322	18	22	20	51	51	51	62	74	68	0.837838	1	1	1	0.0618	0.0668	0.0643	2020	2685	2352.5	0.3322	0.3065	0.3322
LOC134756753	LRPAP1	DN_NC_073227.2_12088225_8	DN_NC_073236.2_22549336_8	1	321	3	0.3487	1.0152	4198	8.3426	1	1	1	0.354	1.0152	0.9891	0.916	8	8	1	0	0	2	199	0.0100503	669	6.50728	0	0.2004	11	11	11	17	17	17	400	400	400	1	1	3	2	0.0104	0.0247	0.01755	4033	6062	5047.5	0.2004	0.126	0.2004
LOC134756859	RAPH1	DN_NC_073235.2_106111443_2	DN_NC_073237.2_32419572_2	0	97	3	0.1939	0	0	0	0	0	0	0	0			2	2	1	0	0	6	6	1	1	0.693147	1	0.745	26	51	38.5	51	51	51	70	93	81.5	0.752688	0	1	0.5	0.0608	0.133	0.0969	1819	2960	2389.5	0.745	0.6242	0.745
LOC134756922	NDUFAF2	DN_NC_073224.2_117217199_13	DN_NC_073243.2_49045190_4	0	124	4	0.1374	0.2032	445	6.10032	0	0	0	0.0279197	0			4	13	0.307692	9	0	2	65	0.0307692	22	3.13549	0	0.3612	2	5	3.5	51	51	51	29	400	214.5	0.0725	0	1	0.5	0.0169	0.0877	0.0523	2063	5610	3836.5	0.3612	0.2059	0.3612
LOC134757145	ZNF429	DN_NC_073239.2_120173605_3	DN_NC_073244.2_27956142_2	0	36	0	0.1412	0	0	0	0	0	0	0	0			2	3	0.666667	1	0	2	168	0.0119048	9	2.30259	0	0.4615	20	50	35	51	52	51.5	36	400	218	0.09	0	0	0	0.0195	0.0706	0.04505	1028	2069	1548.5	0.4615	0.1555	0.4615
LOC134757208	LOC134758618	DN_NC_073228.2_179980536_5	DN_NC_073239.2_28798849_2	0	226	1	0.1366	0	0	0	0	0	0	0	0			2	5	0.4	3	0	5	26	0.192308	8	2.19722	1	0.4567	3	34	18.5	52	52	52	52	266	159	0.195489	0	1	0.5	0.0314	0.0458	0.0386	1179	2103	1641	0.4567	0.3605	0.4567
LOC134757257	PAQR5	DN_NC_073240.2_70140109_8	DN_NC_073240.2_70243341_2	0	509	2	0.251	0.2492	702	6.55536	0	0	0	0.0625492	0			2	8	0.25	6	0	2	503	0.00397614	133	4.89784	0	0.2822	1	1	1	38	51	44.5	30	160	95	0.1875	0	0	0	0.0187	0.0379	0.0283	2797	5072	3934.5	0.2822	0.2484	0.2822
LOC134757299	LOC134759133	DN_NC_073231.2_150902261_3	DN_NC_073240.2_103747497_4	0	477	3	0.2123	0.2114	482	6.18002	0.75	0.6667	0.6667	0.0448802	0.15855			3	4	0.75	1	0	8	16	0.5	66	4.20469	1	0.4184	23	23	23	51	51	51	400	400	400	1	0	0	0	0	0.0789	0.03945	2257	4468	3362.5	0.4184	0.1185	0.4184
LOC134757299	NDUFA8	DN_NC_073237.2_118498911_4	DN_NC_073240.2_103747497_4	0	477	3	0.3256	0.9957	4407	8.39118	1	1	1	0.3242	0.9957			4	4	1	0	0	2	16	0.125	750	6.62141	0	0.1185	23	23	23	36	51	43.5	400	400	400	1	0	1	0.5	0	0	0	4406	4468	4437	0.1185	0.1085	0.1185
LOC134757313	MTHFD2L	DN_NC_073227.2_94499432_2	DN_NC_073240.2_44461085_2	0	36	0	0.6141	0.6126	2497	7.82325	0.5	0.5	0.5	0.376198	0.3063			2	2	1	0	0	2	13	0.153846	321	5.77455	0	0.9497	1	3	2	51	51	51	56	400	228	0.14	0	2	1	0.2751	0.4149	0.345	4056	4502	4279	0.9497	0.8596	0.9497
LOC134757399	WDR64	DN_NC_073224.2_13812644_2	DN_NC_073241.2_80636266_2	0	124	4	0.2639	0	0	0	0	0	0	0	0			2	2	1	0	0	3	65	0.0461538	17	2.89037	0	0.8234	1	31	16	51	51	51	50	65	57.5	0.769231	1	1	1	0.1259	0.1343	0.1301	2583	4248	3415.5	0.8234	0.5624	0.8234
LOC134757427	LOC134757432	DN_NC_073242.2_15582850_2	DN_NC_073242.2_30609225_2	1	255	1	0.3523	0.9902	2839	7.95156	0.5	0.5	0.5	0.348847	0.4951	0.9861	0	2	2	1	0	0	2	345	0.0057971	636	6.45677	0	0.369	4	4	4	51	51	51	225	237	231	0.949367	1	2	1.5	0.0177	0.0218	0.01975	2847	3381	3114	0.369	0.3358	0.369
LOC134757427	SNX29	DN_NC_073242.2_15582850_2	DN_NC_073242.2_35192809_3	0	255	1	0.1677	0.4305	570	6.34739	0.5	0.3333	0.3333	0.0721948	0.21525			2	3	0.666667	1	0	3	24	0.125	99	4.60517	0	0.3358	4	7	5.5	51	51	51	46	237	141.5	0.194093	1	2	1.5	0.0015	0.0177	0.0096	1304	3381	2342.5	0.3358	0.1269	0.3358
LOC134757432	SNX29	DN_NC_073242.2_30609335_2	DN_NC_073242.2_35192809_3	0	255	1	0.182	0.4502	596	6.39192	0.5	0.3333	0.3333	0.0819364	0.2251			2	3	0.666667	1	0	2	24	0.0833333	104	4.65396	0	0.338	4	7	5.5	51	51	51	46	239	142.5	0.192469	1	1	1	0.0015	0.0183	0.0099	1304	3391	2347.5	0.338	0.1269	0.338
LOC134757436	LOC134757438	DN_NC_073242.2_65850805_2	DN_NC_073242.2_68751082_2	0	510	3	0.8972	0.8972	4086	8.31557	1	0.5	0.5	0.804968	0.8972			2	2	1	0	0	2	6	0.333333	825	6.71659	0	0.1794	4	8	6	51	52	51.5	28	80	54	0.35	0	3	1.5	0	0	0	4515	4726	4620.5	0.1794	0.139	0.1794
LOC134757440	NOB1	DN_NC_073242.2_98958086_2	DN_NC_073242.2_98974496_9	0	511	4	0.2612	0.259	481	6.17794	0.1111	0	0	0.0676508	0.0287749			2	9	0.222222	7	0	2	4	0.5	96	4.57471	0	0.2149	2	2	2	51	51	51	131	192	161.5	0.682292	0	1	0.5	0.0005	0.0333	0.0169	1837	2939	2388	0.2149	0.0705	0.2149
LOC134757574	TXN	DN_NC_073237.2_106488614_5	DN_NC_073243.2_19688237_2	0	512	1	0.252	0.7464	471	6.15698	0.8	0	0	0.188093	0.59712			2	5	0.4	3	0	2	2	1	28	3.3673	0	0.2148	8	8	8	8	51	29.5	64	75	69.5	0.853333	0	1	0.5	0	0.023	0.0115	611	2257	1434	0.2148	0.0745	0.2148
LOC134758217	RFPL3	DN_NC_086018.1_27470342_2	DN_NC_086018.1_30368542_3	1	442	4	0.4228	0.4108	585	6.37332	0.3333	0	0	0.173686	0.13692	0.947	0.34	2	3	0.666667	1	0	2	5	0.4	56	4.04305	0	0.1701	3	3	3	30	52	41	63	112	87.5	0.5625	0	0	0	0	0.0318	0.0159	1404	2326	1865	0.1701	0.0534	0.1701
LOC134758618	TRHDE	DN_NC_073228.2_179980536_5	DN_NC_073234.2_87500533_19	0	226	1	0.199	0	0	0	0	0	0	0	0			5	19	0.263158	14	0	10	28	0.357143	8	2.19722	1	0.3605	3	45	24	52	53	52.5	65	266	165.5	0.244361	0	0	0	0.0193	0.0458	0.03255	1179	5429	3304	0.3605	0.2247	0.3605
LOC134758618	ZNF80	DN_NC_073228.2_179980536_5	DN_NC_086017.1_125108432_2	0	226	1	0.1823	0.3289	395	5.98141	0.2	0	0	0.0599585	0.06578			2	5	0.4	3	0	2	28	0.0714286	18	2.94444	0	0.3605	3	51	27	52	52	52	132	266	199	0.496241	0	0	0	0.0341	0.0458	0.03995	1179	2783	1981	0.3605	0.3002	0.3605
LOC134758712	LOC134758754	DN_NC_073224.2_15783681_8	DN_NC_073224.2_19344252_8	1	351	2	1	1	1441	7.27379	1	1	1	1	1	0.9074	0.428	8	8	1	0	0	4	8	0.5	238	5.47646	0	0.0028	9	9	9	51	52	51.5	400	400	400	1	0	0	0	0	0	0	1421	1454	1437.5	0.0028	0.0027	0.0028
LOC134758719	SSBP1	DN_NC_073229.2_43677378_4	DN_NC_073230.2_150857421_7	0	197	1	0.1343	0.3349	778	6.65801	0	0	0	0.0449771	0			4	7	0.571429	3	0	2	11	0.181818	54	4.00733	0	0.4013	4	51	27.5	52	52	52	163	276	219.5	0.59058	0	0	0	0.0534	0.0802	0.0668	2303	4465	3384	0.4013	0.3754	0.4013
LOC134759133	NDUFA8	DN_NC_073231.2_150902261_3	DN_NC_073237.2_118498911_4	0	477	3	0.1311	0.2118	483	6.18208	0.75	0.6667	0.6667	0.027767	0.15885			3	4	0.75	1	0	9	16	0.5625	70	4.26268	1	0.4184	23	23	23	36	51	43.5	400	400	400	1	0	1	0.5	0	0.0789	0.03945	2257	4406	3331.5	0.4184	0.1085	0.4184
LOC134759232	RAPH1	DN_NC_073232.2_108139494_4	DN_NC_073235.2_106111443_2	0	97	3	0.1719	0.6427	1200	7.09091	0.5	0	0	0.11048	0.32135			2	4	0.5	2	0	2	14	0.142857	53	3.98898	0	0.745	19	51	35	51	52	51.5	93	174	133.5	0.534483	1	1	1	0.0521	0.133	0.09255	1819	5781	3800	0.745	0.3956	0.745
LRFN5	PDCD5	DN_NC_073239.2_14838701_6	DN_NC_073244.2_43610901_6	0	4	1	0.2625	0.3731	469	6.15273	0.1667	0	0	0.0979388	0.0621958			6	6	1	0	0	10	65	0.153846	40	3.71357	1	0.4805	1	3	2	51	51	51	72	145	108.5	0.496552	0	1	0.5	0.0359	0.1374	0.08665	1237	6825	4031	0.4805	0.197	0.4805
LRFN5	SEM1	DN_NC_073230.2_92132360_3	DN_NC_073239.2_14838701_6	0	4	1	0.1687	0.2497	487	6.19032	0	0	0	0.0421244	0			3	6	0.5	3	0	11	65	0.169231	53	3.98898	1	0.3708	1	2	1.5	51	53	52	103	145	124	0.710345	0	1	0.5	0.0359	0.0896	0.06275	1930	6825	4377.5	0.3708	0.197	0.3708
LRFN5	SPC25	DN_NC_073235.2_71373985_7	DN_NC_073239.2_14838701_6	0	4	1	0.1346	0.3471	472	6.1591	0.1429	0	0	0.0467197	0.0496006			6	7	0.857143	1	0	10	65	0.153846	45	3.82864	1	0.4132	1	1	1	51	51	51	14	145	79.5	0.0965517	0	1	0.5	0.0359	0.1709	0.1034	1340	6825	4082.5	0.4132	0.197	0.4132
LTB4R2	NOP9	DN_NC_073239.2_32339840_6	DN_NC_073239.2_32342111_10	0	514	2	0.2625	0.6047	1334	7.19669	0	0	0	0.158734	0			6	10	0.6	4	0	2	3	0.666667	253	5.53733	0	0.04	1	1	1	51	51	51	262	267	264.5	0.981273	1	1	1	0	0.0002	0.0001	2186	6152	4169	0.04	0.0245	0.04
LYSMD1	SCNM1	DN_NC_073224.2_105669663_7	DN_NC_073224.2_105672200_3	0	515	3	0.5832	0.5802	959	6.86693	0.3333	0.1429	0.1429	0.338373	0.193381			3	7	0.428571	4	0	2	4	0.5	205	5.32788	0	0.0899	1	1	1	22	22	22	84	89	86.5	0.94382	0	0	0	0	0.0038	0.0019	1633	3136	2384.5	0.0899	0.0327	0.0899
MAGEB6	MAGEB6B	DN_NC_073247.2_36669088_2	DN_NC_073247.2_36702175_2	1	431	1	0.4114	0.7594	1521	7.32778	0.5	0.5	0.5	0.312417	0.3797	0.9263	0.718	2	2	1	0	0	2	8	0.25	145	4.98361	0	0.0629	2	2	2	52	52	52	34	43	38.5	0.790698	0	0	0	0	0	0	1934	2075	2004.5	0.0629	0.062	0.0629
MCTP2	WDR64	DN_NC_073224.2_13812644_2	DN_NC_073240.2_95564610_15	0	124	4	0.1736	0	0	0	0	0	0	0	0			2	15	0.133333	13	0	5	65	0.0769231	13	2.63906	1	0.5624	1	1	1	51	52	51.5	65	118	91.5	0.550847	0	1	0.5	0.011	0.1343	0.07265	2583	6525	4554	0.5624	0.1874	0.5624
MED22	RPL21	DN_NC_073237.2_129717495_4	DN_NC_073238.2_41579503_4	0	520	4	0.3318	0.8779	381	5.94542	1	0	0	0.291287	0.8779			4	4	1	0	0	2	2	1	19	2.99573	0	0.1912	1	21	11	52	52	52	230	232	231	0.991379	1	6	3.5	0	0.0162	0.0081	414	6342	3378	0.1912	0.1083	0.1912
MED31	TXNDC17	DN_NC_073243.2_21779153_4	DN_NC_073243.2_21780781_4	0	521	1	0.7865	0.7865	1658	7.41397	0.25	0.25	0.25	0.618582	0.196625			4	4	1	0	0	2	5	0.4	364	5.8999	0	0.1101	1	1	1	3	51	27	140	190	165	0.736842	1	1	1	0	0.0013	0.00065	2088	6070	4079	0.1101	0.1077	0.1101
METTL2A	METTL2B	DN_NC_073228.2_29619142_9	DN_NC_073230.2_137552467_7	1	128	2	0.2097	0.9572	3195	8.06966	0.8889	0.8571	0.8571	0.200725	0.850855	0.9751	0.268	7	9	0.777778	2	0	2	503	0.00397614	406	6.00881	0	0.4419	2	2	2	12	51	31.5	118	125	121.5	0.944	0	0	0	0.1013	0.102	0.10165	3313	3426	3369.5	0.4419	0.4239	0.4419
MIF4GD	MRPS7	DN_NC_073228.2_16703728_6	DN_NC_073228.2_16706128_5	0	525	2	0.553	0.5545	738	6.6053	0.1667	0	0	0.306639	0.0924351			5	6	0.833333	1	0	2	4	0.5	214	5.37064	0	0.1671	2	2	2	51	51	51	211	234	222.5	0.901709	0	0	0	0	0.0346	0.0173	1311	3819	2565	0.1671	0.0721	0.1671
MINPP1	SPC25	DN_NC_073232.2_99830035_5	DN_NC_073235.2_71373985_7	0	4	1	0.2368	0.3081	419	6.04025	0.1429	0	0	0.0729581	0.0440275			5	7	0.714286	2	0	14	59	0.237288	31	3.46574	1	0.4132	1	1	1	51	51	51	14	278	146	0.0503597	0	0	0	0.0324	0.1709	0.10165	1340	4172	2756	0.4132	0.2283	0.4132
MKRN2	RAF1	DN_NC_086017.1_22368298_8	DN_NC_086017.1_22395793_17	0	526	3	0.4747	0.4749	2526	7.83479	0.125	0.0588	0.0588	0.225435	0.0593625			8	17	0.470588	9	0	2	7	0.285714	589	6.38012	0	0.0624	1	1	1	51	51	51	400	400	400	1	0	1	0.5	0	0	0	5299	5583	5441	0.0624	0.0591	0.0624
MMP24OS	PDCD5	DN_NC_073244.2_43610901_6	DN_NC_073245.2_47429376_4	0	4	1	0.2092	0.3699	465	6.14419	0.1667	0	0	0.0773831	0.0616623			4	6	0.666667	2	0	2	497	0.00402414	35	3.58352	0	0.4805	1	3	2	51	51	51	25	72	48.5	0.347222	0	1	0.5	0.1374	0.1689	0.15315	1237	2723	1980	0.4805	0.4603	0.4805
MMP24OS	SPC25	DN_NC_073235.2_71373985_7	DN_NC_073245.2_47429376_4	1	4	1	0.1956	0.3456	470	6.15486	0.1429	0	0	0.0675994	0.0493862	0.9461	0	4	7	0.571429	3	0	7	65	0.107692	29	3.4012	1	0.4603	1	1	1	51	51	51	14	25	19.5	0.56	0	1	0.5	0.1689	0.1709	0.1699	1340	2723	2031.5	0.4603	0.4132	0.4603
MMP24OS	THNSL1	DN_NC_073232.2_34013134_3	DN_NC_073245.2_47429376_4	0	4	1	0.1587	0.2918	802	6.68835	0	0	0	0.0463087	0			3	4	0.75	1	0	5	497	0.0100604	70	4.26268	1	0.4603	1	1	1	51	52	51.5	25	330	177.5	0.0757576	0	1	0.5	0.0944	0.1689	0.13165	2723	5838	4280.5	0.4603	0.3464	0.4603
MOV10	RHOC	DN_NC_073224.2_126184593_6	DN_NC_073224.2_126189262_21	0	527	4	0.536	0.506	590	6.38182	0.1667	0	0	0.271216	0.0843502			6	21	0.285714	15	0	2	3	0.666667	118	4.77912	0	0.0522	1	1	1	51	51	51	360	400	380	0.9	0	0	0	0	0	0	1146	5271	3208.5	0.0522	0.0403	0.0522
MPDU1	MPDU1-AS1	DN_NC_073243.2_22727924_2	DN_NC_073243.2_22729136_7	1	528	1	0.6061	0.6061	837	6.73102	0.5	0.1429	0.1429	0.367357	0.30305	1	0.19	2	7	0.285714	5	0	2	3	0.666667	169	5.1358	0	0.0778	1	1	1	51	51	51	69	80	74.5	0.8625	0	1	0.5	0	0	0	1361	2243	1802	0.0778	0.0507	0.0778
MPHOSPH8	SVBP	DN_NC_073224.2_197128142_3	DN_NC_073238.2_33904146_3	0	227	4	0.3398	0.4095	423	6.04973	0.3333	0	0	0.139148	0.136486			3	3	1	0	0	2	426	0.00469484	37	3.63759	0	0.5102	1	51	26	51	53	52	136	179	157.5	0.759777	1	1	1	0.0599	0.1027	0.0813	1013	3555	2284	0.5102	0.3829	0.5102
MRNIP	SQSTM1	DN_NC_073228.2_183798210_8	DN_NC_073228.2_183812935_7	0	530	2	0.4846	0.4792	621	6.43294	0.1429	0	0	0.23222	0.0684777			7	8	0.875	1	0	2	4	0.5	117	4.77068	0	0.0687	1	1	1	2	6	4	142	400	271	0.355	0	0	0	0	0.0081	0.00405	1276	3328	2302	0.0687	0	0.0687
MTERF4	SNED1	DN_NC_073235.2_143720615_16	DN_NC_073235.2_143747819_4	0	532	3	0.4225	0.4225	1444	7.27586	0.0625	0	0	0.178506	0.0264062			4	16	0.25	12	0	2	5	0.4	310	5.73979	0	0.19	1	1	1	25	25	25	137	204	170.5	0.671569	0	1	0.5	0	0.0117	0.00585	3398	6897	5147.5	0.19	0.0573	0.19
MTHFD2	PRKAR2A	DN_NC_073236.2_65566893_8	DN_NC_086017.1_58705155_2	0	36	0	0.1367	0	0	0	0	0	0	0	0			2	8	0.25	6	0	4	497	0.00804829	17	2.89037	0	0.6819	1	8	4.5	47	51	49	123	202	162.5	0.608911	1	1	1	0.0438	0.2297	0.13675	2046	4495	3270.5	0.6819	0.2727	0.6819
MTHFS	SLAIN2	DN_NC_073227.2_56356744_8	DN_NC_073240.2_81300329_3	0	533	4	0.1382	0	0	0	0	0	0	0	0			3	8	0.375	5	0	2	2	1	14	2.70805	0	0.1648	1	3	2	8	52	30	63	400	231.5	0.1575	0	1	0.5	0	0.0149	0.00745	1073	6189	3631	0.1648	0.0878	0.1648
MTREX	PLPP1	DN_NC_073243.2_54697918_6	DN_NC_073243.2_54805899_27	0	534	1	0.2921	0.2921	486	6.18826	0.1667	0	0	0.0853224	0.0486931			6	27	0.222222	21	0	2	5	0.4	139	4.94164	0	0.1739	1	1	1	3	3	3	400	400	400	1	0	0	0	0	0.0116	0.0058	1644	5764	3704	0.1739	0.1406	0.1739
MZF1	ZNF771	DN_NC_073242.2_36121013_3	DN_NC_073244.2_70659480_6	0	492	3	0.1973	0	0	0	0	0	0	0	0			3	6	0.5	3	0	2	4	0.5	3	1.38629	0	0.0406	1	1	1	51	51	51	55	139	97	0.395683	0	1	0.5	0	0.0007	0.00035	1514	2530	2022	0.0406	0.0151	0.0406
NAP1L3	NDUFAF2	DN_NC_073243.2_49045190_4	DN_NC_073247.2_105439613_2	0	124	4	0.2146	0.211	462	6.13773	0	0	0	0.0452806	0			2	4	0.5	2	0	8	65	0.123077	23	3.17805	1	0.3612	1	2	1.5	51	51	51	29	400	214.5	0.0725	0	1	0.5	0.067	0.0877	0.07735	2063	2761	2412	0.3612	0.3269	0.3612
NAP1L3	SOX30	DN_NC_073228.2_161454333_5	DN_NC_073247.2_105439613_2	0	124	4	0.1704	0.164	456	6.12468	0	0	0	0.0279456	0			2	5	0.4	3	0	3	49	0.0612245	22	3.13549	0	0.3269	1	1	1	51	51	51	184	400	292	0.46	0	1	0.5	0.0262	0.067	0.0466	2761	6499	4630	0.3269	0.1535	0.3269
NCALD	PDCD5	DN_NC_073231.2_107519754_4	DN_NC_073244.2_43610901_6	0	4	1	0.3723	0.3858	485	6.18621	0.1667	0	0	0.143633	0.0643129			4	6	0.666667	2	0	10	497	0.0201207	41	3.73767	1	0.4805	1	3	2	51	51	51	72	370	221	0.194595	0	1	0.5	0.0447	0.1374	0.09105	1237	5039	3138	0.4805	0.1799	0.4805
NCALD	SEM1	DN_NC_073230.2_92132360_3	DN_NC_073231.2_107519754_4	0	4	1	0.1759	0.2462	480	6.17587	0	0	0	0.0433066	0			3	4	0.75	1	0	14	65	0.215385	25	3.2581	1	0.3708	1	2	1.5	51	53	52	103	370	236.5	0.278378	0	1	0.5	0.0447	0.0896	0.06715	1930	5039	3484.5	0.3708	0.1799	0.3708
NCALD	SPC25	DN_NC_073231.2_107519754_4	DN_NC_073235.2_71373985_7	0	4	1	0.2412	0.3441	468	6.1506	0.1429	0	0	0.0829969	0.0491719			4	7	0.571429	3	0	10	65	0.153846	24	3.21888	1	0.4132	1	1	1	51	51	51	14	370	192	0.0378378	0	1	0.5	0.0447	0.1709	0.1078	1340	5039	3189.5	0.4132	0.1799	0.4132
NCR3LG1	PDCD5	DN_NC_073233.2_23732821_4	DN_NC_073244.2_43610901_6	0	4	1	0.3755	0.3747	471	6.15698	0.1667	0	0	0.1407	0.0624625			4	6	0.666667	2	0	3	497	0.00603622	50	3.93183	0	0.4805	1	3	2	51	52	51.5	64	72	68	0.888889	0	0	0	0.0639	0.1374	0.10065	1237	3537	2387	0.4805	0.195	0.4805
NCR3LG1	SEM1	DN_NC_073230.2_92132360_3	DN_NC_073233.2_23732821_4	0	4	1	0.1749	0.239	466	6.14633	0	0	0	0.0418011	0			3	4	0.75	1	0	14	155	0.0903226	32	3.49651	1	0.3708	1	2	1.5	52	53	52.5	64	103	83.5	0.621359	0	0	0	0.0639	0.0896	0.07675	1930	3537	2733.5	0.3708	0.195	0.3708
NCR3LG1	SPC25	DN_NC_073233.2_23732821_4	DN_NC_073235.2_71373985_7	0	4	1	0.2426	0.3463	471	6.15698	0.1429	0	0	0.0840124	0.0494863			4	7	0.571429	3	0	12	65	0.184615	39	3.68888	1	0.4132	1	1	1	51	52	51.5	14	64	39	0.21875	0	0	0	0.0639	0.1709	0.1174	1340	3537	2438.5	0.4132	0.195	0.4132
