gene_a	gene_b	block_ident	concentration	total_frac	ident_disp
ZNF415	ZNF92	0.0000	0.0000	0.0000	0.0000
ZNF416	ZNF418	0.0000	0.0000	0.0000	0.0000
ZNF416	ZNF548	0.0000	0.0000	0.0000	0.0000
ZNF416	ZNF551	0.0000	0.0000	0.0000	0.0000
ZNF416	ZNF586	0.0000	0.0000	0.0000	0.0000
ZNF416	ZNF671	0.0000	0.0000	0.0000	0.0000
ZNF416	ZNF792	0.0000	0.0000	0.0000	0.0000
ZNF418	ZNF548	0.0000	0.0000	0.0000	0.0000
ZNF418	ZNF551	0.0000	0.0000	0.0000	0.0000
ZNF418	ZNF552	0.8714	1.0000	0.2601	0.0427
ZNF418	ZNF586	0.0000	0.0000	0.0000	0.0000
ZNF418	ZNF671	0.0000	0.0000	0.0000	0.0000
ZNF418	ZNF776	0.0000	0.0000	0.0000	0.0000
ZNF418	ZNF792	0.0000	0.0000	0.0000	0.0000
ZNF420	ZNF461	0.0000	0.0000	0.0000	0.0000
ZNF420	ZNF471	0.0000	0.0000	0.0000	0.0000
ZNF420	ZNF529	0.0000	0.0000	0.0000	0.0000
ZNF420	ZNF540	0.0000	0.0000	0.0000	0.0000
ZNF420	ZNF546	0.0000	0.0000	0.0000	0.0000
ZNF420	ZNF560	0.0000	0.0000	0.0000	0.0000
ZNF420	ZNF565	0.0000	0.0000	0.0000	0.0000
ZNF420	ZNF566	0.0000	0.0000	0.0000	0.0000
ZNF420	ZNF571	0.0000	0.0000	0.0000	0.0000
ZNF420	ZNF573	0.0000	0.0000	0.0000	0.0000
ZNF420	ZNF582	0.0000	0.0000	0.0000	0.0000
ZNF420	ZNF583	0.0000	0.0000	0.0000	0.0000
ZNF420	ZNF607	0.0000	0.0000	0.0000	0.0000
ZNF420	ZNF665	0.0000	0.0000	0.0000	0.0000
ZNF420	ZNF780A	0.0000	0.0000	0.0000	0.0000
ZNF420	ZNF780B	0.0000	0.0000	0.0000	0.0000
ZNF420	ZNF790	0.0000	0.0000	0.0000	0.0000
ZNF420	ZNF829	0.0000	0.0000	0.0000	0.0000
ZNF426	ZNF433	0.0000	0.0000	0.0000	0.0000
ZNF426	ZNF791	0.0000	0.0000	0.0000	0.0000
ZNF429	ZNF43	0.7939	0.5601	1.4312	0.0633
ZNF429	ZNF430	0.7150	1.0000	0.4376	0.0586
ZNF429	ZNF486	0.0000	0.0000	0.0000	0.0000
ZNF429	ZNF506	0.0000	0.0000	0.0000	0.0000
ZNF429	ZNF519	0.0000	0.0000	0.0000	0.0000
ZNF429	ZNF528	0.0000	0.0000	0.0000	0.0000
ZNF429	ZNF595	0.0000	0.0000	0.0000	0.0000
ZNF429	ZNF600	0.0000	0.0000	0.0000	0.0000
ZNF429	ZNF616	0.0000	0.0000	0.0000	0.0000
ZNF429	ZNF626	0.7199	0.5414	0.8619	0.0426
ZNF429	ZNF675	0.8674	1.0000	0.3958	0.0531
ZNF429	ZNF678	0.0000	0.0000	0.0000	0.0000
ZNF429	ZNF680	0.0000	0.0000	0.0000	0.0000
ZNF429	ZNF681	0.8226	1.0000	0.7446	0.0837
ZNF429	ZNF682	0.0000	0.0000	0.0000	0.0000
ZNF429	ZNF695	0.0000	0.0000	0.0000	0.0000
ZNF429	ZNF721	0.0000	0.0000	0.0000	0.0000
ZNF429	ZNF723	0.7771	1.0000	0.4376	0.2232
ZNF429	ZNF727	0.0000	0.0000	0.0000	0.0000
ZNF429	ZNF736	0.0000	0.0000	0.0000	0.0000
ZNF429	ZNF766	0.0000	0.0000	0.0000	0.0000
ZNF429	ZNF808	0.0000	0.0000	0.0000	0.0000
ZNF429	ZNF83	0.0000	0.0000	0.0000	0.0000
ZNF429	ZNF836	0.0000	0.0000	0.0000	0.0000
ZNF429	ZNF841	0.0000	0.0000	0.0000	0.0000
ZNF429	ZNF91	0.7170	0.5098	1.7011	0.0632
ZNF429	ZNF92	0.7517	1.0000	0.7285	0.0537
ZNF43	ZNF430	0.8437	1.0000	0.4653	0.0589
ZNF43	ZNF486	0.6812	1.0000	0.5705	0.0577
ZNF43	ZNF506	0.0000	0.0000	0.0000	0.0000
ZNF43	ZNF519	0.0000	0.0000	0.0000	0.0000
ZNF43	ZNF595	0.0000	0.0000	0.0000	0.0000
ZNF43	ZNF600	0.0000	0.0000	0.0000	0.0000
ZNF43	ZNF611	0.0000	0.0000	0.0000	0.0000
ZNF43	ZNF626	0.8573	0.5003	0.5799	0.0564
ZNF43	ZNF675	0.8145	1.0000	0.8837	0.1646
ZNF43	ZNF678	0.0000	0.0000	0.0000	0.0000
ZNF43	ZNF681	0.7378	1.0000	0.5902	0.2825
ZNF43	ZNF682	0.0000	0.0000	0.0000	0.0000
ZNF43	ZNF695	0.0000	0.0000	0.0000	0.0000
ZNF43	ZNF721	0.0000	0.0000	0.0000	0.0000
ZNF43	ZNF723	0.6844	1.0000	0.4858	0.3335
ZNF43	ZNF727	0.0000	0.0000	0.0000	0.0000
ZNF43	ZNF736	0.0000	0.0000	0.0000	0.0000
ZNF43	ZNF813	0.0000	0.0000	0.0000	0.0000
ZNF43	ZNF83	0.0000	0.0000	0.0000	0.0000
ZNF43	ZNF91	0.6061	0.4422	1.5509	0.0682
ZNF43	ZNF92	0.7892	0.4091	1.1264	0.0490
ZNF430	ZNF486	0.0000	0.0000	0.0000	0.0000
ZNF430	ZNF506	0.0000	0.0000	0.0000	0.0000
ZNF430	ZNF519	0.0000	0.0000	0.0000	0.0000
ZNF430	ZNF595	0.0000	0.0000	0.0000	0.0000
ZNF430	ZNF611	0.0000	0.0000	0.0000	0.0000
ZNF430	ZNF626	0.7767	1.0000	0.3010	0.0764
ZNF430	ZNF675	0.8075	1.0000	0.7289	0.0597
ZNF430	ZNF678	0.0000	0.0000	0.0000	0.0000
ZNF430	ZNF680	0.8603	1.0000	0.3982	0.0581
ZNF430	ZNF681	0.7381	1.0000	0.4921	0.0667
ZNF430	ZNF682	0.0000	0.0000	0.0000	0.0000
ZNF430	ZNF695	0.0000	0.0000	0.0000	0.0000
ZNF430	ZNF721	0.0000	0.0000	0.0000	0.0000
ZNF430	ZNF723	0.7669	1.0000	0.8687	0.2352
ZNF430	ZNF727	0.0000	0.0000	0.0000	0.0000
ZNF430	ZNF736	0.0000	0.0000	0.0000	0.0000
ZNF430	ZNF841	0.0000	0.0000	0.0000	0.0000
ZNF430	ZNF91	0.6273	0.5146	0.9943	0.0611
ZNF430	ZNF92	0.8556	0.5975	0.7909	0.0594
ZNF432	ZNF567	0.0000	0.0000	0.0000	0.0000
ZNF432	ZNF585B	0.0000	0.0000	0.0000	0.0000
ZNF432	ZNF605	0.0000	0.0000	0.0000	0.0000
ZNF432	ZNF613	0.0000	0.0000	0.0000	0.0000
ZNF432	ZNF614	0.0000	0.0000	0.0000	0.0000
ZNF432	ZNF615	0.0000	0.0000	0.0000	0.0000
ZNF432	ZNF717	0.0000	0.0000	0.0000	0.0000
ZNF433	ZNF440	0.0000	0.0000	0.0000	0.0000
ZNF433	ZNF441	0.0000	0.0000	0.0000	0.0000
ZNF433	ZNF443	0.0000	0.0000	0.0000	0.0000
ZNF433	ZNF490	0.0000	0.0000	0.0000	0.0000
ZNF433	ZNF563	0.0000	0.0000	0.0000	0.0000
ZNF433	ZNF564	0.0000	0.0000	0.0000	0.0000
ZNF433	ZNF627	0.0000	0.0000	0.0000	0.0000
ZNF433	ZNF669	0.0000	0.0000	0.0000	0.0000
ZNF433	ZNF670	0.0000	0.0000	0.0000	0.0000
ZNF433	ZNF77	0.0000	0.0000	0.0000	0.0000
ZNF433	ZNF791	0.0000	0.0000	0.0000	0.0000
ZNF433	ZNF799	0.0000	0.0000	0.0000	0.0000
ZNF433	ZNF823	0.0000	0.0000	0.0000	0.0000
ZNF440	ZNF443	0.0000	0.0000	0.0000	0.0000
ZNF440	ZNF563	0.0000	0.0000	0.0000	0.0000
ZNF440	ZNF564	0.0000	0.0000	0.0000	0.0000
ZNF440	ZNF57	0.0000	0.0000	0.0000	0.0000
ZNF440	ZNF627	0.0000	0.0000	0.0000	0.0000
ZNF440	ZNF669	0.0000	0.0000	0.0000	0.0000
ZNF440	ZNF77	0.0000	0.0000	0.0000	0.0000
ZNF440	ZNF791	0.0000	0.0000	0.0000	0.0000
ZNF440	ZNF799	0.0000	0.0000	0.0000	0.0000
ZNF440	ZNF823	0.0000	0.0000	0.0000	0.0000
ZNF441	ZNF443	0.0000	0.0000	0.0000	0.0000
ZNF441	ZNF791	0.0000	0.0000	0.0000	0.0000
ZNF441	ZNF823	0.0000	0.0000	0.0000	0.0000
ZNF443	ZNF490	0.0000	0.0000	0.0000	0.0000
ZNF443	ZNF563	0.8214	1.0000	0.5141	0.0714
ZNF443	ZNF564	0.0000	0.0000	0.0000	0.0000
ZNF443	ZNF57	0.0000	0.0000	0.0000	0.0000
ZNF443	ZNF627	0.0000	0.0000	0.0000	0.0000
ZNF443	ZNF669	0.0000	0.0000	0.0000	0.0000
ZNF443	ZNF670	0.0000	0.0000	0.0000	0.0000
ZNF443	ZNF791	0.0000	0.0000	0.0000	0.0000
ZNF443	ZNF799	0.9107	1.0000	0.9997	0.0421
ZNF443	ZNF823	0.8858	1.0000	0.5226	0.0479
ZNF460	ZNF550	0.0000	0.0000	0.0000	0.0000
ZNF461	ZNF529	0.0000	0.0000	0.0000	0.0000
ZNF461	ZNF565	0.0000	0.0000	0.0000	0.0000
ZNF461	ZNF566	0.0000	0.0000	0.0000	0.0000
ZNF461	ZNF571	0.0000	0.0000	0.0000	0.0000
ZNF461	ZNF573	0.0000	0.0000	0.0000	0.0000
ZNF461	ZNF582	0.0000	0.0000	0.0000	0.0000
ZNF461	ZNF583	0.0000	0.0000	0.0000	0.0000
ZNF461	ZNF665	0.0000	0.0000	0.0000	0.0000
ZNF461	ZNF780A	0.0000	0.0000	0.0000	0.0000
ZNF468	ZNF480	0.0000	0.0000	0.0000	0.0000
ZNF468	ZNF578	0.6711	1.0000	0.6583	0.1610
ZNF468	ZNF600	0.7301	1.0000	0.3708	0.0534
ZNF468	ZNF611	0.7298	1.0000	0.3923	0.0647
ZNF468	ZNF616	0.0000	0.0000	0.0000	0.0000
ZNF468	ZNF626	0.0000	0.0000	0.0000	0.0000
ZNF468	ZNF678	0.0000	0.0000	0.0000	0.0000
ZNF468	ZNF682	0.0000	0.0000	0.0000	0.0000
ZNF468	ZNF701	0.6760	1.0000	0.5344	0.0774
ZNF468	ZNF721	0.0000	0.0000	0.0000	0.0000
ZNF468	ZNF761	0.6606	0.6789	0.5587	0.0822
ZNF468	ZNF766	0.0000	0.0000	0.0000	0.0000
ZNF468	ZNF808	0.8107	0.6753	0.4832	0.0905
ZNF468	ZNF813	0.7168	0.6238	0.7007	0.1121
ZNF468	ZNF83	0.0000	0.0000	0.0000	0.0000
ZNF468	ZNF836	0.0000	0.0000	0.0000	0.0000
ZNF468	ZNF841	0.0000	0.0000	0.0000	0.0000
ZNF468	ZNF888	0.6716	0.6279	0.6874	0.3428
ZNF468	ZNF91	0.0000	0.0000	0.0000	0.0000
ZNF471	ZNF546	0.0000	0.0000	0.0000	0.0000
ZNF471	ZNF565	0.0000	0.0000	0.0000	0.0000
ZNF471	ZNF571	0.0000	0.0000	0.0000	0.0000
ZNF471	ZNF573	0.0000	0.0000	0.0000	0.0000
ZNF471	ZNF665	0.0000	0.0000	0.0000	0.0000
ZNF471	ZNF684	0.0000	0.0000	0.0000	0.0000
ZNF480	ZNF519	0.0000	0.0000	0.0000	0.0000
ZNF480	ZNF528	0.0000	0.0000	0.0000	0.0000
ZNF480	ZNF578	0.0000	0.0000	0.0000	0.0000
ZNF480	ZNF600	0.0000	0.0000	0.0000	0.0000
ZNF480	ZNF616	0.0000	0.0000	0.0000	0.0000
ZNF480	ZNF678	0.0000	0.0000	0.0000	0.0000
ZNF480	ZNF681	0.0000	0.0000	0.0000	0.0000
ZNF480	ZNF701	0.0000	0.0000	0.0000	0.0000
ZNF480	ZNF736	0.0000	0.0000	0.0000	0.0000
ZNF480	ZNF761	0.0000	0.0000	0.0000	0.0000
ZNF480	ZNF766	0.0000	0.0000	0.0000	0.0000
ZNF480	ZNF808	0.0000	0.0000	0.0000	0.0000
ZNF480	ZNF813	0.0000	0.0000	0.0000	0.0000
ZNF480	ZNF83	0.0000	0.0000	0.0000	0.0000
ZNF480	ZNF888	0.0000	0.0000	0.0000	0.0000
ZNF484	ZNF567	0.0000	0.0000	0.0000	0.0000
ZNF484	ZNF568	0.0000	0.0000	0.0000	0.0000
ZNF484	ZNF569	0.0000	0.0000	0.0000	0.0000
ZNF484	ZNF585A	0.0000	0.0000	0.0000	0.0000
ZNF484	ZNF585B	0.0000	0.0000	0.0000	0.0000
ZNF484	ZNF605	0.0000	0.0000	0.0000	0.0000
ZNF484	ZNF613	0.0000	0.0000	0.0000	0.0000
ZNF484	ZNF624	0.0000	0.0000	0.0000	0.0000
ZNF484	ZNF717	0.0000	0.0000	0.0000	0.0000
ZNF484	ZNF782	0.0000	0.0000	0.0000	0.0000
ZNF484	ZNF81	0.0000	0.0000	0.0000	0.0000
ZNF484	ZNF84	0.0000	0.0000	0.0000	0.0000
ZNF484	ZNF883	0.0000	0.0000	0.0000	0.0000
ZNF485	ZNF879	0.0000	0.0000	0.0000	0.0000
ZNF486	ZNF506	0.8425	1.0000	0.4706	0.0431
ZNF486	ZNF595	0.0000	0.0000	0.0000	0.0000
ZNF486	ZNF600	0.0000	0.0000	0.0000	0.0000
ZNF486	ZNF626	0.7881	1.0000	0.3514	0.2107
ZNF486	ZNF675	0.7557	1.0000	0.7361	0.0549
ZNF486	ZNF678	0.0000	0.0000	0.0000	0.0000
ZNF486	ZNF680	0.0000	0.0000	0.0000	0.0000
ZNF486	ZNF681	0.0000	0.0000	0.0000	0.0000
ZNF486	ZNF682	0.0000	0.0000	0.0000	0.0000
ZNF486	ZNF695	0.0000	0.0000	0.0000	0.0000
ZNF486	ZNF721	0.0000	0.0000	0.0000	0.0000
ZNF486	ZNF723	0.0000	0.0000	0.0000	0.0000
ZNF486	ZNF727	0.0000	0.0000	0.0000	0.0000
ZNF486	ZNF736	0.0000	0.0000	0.0000	0.0000
ZNF486	ZNF836	0.0000	0.0000	0.0000	0.0000
ZNF486	ZNF91	0.0000	0.0000	0.0000	0.0000
ZNF486	ZNF92	0.0000	0.0000	0.0000	0.0000
ZNF487	ZNF510	0.0000	0.0000	0.0000	0.0000
ZNF487	ZNF527	0.0000	0.0000	0.0000	0.0000
ZNF487	ZNF567	0.0000	0.0000	0.0000	0.0000
ZNF487	ZNF568	0.0000	0.0000	0.0000	0.0000
ZNF487	ZNF569	0.0000	0.0000	0.0000	0.0000
ZNF487	ZNF577	0.0000	0.0000	0.0000	0.0000
ZNF487	ZNF585A	0.0000	0.0000	0.0000	0.0000
ZNF487	ZNF585B	0.0000	0.0000	0.0000	0.0000
ZNF487	ZNF605	0.0000	0.0000	0.0000	0.0000
ZNF487	ZNF624	0.0000	0.0000	0.0000	0.0000
ZNF487	ZNF717	0.0000	0.0000	0.0000	0.0000
ZNF487	ZNF782	0.0000	0.0000	0.0000	0.0000
ZNF487	ZNF84	0.0000	0.0000	0.0000	0.0000
ZNF487	ZNF883	0.0000	0.0000	0.0000	0.0000
ZNF490	ZNF563	0.0000	0.0000	0.0000	0.0000
ZNF490	ZNF564	0.0000	0.0000	0.0000	0.0000
ZNF490	ZNF57	0.0000	0.0000	0.0000	0.0000
ZNF490	ZNF669	0.0000	0.0000	0.0000	0.0000
ZNF490	ZNF791	0.0000	0.0000	0.0000	0.0000
ZNF490	ZNF799	0.0000	0.0000	0.0000	0.0000
ZNF490	ZNF823	0.0000	0.0000	0.0000	0.0000
ZNF501	ZNF585A	0.0000	0.0000	0.0000	0.0000
ZNF501	ZNF585B	0.0000	0.0000	0.0000	0.0000
ZNF502	ZSCAN16	0.0000	0.0000	0.0000	0.0000
ZNF506	ZNF578	0.0000	0.0000	0.0000	0.0000
ZNF506	ZNF595	0.0000	0.0000	0.0000	0.0000
ZNF506	ZNF626	0.7594	1.0000	0.8267	0.1586
ZNF506	ZNF675	0.0000	0.0000	0.0000	0.0000
ZNF506	ZNF678	0.0000	0.0000	0.0000	0.0000
ZNF506	ZNF680	0.0000	0.0000	0.0000	0.0000
ZNF506	ZNF681	0.0000	0.0000	0.0000	0.0000
ZNF506	ZNF682	0.0000	0.0000	0.0000	0.0000
ZNF506	ZNF695	0.0000	0.0000	0.0000	0.0000
ZNF506	ZNF721	0.0000	0.0000	0.0000	0.0000
ZNF506	ZNF723	0.7871	1.0000	0.6874	0.1834
ZNF506	ZNF727	0.0000	0.0000	0.0000	0.0000
ZNF506	ZNF736	0.0000	0.0000	0.0000	0.0000
ZNF506	ZNF761	0.0000	0.0000	0.0000	0.0000
ZNF506	ZNF83	0.0000	0.0000	0.0000	0.0000
ZNF506	ZNF841	0.0000	0.0000	0.0000	0.0000
ZNF506	ZNF91	0.0000	0.0000	0.0000	0.0000
ZNF506	ZNF92	0.0000	0.0000	0.0000	0.0000
ZNF510	ZNF527	0.0000	0.0000	0.0000	0.0000
ZNF510	ZNF674	0.0000	0.0000	0.0000	0.0000
ZNF514	ZNF879	0.0000	0.0000	0.0000	0.0000
ZNF519	ZNF528	0.0000	0.0000	0.0000	0.0000
ZNF519	ZNF595	0.0000	0.0000	0.0000	0.0000
ZNF519	ZNF600	0.0000	0.0000	0.0000	0.0000
ZNF519	ZNF616	0.0000	0.0000	0.0000	0.0000
ZNF519	ZNF675	0.0000	0.0000	0.0000	0.0000
ZNF519	ZNF678	0.0000	0.0000	0.0000	0.0000
ZNF519	ZNF680	0.0000	0.0000	0.0000	0.0000
ZNF519	ZNF681	0.0000	0.0000	0.0000	0.0000
ZNF519	ZNF682	0.0000	0.0000	0.0000	0.0000
ZNF519	ZNF695	0.0000	0.0000	0.0000	0.0000
ZNF519	ZNF721	0.0000	0.0000	0.0000	0.0000
ZNF519	ZNF723	0.0000	0.0000	0.0000	0.0000
ZNF519	ZNF766	0.0000	0.0000	0.0000	0.0000
ZNF519	ZNF813	0.0000	0.0000	0.0000	0.0000
ZNF519	ZNF83	0.0000	0.0000	0.0000	0.0000
ZNF519	ZNF836	0.0000	0.0000	0.0000	0.0000
ZNF519	ZNF888	0.0000	0.0000	0.0000	0.0000
ZNF519	ZNF91	0.0000	0.0000	0.0000	0.0000
ZNF519	ZNF92	0.0000	0.0000	0.0000	0.0000
ZNF527	ZNF568	0.0000	0.0000	0.0000	0.0000
ZNF527	ZNF569	0.0000	0.0000	0.0000	0.0000
ZNF527	ZNF585B	0.0000	0.0000	0.0000	0.0000
ZNF527	ZNF624	0.0000	0.0000	0.0000	0.0000
ZNF527	ZNF674	0.0000	0.0000	0.0000	0.0000
ZNF527	ZNF717	0.0000	0.0000	0.0000	0.0000
ZNF527	ZNF84	0.0000	0.0000	0.0000	0.0000
ZNF527	ZNF883	0.0000	0.0000	0.0000	0.0000
ZNF528	ZNF578	0.0000	0.0000	0.0000	0.0000
ZNF528	ZNF600	0.0000	0.0000	0.0000	0.0000
ZNF528	ZNF675	0.0000	0.0000	0.0000	0.0000
ZNF528	ZNF678	0.0000	0.0000	0.0000	0.0000
ZNF528	ZNF721	0.0000	0.0000	0.0000	0.0000
ZNF528	ZNF723	0.0000	0.0000	0.0000	0.0000
ZNF528	ZNF766	0.0000	0.0000	0.0000	0.0000
ZNF528	ZNF808	0.0000	0.0000	0.0000	0.0000
ZNF528	ZNF813	0.0000	0.0000	0.0000	0.0000
ZNF528	ZNF83	0.0000	0.0000	0.0000	0.0000
ZNF528	ZNF836	0.0000	0.0000	0.0000	0.0000
ZNF528	ZNF841	0.0000	0.0000	0.0000	0.0000
ZNF528	ZNF91	0.0000	0.0000	0.0000	0.0000
ZNF529	ZNF565	0.0000	0.0000	0.0000	0.0000
ZNF529	ZNF571	0.0000	0.0000	0.0000	0.0000
ZNF529	ZNF573	0.0000	0.0000	0.0000	0.0000
ZNF529	ZNF582	0.0000	0.0000	0.0000	0.0000
ZNF529	ZNF780A	0.0000	0.0000	0.0000	0.0000
ZNF529	ZNF780B	0.0000	0.0000	0.0000	0.0000
ZNF529	ZNF790	0.0000	0.0000	0.0000	0.0000
ZNF540	ZNF546	0.0000	0.0000	0.0000	0.0000
ZNF540	ZNF565	0.0000	0.0000	0.0000	0.0000
ZNF540	ZNF571	1.0000	1.0000	0.1349	0.0000
ZNF540	ZNF573	0.0000	0.0000	0.0000	0.0000
ZNF540	ZNF582	0.0000	0.0000	0.0000	0.0000
ZNF540	ZNF665	0.0000	0.0000	0.0000	0.0000
ZNF540	ZNF780A	0.0000	0.0000	0.0000	0.0000
ZNF543	ZNF550	0.0000	0.0000	0.0000	0.0000
ZNF543	ZNF805	0.8731	1.0000	0.2259	0.0695
ZNF546	ZNF565	0.0000	0.0000	0.0000	0.0000
ZNF546	ZNF566	0.0000	0.0000	0.0000	0.0000
ZNF546	ZNF571	0.0000	0.0000	0.0000	0.0000
ZNF546	ZNF573	0.0000	0.0000	0.0000	0.0000
ZNF546	ZNF582	0.0000	0.0000	0.0000	0.0000
ZNF546	ZNF583	0.0000	0.0000	0.0000	0.0000
ZNF546	ZNF607	0.0000	0.0000	0.0000	0.0000
ZNF546	ZNF665	0.0000	0.0000	0.0000	0.0000
ZNF546	ZNF780A	0.0000	0.0000	0.0000	0.0000
ZNF546	ZNF780B	0.0000	0.0000	0.0000	0.0000
ZNF546	ZNF790	0.0000	0.0000	0.0000	0.0000
ZNF546	ZNF829	0.0000	0.0000	0.0000	0.0000
ZNF547	ZNF548	0.0000	0.0000	0.0000	0.0000
ZNF547	ZNF586	0.0000	0.0000	0.0000	0.0000
ZNF547	ZNF776	0.0000	0.0000	0.0000	0.0000
ZNF548	ZNF551	0.0000	0.0000	0.0000	0.0000
ZNF548	ZNF552	0.0000	0.0000	0.0000	0.0000
ZNF548	ZNF586	0.0000	0.0000	0.0000	0.0000
ZNF548	ZNF671	0.0000	0.0000	0.0000	0.0000
ZNF548	ZNF776	0.0000	0.0000	0.0000	0.0000
ZNF548	ZNF792	0.0000	0.0000	0.0000	0.0000
ZNF551	ZNF586	0.0000	0.0000	0.0000	0.0000
ZNF551	ZNF671	0.0000	0.0000	0.0000	0.0000
ZNF551	ZNF792	0.0000	0.0000	0.0000	0.0000
ZNF552	ZNF776	0.0000	0.0000	0.0000	0.0000
ZNF554	ZNF879	0.0000	0.0000	0.0000	0.0000
ZNF557	ZNF558	0.8147	1.0000	0.3048	0.1921
ZNF558	ZNF620	0.0000	0.0000	0.0000	0.0000
ZNF560	ZNF571	0.0000	0.0000	0.0000	0.0000
ZNF560	ZNF573	0.0000	0.0000	0.0000	0.0000
ZNF560	ZNF596	0.0000	0.0000	0.0000	0.0000
ZNF560	ZNF790	0.0000	0.0000	0.0000	0.0000
ZNF560	ZNF891	0.0000	0.0000	0.0000	0.0000
ZNF563	ZNF564	0.0000	0.0000	0.0000	0.0000
ZNF563	ZNF57	0.0000	0.0000	0.0000	0.0000
ZNF563	ZNF627	0.0000	0.0000	0.0000	0.0000
ZNF563	ZNF669	0.0000	0.0000	0.0000	0.0000
ZNF563	ZNF77	0.0000	0.0000	0.0000	0.0000
ZNF563	ZNF791	0.0000	0.0000	0.0000	0.0000
ZNF563	ZNF799	0.8691	1.0000	0.4743	0.0716
ZNF563	ZNF823	0.8616	1.0000	0.3962	0.0529
ZNF564	ZNF57	0.0000	0.0000	0.0000	0.0000
ZNF564	ZNF627	0.0000	0.0000	0.0000	0.0000
ZNF564	ZNF669	0.0000	0.0000	0.0000	0.0000
ZNF564	ZNF670	0.0000	0.0000	0.0000	0.0000
ZNF564	ZNF77	0.0000	0.0000	0.0000	0.0000
ZNF564	ZNF791	0.0000	0.0000	0.0000	0.0000
ZNF564	ZNF799	0.0000	0.0000	0.0000	0.0000
ZNF564	ZNF823	0.0000	0.0000	0.0000	0.0000
ZNF565	ZNF568	0.0000	0.0000	0.0000	0.0000
ZNF565	ZNF569	0.0000	0.0000	0.0000	0.0000
ZNF565	ZNF571	0.0000	0.0000	0.0000	0.0000
ZNF565	ZNF573	0.0000	0.0000	0.0000	0.0000
ZNF565	ZNF582	0.0000	0.0000	0.0000	0.0000
ZNF565	ZNF583	0.0000	0.0000	0.0000	0.0000
ZNF565	ZNF605	0.0000	0.0000	0.0000	0.0000
ZNF565	ZNF607	0.0000	0.0000	0.0000	0.0000
ZNF565	ZNF780A	0.0000	0.0000	0.0000	0.0000
ZNF565	ZNF780B	0.0000	0.0000	0.0000	0.0000
ZNF565	ZNF790	0.0000	0.0000	0.0000	0.0000
ZNF565	ZNF829	0.0000	0.0000	0.0000	0.0000
ZNF566	ZNF571	0.0000	0.0000	0.0000	0.0000
ZNF566	ZNF573	0.0000	0.0000	0.0000	0.0000
ZNF566	ZNF582	0.0000	0.0000	0.0000	0.0000
ZNF566	ZNF665	0.0000	0.0000	0.0000	0.0000
ZNF566	ZNF780A	0.0000	0.0000	0.0000	0.0000
ZNF566	ZNF790	0.0000	0.0000	0.0000	0.0000
ZNF567	ZNF569	0.0000	0.0000	0.0000	0.0000
ZNF567	ZNF585A	0.0000	0.0000	0.0000	0.0000
ZNF567	ZNF585B	0.0000	0.0000	0.0000	0.0000
ZNF567	ZNF605	0.0000	0.0000	0.0000	0.0000
ZNF567	ZNF613	0.0000	0.0000	0.0000	0.0000
ZNF567	ZNF614	0.0000	0.0000	0.0000	0.0000
ZNF567	ZNF717	0.0000	0.0000	0.0000	0.0000
ZNF567	ZNF782	0.0000	0.0000	0.0000	0.0000
ZNF567	ZNF81	0.0000	0.0000	0.0000	0.0000
ZNF567	ZNF84	0.0000	0.0000	0.0000	0.0000
ZNF568	ZNF569	0.8417	1.0000	0.2384	0.0462
ZNF568	ZNF585A	0.0000	0.0000	0.0000	0.0000
ZNF568	ZNF585B	0.0000	0.0000	0.0000	0.0000
ZNF568	ZNF605	0.0000	0.0000	0.0000	0.0000
ZNF568	ZNF624	0.0000	0.0000	0.0000	0.0000
ZNF568	ZNF674	0.0000	0.0000	0.0000	0.0000
ZNF568	ZNF717	0.0000	0.0000	0.0000	0.0000
ZNF568	ZNF782	0.0000	0.0000	0.0000	0.0000
ZNF568	ZNF84	0.0000	0.0000	0.0000	0.0000
ZNF568	ZNF883	0.0000	0.0000	0.0000	0.0000
ZNF569	ZNF585A	0.0000	0.0000	0.0000	0.0000
ZNF569	ZNF585B	0.0000	0.0000	0.0000	0.0000
ZNF569	ZNF605	0.0000	0.0000	0.0000	0.0000
ZNF569	ZNF624	0.0000	0.0000	0.0000	0.0000
ZNF569	ZNF674	0.0000	0.0000	0.0000	0.0000
ZNF569	ZNF717	0.0000	0.0000	0.0000	0.0000
ZNF569	ZNF84	0.0000	0.0000	0.0000	0.0000
ZNF569	ZNF883	0.0000	0.0000	0.0000	0.0000
ZNF57	ZNF627	0.0000	0.0000	0.0000	0.0000
ZNF57	ZNF77	0.0000	0.0000	0.0000	0.0000
ZNF57	ZNF791	0.0000	0.0000	0.0000	0.0000
ZNF571	ZNF573	0.0000	0.0000	0.0000	0.0000
ZNF571	ZNF582	0.0000	0.0000	0.0000	0.0000
ZNF571	ZNF583	0.0000	0.0000	0.0000	0.0000
ZNF571	ZNF607	0.0000	0.0000	0.0000	0.0000
ZNF571	ZNF665	0.0000	0.0000	0.0000	0.0000
ZNF571	ZNF684	0.0000	0.0000	0.0000	0.0000
ZNF571	ZNF780B	0.0000	0.0000	0.0000	0.0000
ZNF571	ZNF790	0.0000	0.0000	0.0000	0.0000
ZNF571	ZNF829	0.0000	0.0000	0.0000	0.0000
ZNF572	ZNF774	0.0000	0.0000	0.0000	0.0000
ZNF573	ZNF582	0.0000	0.0000	0.0000	0.0000
